Orthogroup	Stichodactyla_haddoni_longest_pep	Chironex_fleckeri_longest_pep
OG0001641	Shad_tr48309_c0_g1_i1.p1, Shad_tr37501_c0_g1_i3.p1	Chfl_DN9239_c0_g1_i1.p1
OG0001644	Shad_tr783_c0_g3_i1.p1, Shad_tr783_c0_g1_i1.p1	Chfl_DN1376_c0_g1_i1.p1
OG0001651	Shad_tr16938_c0_g1_i2.p1	Chfl_DN10194_c0_g1_i1.p1
OG0001654	Shad_tr109043_c0_g1_i1.p1, Shad_tr6026_c4_g1_i6.p1, Shad_tr5666_c0_g1_i10.p1, Shad_tr17171_c0_g1_i5.p1	Chfl_DN3929_c0_g1_i1.p1
OG0001657	Shad_tr36052_c0_g1_i1.p1, Shad_tr3570_c2_g1_i1.p1	Chfl_DN25689_c0_g1_i1.p1
OG0001659	Shad_tr86_c1_g1_i3.p1, Shad_tr73048_c0_g1_i1.p1	Chfl_DN2739_c0_g1_i1.p1
OG0001660	Shad_tr7403_c1_g1_i1.p1	Chfl_DN25839_c0_g1_i1.p1
OG0001660	Shad_tr40280_c0_g1_i1.p1, Shad_tr62136_c1_g1_i1.p1	Chfl_DN3718_c0_g1_i1.p1
OG0001665	Shad_tr13272_c1_g1_i2.p1, Shad_tr17097_c0_g1_i1.p1, Shad_tr9348_c0_g1_i15.p1	Chfl_DN20625_c0_g1_i1.p1
OG0001669	Shad_tr38797_c0_g4_i1.p1	Chfl_DN18397_c0_g1_i1.p1
OG0001671	Shad_tr82329_c0_g1_i1.p1	Chfl_DN25305_c0_g1_i1.p1
OG0001675	Shad_tr1119_c1_g1_i8.p1, Shad_tr15326_c1_g1_i3.p1, Shad_tr2281_c0_g2_i6.p1	Chfl_DN98_c0_g1_i3.p1
OG0001677	Shad_tr3966_c3_g1_i1.p1, Shad_tr2164_c0_g2_i11.p1	Chfl_DN332_c0_g2_i5.p1
OG0001678	Shad_tr4069_c0_g1_i5.p1	Chfl_DN8061_c0_g1_i1.p1
OG0001679	Shad_tr7351_c0_g3_i1.p1, Shad_tr7351_c0_g1_i3.p1	Chfl_DN8667_c0_g2_i1.p1, Chfl_DN26676_c0_g1_i1.p1
OG0001682	Shad_tr4872_c0_g1_i5.p1	Chfl_DN21949_c0_g2_i2.p1
OG0001683	Shad_tr16872_c0_g1_i2.p1	Chfl_DN16622_c0_g3_i1.p1
OG0001685	Shad_tr115027_c0_g1_i1.p1, Shad_tr9601_c0_g1_i1.p1	Chfl_DN7431_c0_g1_i1.p1, Chfl_DN7431_c0_g2_i1.p1
OG0001686	Shad_tr43356_c0_g1_i2.p1, Shad_tr16065_c1_g1_i11.p1, Shad_tr11559_c3_g1_i1.p1	Chfl_DN3004_c0_g2_i1.p1
OG0001687	Shad_tr33033_c1_g1_i1.p1	Chfl_DN23070_c0_g1_i1.p1
OG0001687	Shad_tr33033_c0_g3_i2.p1	Chfl_DN24704_c0_g1_i1.p1
OG0001688	Shad_tr4791_c0_g1_i1.p1	Chfl_DN16497_c0_g1_i1.p1, Chfl_DN4350_c0_g2_i1.p1, Chfl_DN4350_c0_g3_i1.p1
OG0001689	Shad_tr3183_c2_g1_i3.p1, Shad_tr6700_c9_g1_i1.p1	Chfl_DN9206_c0_g2_i1.p1, Chfl_DN9206_c0_g4_i1.p1
OG0001693	Shad_tr17326_c0_g1_i7.p1	Chfl_DN13085_c0_g1_i1.p1
OG0001694	Shad_tr11565_c0_g1_i4.p1	Chfl_DN10065_c0_g2_i1.p1
OG0001695	Shad_tr6298_c0_g2_i2.p1	Chfl_DN9138_c0_g1_i1.p1, Chfl_DN9138_c0_g3_i1.p1, Chfl_DN9138_c0_g2_i1.p1
OG0001696	Shad_tr39071_c1_g1_i1.p1	Chfl_DN4044_c0_g1_i1.p1
OG0001699	Shad_tr31450_c0_g1_i1.p1	Chfl_DN27264_c0_g1_i1.p1
OG0001700	Shad_tr81286_c0_g1_i1.p1	Chfl_DN3403_c0_g1_i1.p1
OG0001701	Shad_tr28470_c0_g1_i5.p1	Chfl_DN16947_c0_g1_i1.p1, Chfl_DN16947_c0_g4_i1.p1
OG0001704	Shad_tr58376_c0_g1_i1.p1	Chfl_DN27177_c0_g1_i1.p1
OG0001705	Shad_tr27571_c1_g1_i1.p1, Shad_tr55768_c0_g1_i1.p1	Chfl_DN4299_c0_g1_i3.p1
OG0001709	Shad_tr6851_c0_g1_i4.p1	Chfl_DN8528_c0_g1_i1.p1
OG0001710	Shad_tr75000_c0_g1_i1.p1, Shad_tr5871_c1_g1_i4.p1	Chfl_DN8685_c0_g2_i4.p1, Chfl_DN13119_c0_g1_i1.p1
OG0001711	Shad_tr19512_c0_g1_i1.p1, Shad_tr5918_c0_g1_i15.p1	Chfl_DN1579_c0_g1_i1.p1
OG0001714	Shad_tr6434_c0_g1_i11.p1	Chfl_DN2789_c0_g1_i1.p1
OG0001714	Shad_tr3973_c0_g2_i2.p1	Chfl_DN16504_c0_g2_i3.p1
OG0001721	Shad_tr31371_c0_g1_i4.p1, Shad_tr65071_c0_g1_i1.p1	Chfl_DN5504_c0_g1_i1.p1
OG0001729	Shad_tr13295_c0_g4_i1.p1	Chfl_DN2773_c0_g1_i1.p1
OG0001730	Shad_tr45300_c0_g1_i10.p1, Shad_tr45300_c0_g2_i1.p1, Shad_tr2241_c0_g1_i4.p1	Chfl_DN3652_c0_g1_i1.p1, Chfl_DN25687_c0_g1_i1.p1
OG0001732	Shad_tr22109_c0_g1_i1.p1, Shad_tr95864_c0_g1_i1.p1	Chfl_DN3672_c0_g1_i1.p1
OG0001733	Shad_tr19539_c0_g1_i5.p1	Chfl_DN10119_c0_g1_i1.p1, Chfl_DN5245_c0_g1_i1.p1
OG0001736	Shad_tr3785_c0_g1_i1.p1	Chfl_DN3920_c0_g1_i1.p1
OG0001740	Shad_tr7024_c4_g1_i4.p1, Shad_tr2329_c1_g2_i1.p1	Chfl_DN78_c0_g1_i2.p1
OG0001741	Shad_tr16260_c1_g1_i1.p1, Shad_tr1689_c2_g1_i10.p1, Shad_tr6834_c0_g1_i1.p1	Chfl_DN23629_c0_g1_i1.p1
OG0001744	Shad_tr2528_c1_g1_i1.p1	Chfl_DN2868_c0_g2_i4.p1
OG0001745	Shad_tr206_c0_g1_i5.p1, Shad_tr991_c0_g1_i1.p1	Chfl_DN253_c0_g1_i2.p1
OG0001746	Shad_tr5596_c1_g1_i2.p1, Shad_tr12390_c1_g1_i1.p1	Chfl_DN151_c0_g1_i21.p1
OG0001749	Shad_tr21580_c0_g1_i14.p1, Shad_tr10193_c0_g1_i8.p1	Chfl_DN1168_c0_g1_i1.p1
OG0001752	Shad_tr14223_c0_g1_i1.p1	Chfl_DN6554_c0_g1_i1.p1
OG0001757	Shad_tr36056_c0_g1_i1.p1, Shad_tr48087_c0_g1_i1.p1	Chfl_DN2708_c0_g1_i1.p1
OG0001758	Shad_tr52254_c0_g2_i1.p1, Shad_tr52254_c0_g1_i1.p1, Shad_tr11_c0_g1_i1.p1	Chfl_DN23216_c0_g1_i1.p1, Chfl_DN26295_c0_g1_i1.p1
OG0001759	Shad_tr9986_c0_g1_i1.p1, Shad_tr31940_c0_g1_i5.p1	Chfl_DN4992_c0_g1_i1.p1
OG0001760	Shad_tr13315_c0_g2_i1.p1, Shad_tr444_c0_g1_i1.p1	Chfl_DN28429_c0_g1_i1.p1
OG0001761	Shad_tr6776_c0_g1_i1.p1, Shad_tr1767_c0_g3_i1.p1	Chfl_DN49_c0_g1_i2.p1
OG0001762	Shad_tr55702_c0_g1_i1.p1	Chfl_DN11078_c0_g1_i1.p1
OG0001764	Shad_tr1821_c29_g1_i1.p1	Chfl_DN21271_c0_g1_i1.p1
OG0001765	Shad_tr99407_c0_g1_i1.p1	Chfl_DN4957_c0_g3_i3.p1, Chfl_DN14365_c0_g1_i1.p1, Chfl_DN23562_c0_g1_i1.p1
OG0001765	Shad_tr82551_c0_g1_i1.p1, Shad_tr100035_c0_g1_i1.p1	Chfl_DN19776_c0_g1_i1.p1
OG0001778	Shad_tr847_c4_g1_i1.p1, Shad_tr2788_c4_g1_i1.p1, Shad_tr6351_c0_g1_i2.p1	Chfl_DN10184_c0_g1_i1.p1, Chfl_DN26346_c0_g1_i1.p1, Chfl_DN4798_c0_g1_i1.p1, Chfl_DN20553_c0_g2_i1.p1
OG0001780	Shad_tr11112_c1_g1_i15.p1	Chfl_DN8781_c0_g2_i1.p1, Chfl_DN14176_c0_g1_i1.p1, Chfl_DN20157_c0_g1_i1.p1, Chfl_DN21907_c0_g1_i1.p1
OG0001782	Shad_tr4521_c0_g1_i10.p1	Chfl_DN6522_c0_g1_i1.p1
OG0001784	Shad_tr16982_c0_g1_i3.p1	Chfl_DN7396_c0_g1_i2.p2
OG0001786	Shad_tr9803_c0_g1_i11.p1	Chfl_DN7418_c0_g1_i1.p1, Chfl_DN7418_c0_g2_i1.p1
OG0001787	Shad_tr1905_c0_g2_i9.p1	Chfl_DN26893_c0_g1_i1.p1, Chfl_DN15889_c0_g1_i1.p1
OG0001788	Shad_tr5346_c0_g1_i1.p1	Chfl_DN11331_c0_g2_i1.p1, Chfl_DN11331_c0_g1_i1.p1
OG0001789	Shad_tr10272_c0_g1_i1.p1	Chfl_DN5825_c0_g1_i1.p1, Chfl_DN9414_c1_g1_i1.p1
OG0001791	Shad_tr35236_c0_g1_i3.p1	Chfl_DN24366_c0_g1_i1.p1
OG0001793	Shad_tr8752_c0_g1_i6.p1	Chfl_DN3942_c0_g1_i5.p1
OG0001795	Shad_tr31890_c1_g1_i4.p1, Shad_tr41908_c0_g1_i1.p1	Chfl_DN24229_c0_g1_i1.p1, Chfl_DN17428_c0_g1_i1.p1
OG0001796	Shad_tr6838_c0_g1_i25.p1	Chfl_DN18030_c0_g2_i1.p1
OG0001797	Shad_tr41424_c0_g1_i1.p1, Shad_tr45615_c1_g1_i1.p1	Chfl_DN3122_c0_g1_i1.p1
OG0001797	Shad_tr20903_c0_g1_i15.p1, Shad_tr20903_c0_g3_i1.p2	Chfl_DN3122_c0_g2_i2.p1
OG0001798	Shad_tr22924_c0_g1_i3.p1	Chfl_DN6466_c0_g2_i1.p1
OG0001798	Shad_tr790_c7_g1_i3.p1	Chfl_DN6466_c0_g1_i1.p1, Chfl_DN13949_c0_g2_i1.p1
OG0001798	Shad_tr982_c3_g1_i2.p1	Chfl_DN13949_c0_g1_i1.p1
OG0001800	Shad_tr2252_c1_g1_i17.p1	Chfl_DN3437_c0_g1_i1.p1, Chfl_DN3437_c0_g2_i1.p1, Chfl_DN7477_c0_g1_i1.p1
OG0001801	Shad_tr5631_c0_g1_i27.p1	Chfl_DN7226_c0_g1_i1.p1
OG0001801	Shad_tr31827_c1_g2_i1.p1	Chfl_DN1038_c1_g1_i1.p1
OG0001806	Shad_tr8138_c0_g1_i36.p1	Chfl_DN2745_c0_g4_i1.p1, Chfl_DN2745_c0_g3_i1.p1
OG0001807	Shad_tr10837_c0_g1_i5.p1	Chfl_DN27920_c0_g1_i1.p1
OG0001814	Shad_tr32475_c0_g2_i2.p1, Shad_tr35278_c0_g2_i1.p1, Shad_tr1695_c0_g1_i12.p1	Chfl_DN3487_c0_g1_i1.p1
OG0001815	Shad_tr17336_c0_g1_i5.p1	Chfl_DN6090_c0_g2_i1.p1, Chfl_DN6090_c0_g1_i1.p1
OG0001817	Shad_tr9967_c0_g1_i11.p1	Chfl_DN6015_c0_g2_i1.p1, Chfl_DN6015_c0_g1_i1.p1
OG0001818	Shad_tr1463_c2_g2_i1.p1	Chfl_DN4644_c0_g1_i1.p1
OG0001818	Shad_tr1463_c2_g1_i4.p1	Chfl_DN4644_c0_g3_i1.p1
OG0001820	Shad_tr37580_c0_g2_i2.p1	Chfl_DN4314_c0_g1_i1.p1
OG0001824	Shad_tr100796_c0_g1_i1.p1, Shad_tr1310_c0_g1_i2.p1, Shad_tr86063_c0_g1_i1.p1, Shad_tr105539_c0_g1_i1.p1	Chfl_DN9064_c0_g1_i1.p1
OG0001830	Shad_tr30472_c0_g1_i4.p1, Shad_tr46282_c0_g1_i1.p1, Shad_tr8914_c3_g1_i1.p1	Chfl_DN16857_c0_g1_i1.p1
OG0001831	Shad_tr9690_c1_g1_i1.p1, Shad_tr10277_c3_g1_i2.p1	Chfl_DN14095_c0_g4_i1.p1
OG0001833	Shad_tr2732_c1_g1_i2.p1, Shad_tr1940_c4_g1_i2.p1	Chfl_DN5911_c0_g1_i2.p1
OG0001834	Shad_tr1956_c0_g1_i1.p1	Chfl_DN7864_c0_g3_i1.p1
OG0001837	Shad_tr1748_c2_g1_i21.p1, Shad_tr3803_c2_g1_i3.p1	Chfl_DN9177_c0_g1_i1.p1
OG0001841	Shad_tr2282_c1_g1_i1.p1, Shad_tr109041_c0_g1_i1.p1	Chfl_DN1292_c0_g1_i1.p1
OG0001842	Shad_tr3942_c2_g1_i1.p1, Shad_tr2200_c1_g1_i10.p1	Chfl_DN10343_c0_g3_i1.p1
OG0001843	Shad_tr8513_c0_g1_i2.p1, Shad_tr38381_c0_g1_i5.p1	Chfl_DN6541_c0_g1_i1.p1, Chfl_DN6541_c0_g2_i1.p1
OG0001847	Shad_tr23433_c0_g1_i8.p1	Chfl_DN14349_c0_g1_i2.p1
OG0001848	Shad_tr40511_c0_g1_i1.p1, Shad_tr297_c0_g1_i4.p1	Chfl_DN4692_c0_g1_i2.p1
OG0001849	Shad_tr9738_c3_g1_i1.p1, Shad_tr4660_c1_g1_i5.p1	Chfl_DN1663_c0_g1_i1.p1
OG0001851	Shad_tr2775_c0_g1_i7.p1, Shad_tr49586_c0_g1_i1.p1, Shad_tr49586_c0_g2_i1.p1	Chfl_DN6168_c0_g2_i1.p1, Chfl_DN22028_c0_g1_i1.p1, Chfl_DN17314_c0_g1_i1.p1
OG0001854	Shad_tr73442_c0_g1_i1.p1	Chfl_DN9613_c0_g1_i1.p1
OG0001855	Shad_tr3037_c1_g1_i6.p1	Chfl_DN2286_c0_g1_i4.p1, Chfl_DN26368_c0_g1_i1.p1
OG0001856	Shad_tr99415_c0_g1_i1.p1	Chfl_DN1085_c1_g2_i1.p1
OG0001861	Shad_tr4931_c0_g1_i1.p1	Chfl_DN458_c0_g1_i4.p1
OG0001862	Shad_tr11452_c0_g2_i1.p1, Shad_tr11452_c0_g1_i1.p1	Chfl_DN317_c0_g1_i2.p1
OG0001863	Shad_tr22308_c0_g1_i2.p1, Shad_tr50412_c1_g1_i2.p1, Shad_tr61656_c0_g1_i1.p1	Chfl_DN290_c0_g1_i3.p1
OG0001864	Shad_tr62_c0_g1_i1.p1, Shad_tr44334_c0_g1_i1.p1	Chfl_DN25031_c0_g1_i1.p1, Chfl_DN1220_c0_g1_i1.p1, Chfl_DN10728_c0_g1_i1.p1, Chfl_DN2193_c0_g2_i1.p1
OG0001867	Shad_tr46600_c0_g1_i1.p1	Chfl_DN15898_c0_g1_i1.p1
OG0001868	Shad_tr20436_c0_g1_i1.p1	Chfl_DN16901_c0_g2_i2.p1
OG0001870	Shad_tr88_c1_g1_i4.p1, Shad_tr3851_c0_g2_i4.p1	Chfl_DN14879_c0_g1_i1.p1
OG0001871	Shad_tr23045_c1_g3_i1.p1	Chfl_DN1519_c0_g1_i1.p1
OG0001874	Shad_tr47481_c0_g1_i1.p1, Shad_tr61283_c0_g1_i1.p1, Shad_tr101808_c0_g1_i1.p1	Chfl_DN25995_c0_g1_i1.p2, Chfl_DN27591_c0_g1_i1.p1
OG0001875	Shad_tr105014_c0_g1_i1.p1, Shad_tr505_c1_g1_i1.p1, Shad_tr68321_c0_g1_i1.p1	Chfl_DN27566_c0_g1_i1.p1
OG0001877	Shad_tr276_c0_g2_i1.p1	Chfl_DN22707_c0_g1_i1.p1
OG0001877	Shad_tr8670_c0_g1_i1.p1	Chfl_DN26995_c0_g1_i1.p1
OG0001881	Shad_tr4167_c2_g1_i1.p1	Chfl_DN11620_c0_g1_i1.p1
OG0001894	Shad_tr10085_c0_g1_i1.p1	Chfl_DN11866_c0_g2_i1.p1, Chfl_DN11866_c0_g1_i1.p1, Chfl_DN24356_c0_g1_i1.p1
OG0001895	Shad_tr825_c0_g1_i1.p1, Shad_tr38181_c0_g1_i1.p1	Chfl_DN105_c1_g1_i1.p1
OG0001897	Shad_tr3274_c0_g1_i10.p1	Chfl_DN22468_c0_g1_i1.p1, Chfl_DN25673_c0_g1_i1.p1
OG0001900	Shad_tr780_c0_g1_i8.p1	Chfl_DN4133_c0_g3_i1.p1
OG0001901	Shad_tr17182_c6_g2_i4.p1	Chfl_DN16882_c0_g1_i1.p1
OG0001902	Shad_tr1354_c0_g3_i1.p1, Shad_tr12840_c0_g1_i1.p1	Chfl_DN12887_c0_g1_i1.p1
OG0001903	Shad_tr16248_c0_g1_i1.p1, Shad_tr16248_c0_g2_i1.p1	Chfl_DN14203_c0_g1_i1.p1
OG0001904	Shad_tr41717_c0_g1_i34.p1	Chfl_DN16532_c0_g1_i1.p1
OG0001905	Shad_tr1614_c5_g1_i3.p1	Chfl_DN15403_c0_g1_i3.p1
OG0001908	Shad_tr8212_c0_g1_i4.p1	Chfl_DN2643_c0_g1_i1.p1
OG0001909	Shad_tr4201_c0_g2_i5.p1	Chfl_DN23092_c0_g1_i1.p1, Chfl_DN16916_c0_g1_i1.p1, Chfl_DN27043_c0_g1_i1.p1
OG0001911	Shad_tr16345_c0_g2_i1.p1, Shad_tr816_c1_g1_i2.p1	Chfl_DN357_c2_g1_i1.p1
OG0001913	Shad_tr35888_c0_g1_i3.p1	Chfl_DN10397_c0_g2_i1.p1
OG0001914	Shad_tr12994_c1_g1_i8.p1	Chfl_DN14716_c0_g2_i1.p1, Chfl_DN14716_c0_g1_i1.p1
OG0001915	Shad_tr8248_c0_g1_i6.p1, Shad_tr688_c8_g1_i4.p1	Chfl_DN4101_c0_g1_i2.p1
OG0001916	Shad_tr4345_c0_g1_i2.p1	Chfl_DN7279_c0_g3_i1.p1, Chfl_DN7279_c0_g1_i1.p1, Chfl_DN7279_c0_g2_i1.p1
OG0001918	Shad_tr2867_c3_g1_i1.p1	Chfl_DN2427_c1_g1_i1.p1
OG0001920	Shad_tr2246_c1_g1_i6.p1	Chfl_DN7054_c0_g3_i1.p1, Chfl_DN7054_c0_g4_i1.p1
OG0001922	Shad_tr26452_c0_g1_i3.p1	Chfl_DN9080_c0_g5_i1.p1
OG0001923	Shad_tr16788_c1_g3_i1.p1	Chfl_DN9547_c0_g2_i1.p1, Chfl_DN20855_c0_g1_i1.p1, Chfl_DN9547_c0_g3_i1.p1
OG0001926	Shad_tr4284_c0_g1_i1.p1, Shad_tr688_c5_g1_i1.p1, Shad_tr9021_c0_g2_i1.p1	Chfl_DN11708_c1_g1_i1.p1
OG0001928	Shad_tr2334_c2_g1_i1.p1, Shad_tr4041_c4_g1_i3.p1, Shad_tr1821_c10_g1_i3.p1	Chfl_DN3768_c0_g1_i1.p1
OG0001929	Shad_tr9314_c0_g1_i9.p1	Chfl_DN6737_c0_g1_i1.p1, Chfl_DN24394_c0_g1_i1.p1, Chfl_DN24772_c0_g1_i1.p1
OG0001930	Shad_tr30746_c0_g1_i1.p1	Chfl_DN17581_c0_g2_i1.p1, Chfl_DN8686_c0_g1_i1.p1
OG0001930	Shad_tr30746_c0_g2_i3.p1	Chfl_DN17581_c0_g1_i1.p1
OG0001932	Shad_tr1920_c1_g1_i2.p1	Chfl_DN3215_c0_g1_i4.p1
OG0001933	Shad_tr6882_c0_g1_i8.p1, Shad_tr17497_c0_g1_i1.p1	Chfl_DN12951_c0_g2_i1.p1
OG0001937	Shad_tr37901_c0_g3_i2.p1	Chfl_DN7365_c0_g1_i1.p1
OG0001938	Shad_tr2693_c0_g1_i79.p1	Chfl_DN21120_c0_g1_i1.p1
OG0001941	Shad_tr13940_c0_g1_i4.p1	Chfl_DN10222_c0_g1_i1.p1
OG0001942	Shad_tr28620_c0_g1_i10.p1, Shad_tr106064_c0_g1_i1.p1	Chfl_DN3797_c0_g3_i1.p1
OG0001943	Shad_tr102774_c0_g1_i1.p1	Chfl_DN4272_c0_g2_i1.p1
OG0001943	Shad_tr134_c0_g1_i12.p1	Chfl_DN1178_c0_g3_i4.p1
OG0001950	Shad_tr6455_c0_g1_i7.p1	Chfl_DN22494_c0_g1_i1.p1, Chfl_DN27429_c0_g1_i1.p1
OG0001953	Shad_tr11482_c0_g1_i3.p1, Shad_tr5421_c0_g1_i18.p1	Chfl_DN6630_c0_g2_i1.p1
OG0001954	Shad_tr8424_c2_g1_i4.p1	Chfl_DN539_c1_g1_i1.p1
OG0001955	Shad_tr94778_c0_g1_i1.p1, Shad_tr18012_c0_g2_i1.p1	Chfl_DN16200_c0_g1_i1.p1
OG0001956	Shad_tr22126_c1_g3_i2.p1	Chfl_DN22379_c1_g1_i1.p1
OG0001958	Shad_tr2257_c0_g3_i1.p1	Chfl_DN7585_c0_g2_i1.p1
OG0001959	Shad_tr4794_c0_g1_i5.p1	Chfl_DN20267_c0_g1_i11.p1
OG0001959	Shad_tr3274_c1_g1_i18.p1	Chfl_DN1975_c0_g1_i5.p1
OG0001962	Shad_tr20054_c0_g1_i20.p1	Chfl_DN18051_c0_g2_i1.p1
OG0001963	Shad_tr933_c0_g1_i1.p1	Chfl_DN18340_c0_g1_i1.p1, Chfl_DN6173_c0_g1_i4.p1, Chfl_DN16753_c0_g1_i1.p1
OG0001964	Shad_tr9851_c3_g1_i2.p1	Chfl_DN24542_c0_g1_i1.p1
OG0001965	Shad_tr234_c0_g1_i1.p1	Chfl_DN5931_c1_g1_i1.p1
OG0001966	Shad_tr42527_c0_g1_i2.p1, Shad_tr5514_c0_g1_i1.p1	Chfl_DN2993_c0_g1_i2.p1
OG0001967	Shad_tr21980_c0_g1_i3.p1	Chfl_DN953_c0_g1_i1.p1
OG0001967	Shad_tr13536_c0_g1_i5.p1	Chfl_DN12920_c0_g1_i1.p1
OG0001971	Shad_tr15845_c1_g1_i4.p1, Shad_tr67166_c0_g1_i1.p1	Chfl_DN27388_c0_g1_i1.p1
OG0001972	Shad_tr5066_c4_g1_i2.p1, Shad_tr3402_c1_g1_i4.p1	Chfl_DN736_c0_g1_i4.p1
OG0001974	Shad_tr982_c0_g2_i8.p1, Shad_tr50665_c0_g1_i2.p1, Shad_tr982_c0_g1_i46.p1	Chfl_DN0_c0_g1_i1.p1
OG0001975	Shad_tr2693_c1_g1_i2.p1	Chfl_DN11765_c0_g1_i1.p1
OG0001976	Shad_tr6661_c3_g1_i6.p1	Chfl_DN17697_c0_g1_i1.p1, Chfl_DN18464_c0_g2_i1.p1
OG0001977	Shad_tr779_c0_g1_i10.p1	Chfl_DN1798_c0_g1_i2.p1
OG0001979	Shad_tr853_c0_g3_i7.p1	Chfl_DN200_c0_g1_i2.p1
OG0001981	Shad_tr46185_c0_g1_i3.p1	Chfl_DN11410_c0_g1_i1.p1
OG0001984	Shad_tr7063_c0_g1_i2.p1, Shad_tr743_c1_g1_i2.p1	Chfl_DN96_c0_g2_i3.p1
OG0001985	Shad_tr35547_c0_g1_i2.p1, Shad_tr27083_c0_g1_i1.p1	Chfl_DN28603_c0_g1_i1.p1
OG0001987	Shad_tr15336_c0_g1_i1.p1, Shad_tr24098_c0_g1_i1.p1	Chfl_DN19477_c0_g1_i1.p1
OG0001988	Shad_tr1301_c0_g1_i1.p1	Chfl_DN4988_c0_g1_i1.p1
OG0001991	Shad_tr1962_c1_g1_i1.p1	Chfl_DN8638_c0_g3_i1.p1
OG0001992	Shad_tr103076_c0_g1_i1.p1	Chfl_DN10423_c0_g1_i1.p1
OG0001994	Shad_tr308_c0_g1_i13.p1	Chfl_DN788_c0_g1_i1.p1
OG0001998	Shad_tr4951_c0_g1_i38.p1	Chfl_DN15394_c0_g8_i1.p1
OG0001998	Shad_tr818_c1_g3_i1.p1	Chfl_DN841_c0_g1_i2.p1
OG0001999	Shad_tr48930_c0_g1_i1.p1, Shad_tr31_c0_g1_i1.p1	Chfl_DN515_c0_g1_i1.p1, Chfl_DN16571_c0_g1_i1.p1
OG0002004	Shad_tr19296_c0_g1_i1.p1, Shad_tr52744_c0_g1_i1.p1	Chfl_DN25721_c0_g1_i1.p1
OG0002005	Shad_tr78926_c0_g1_i1.p1, Shad_tr22_c0_g1_i1.p1, Shad_tr24302_c0_g1_i1.p1	Chfl_DN508_c0_g1_i1.p1
OG0002007	Shad_tr981_c0_g1_i1.p1, Shad_tr53172_c0_g3_i1.p1	Chfl_DN3229_c0_g3_i1.p1
OG0002009	Shad_tr42888_c0_g1_i1.p1, Shad_tr88383_c0_g1_i1.p1	Chfl_DN27434_c0_g1_i1.p1
OG0002011	Shad_tr91678_c0_g1_i1.p1	Chfl_DN27162_c0_g1_i1.p1, Chfl_DN25912_c0_g1_i1.p1
OG0002014	Shad_tr25_c0_g1_i1.p1, Shad_tr51239_c0_g1_i1.p1	Chfl_DN28262_c0_g1_i1.p1, Chfl_DN4407_c0_g1_i1.p1
OG0002015	Shad_tr23_c1_g1_i1.p1	Chfl_DN3292_c0_g1_i1.p1
OG0002016	Shad_tr4591_c2_g1_i26.p1	Chfl_DN5026_c0_g4_i1.p1, Chfl_DN11886_c0_g6_i1.p1, Chfl_DN5026_c0_g3_i1.p1, Chfl_DN11886_c0_g7_i1.p1
OG0002017	Shad_tr7033_c0_g1_i2.p1	Chfl_DN1664_c0_g1_i1.p1
OG0002018	Shad_tr45091_c0_g1_i1.p1, Shad_tr2934_c2_g1_i1.p1	Chfl_DN66_c0_g1_i1.p1, Chfl_DN28125_c0_g1_i1.p1
OG0002021	Shad_tr83314_c0_g1_i1.p1	Chfl_DN20471_c0_g1_i1.p1
OG0002031	Shad_tr1152_c0_g1_i7.p1, Shad_tr5200_c0_g2_i2.p1	Chfl_DN4625_c0_g1_i1.p1
OG0002033	Shad_tr534_c0_g1_i3.p1	Chfl_DN402_c0_g1_i7.p1
OG0002034	Shad_tr8077_c2_g2_i1.p1, Shad_tr87505_c0_g1_i1.p1	Chfl_DN23628_c0_g3_i1.p1
OG0002035	Shad_tr2711_c0_g1_i3.p1	Chfl_DN582_c0_g1_i4.p1
OG0002037	Shad_tr9310_c1_g1_i2.p1	Chfl_DN14906_c0_g3_i1.p1
OG0002038	Shad_tr6110_c1_g1_i3.p1	Chfl_DN4846_c0_g3_i1.p1, Chfl_DN9237_c0_g1_i1.p1, Chfl_DN4846_c0_g1_i1.p1, Chfl_DN4846_c0_g4_i1.p1, Chfl_DN4846_c0_g5_i1.p1, Chfl_DN27995_c0_g1_i1.p1
OG0002039	Shad_tr4315_c4_g1_i12.p1	Chfl_DN14114_c0_g1_i1.p1
OG0002040	Shad_tr4485_c0_g1_i1.p1	Chfl_DN1338_c0_g1_i3.p1
OG0002043	Shad_tr1877_c0_g1_i50.p1	Chfl_DN140_c0_g1_i5.p1
OG0002044	Shad_tr41027_c0_g1_i11.p1	Chfl_DN14189_c0_g2_i1.p1
OG0002045	Shad_tr12436_c0_g1_i2.p1	Chfl_DN14287_c0_g1_i1.p1
OG0002048	Shad_tr11237_c0_g1_i8.p1	Chfl_DN2397_c0_g4_i1.p1
OG0002049	Shad_tr7598_c0_g1_i1.p1	Chfl_DN1197_c0_g1_i5.p1
OG0002050	Shad_tr20869_c0_g1_i2.p1	Chfl_DN5495_c0_g2_i1.p1
OG0002052	Shad_tr6132_c0_g1_i5.p1	Chfl_DN4210_c0_g1_i1.p1
OG0002054	Shad_tr12102_c0_g2_i2.p1	Chfl_DN9903_c0_g1_i1.p1
OG0002055	Shad_tr42299_c0_g1_i1.p1, Shad_tr33015_c0_g1_i1.p1	Chfl_DN3911_c0_g2_i1.p1, Chfl_DN10264_c0_g3_i1.p1, Chfl_DN10264_c0_g1_i1.p1
