Orthogroup	Stichodactyla_haddoni_longest_pep	Cyanea_capillata_longest_pep
OG0003122	Shad_tr40866_c1_g1_i2.p1, Shad_tr78146_c0_g1_i1.p1	Cyca_DN18691_c0_g1_i1.p1, Cyca_DN13694_c0_g2_i1.p1
OG0003123	Shad_tr15365_c0_g1_i2.p1	Cyca_DN23939_c0_g2_i1.p1
OG0003124	Shad_tr25237_c0_g1_i1.p1	Cyca_DN873_c0_g1_i2.p1
OG0003125	Shad_tr643_c0_g2_i2.p1	Cyca_DN14243_c0_g1_i1.p1
OG0003125	Shad_tr8229_c0_g1_i4.p2	Cyca_DN14243_c0_g3_i1.p1, Cyca_DN29570_c0_g1_i2.p1, Cyca_DN14243_c0_g2_i3.p1
OG0003126	Shad_tr7337_c0_g3_i1.p1	Cyca_DN30082_c0_g1_i1.p1
OG0003126	Shad_tr7659_c4_g1_i1.p1, Shad_tr7337_c0_g1_i1.p1, Shad_tr7337_c0_g2_i1.p1, Shad_tr309_c14_g1_i10.p1	Cyca_DN23623_c0_g1_i1.p1
OG0003127	Shad_tr7761_c0_g1_i6.p1	Cyca_DN30727_c0_g1_i1.p1, Cyca_DN10492_c0_g1_i1.p1
OG0003128	Shad_tr7051_c2_g1_i2.p3	Cyca_DN11776_c0_g1_i1.p1
OG0003130	Shad_tr4351_c0_g1_i20.p1	Cyca_DN21944_c0_g1_i1.p1, Cyca_DN11741_c0_g1_i1.p1
OG0003136	Shad_tr24508_c0_g2_i1.p1, Shad_tr14241_c3_g1_i4.p1	Cyca_DN24137_c0_g1_i4.p1
OG0003148	Shad_tr11928_c0_g1_i1.p1	Cyca_DN18002_c0_g1_i1.p1
OG0003149	Shad_tr15410_c0_g1_i6.p1	Cyca_DN27967_c1_g1_i1.p1, Cyca_DN27967_c0_g1_i1.p1
OG0003151	Shad_tr8391_c0_g1_i5.p1	Cyca_DN6420_c0_g1_i1.p1
OG0003152	Shad_tr21687_c3_g1_i2.p1	Cyca_DN12163_c0_g2_i1.p1, Cyca_DN12163_c0_g1_i2.p1
OG0003157	Shad_tr3009_c0_g2_i11.p1	Cyca_DN11887_c0_g1_i1.p1, Cyca_DN19131_c0_g1_i1.p1
OG0003159	Shad_tr751_c0_g1_i1.p1	Cyca_DN3228_c0_g1_i1.p1
OG0003161	Shad_tr8248_c1_g1_i23.p1	Cyca_DN34358_c0_g1_i1.p1, Cyca_DN15364_c0_g1_i1.p1
OG0003162	Shad_tr3331_c0_g1_i4.p1	Cyca_DN15861_c0_g1_i1.p1
OG0003165	Shad_tr25941_c0_g1_i1.p1	Cyca_DN31787_c0_g1_i1.p1
OG0003166	Shad_tr9183_c0_g1_i8.p1	Cyca_DN9490_c0_g1_i1.p1, Cyca_DN24493_c1_g1_i1.p1
OG0003169	Shad_tr14241_c0_g1_i3.p1	Cyca_DN11303_c0_g1_i1.p1
OG0003170	Shad_tr16457_c0_g2_i4.p1	Cyca_DN7004_c0_g1_i2.p1, Cyca_DN19235_c0_g2_i1.p2, Cyca_DN15121_c0_g1_i1.p1
OG0003171	Shad_tr3617_c0_g1_i4.p1	Cyca_DN22592_c0_g1_i1.p1
OG0003173	Shad_tr12403_c0_g1_i71.p1	Cyca_DN22258_c0_g1_i2.p1
OG0003177	Shad_tr21111_c2_g1_i4.p1	Cyca_DN11195_c0_g2_i1.p1, Cyca_DN11195_c0_g1_i1.p1, Cyca_DN16528_c0_g1_i1.p1
OG0003181	Shad_tr1387_c6_g1_i2.p1, Shad_tr9183_c0_g2_i4.p1	Cyca_DN7153_c0_g1_i1.p1, Cyca_DN21449_c0_g1_i2.p1
OG0003182	Shad_tr4364_c0_g1_i7.p1	Cyca_DN10337_c0_g1_i1.p1
OG0003183	Shad_tr31182_c0_g1_i2.p1	Cyca_DN23808_c0_g1_i1.p1, Cyca_DN13266_c0_g1_i2.p1
OG0003185	Shad_tr197_c3_g2_i6.p1	Cyca_DN7992_c0_g2_i1.p1, Cyca_DN10445_c0_g1_i2.p1
OG0003186	Shad_tr48366_c0_g1_i3.p1	Cyca_DN12119_c0_g1_i1.p1
OG0003187	Shad_tr7614_c1_g2_i1.p1	Cyca_DN11830_c0_g1_i1.p1
OG0003188	Shad_tr2533_c0_g1_i4.p1	Cyca_DN19237_c0_g1_i3.p1
OG0003189	Shad_tr13513_c0_g1_i4.p1	Cyca_DN16451_c0_g1_i1.p1, Cyca_DN7401_c0_g2_i1.p1, Cyca_DN14745_c0_g1_i1.p1
OG0003191	Shad_tr21636_c0_g3_i2.p1	Cyca_DN23769_c0_g1_i1.p1, Cyca_DN14143_c0_g2_i1.p1
OG0003194	Shad_tr20508_c0_g1_i4.p1	Cyca_DN1059_c0_g2_i2.p1
OG0003195	Shad_tr1916_c0_g1_i6.p1	Cyca_DN25969_c0_g1_i1.p1, Cyca_DN29785_c0_g1_i1.p1, Cyca_DN10897_c0_g1_i8.p1, Cyca_DN4796_c0_g1_i1.p1
OG0003196	Shad_tr7018_c2_g1_i1.p1	Cyca_DN4068_c0_g3_i1.p1, Cyca_DN4068_c0_g2_i4.p1
OG0003197	Shad_tr10803_c0_g1_i19.p1	Cyca_DN17471_c0_g1_i1.p1, Cyca_DN7019_c0_g1_i1.p1, Cyca_DN9741_c0_g1_i1.p1
OG0003198	Shad_tr23009_c0_g1_i1.p1, Shad_tr57_c16_g1_i5.p1	Cyca_DN21693_c0_g1_i1.p1, Cyca_DN567_c0_g1_i4.p1
OG0003202	Shad_tr5959_c1_g1_i36.p1	Cyca_DN5094_c0_g1_i1.p1, Cyca_DN14689_c0_g1_i1.p1
OG0003205	Shad_tr9417_c0_g3_i2.p1	Cyca_DN3098_c0_g2_i2.p1, Cyca_DN5883_c0_g1_i1.p1, Cyca_DN15131_c0_g2_i1.p1
OG0003206	Shad_tr66021_c0_g1_i2.p1	Cyca_DN4970_c0_g1_i1.p1
OG0003207	Shad_tr1431_c0_g2_i2.p1	Cyca_DN5818_c0_g1_i1.p1, Cyca_DN21799_c0_g1_i1.p1, Cyca_DN21799_c0_g2_i1.p1
OG0003208	Shad_tr9787_c0_g1_i14.p1	Cyca_DN8931_c0_g1_i1.p1
OG0003210	Shad_tr1787_c0_g1_i13.p1	Cyca_DN17709_c0_g1_i1.p1
OG0003211	Shad_tr816_c0_g1_i5.p1	Cyca_DN6752_c1_g1_i1.p1
OG0003212	Shad_tr1722_c0_g1_i20.p1	Cyca_DN27140_c0_g1_i3.p1, Cyca_DN9182_c0_g1_i1.p1
OG0003213	Shad_tr735_c4_g1_i4.p1	Cyca_DN16893_c0_g1_i3.p1
OG0003214	Shad_tr728_c2_g1_i4.p1	Cyca_DN14513_c0_g1_i1.p1, Cyca_DN7826_c0_g1_i2.p1
OG0003215	Shad_tr14205_c0_g1_i3.p1	Cyca_DN30815_c0_g1_i1.p1
OG0003216	Shad_tr2619_c0_g1_i4.p1	Cyca_DN7505_c0_g1_i1.p1
OG0003217	Shad_tr21561_c0_g1_i9.p1	Cyca_DN13300_c0_g1_i1.p1
OG0003219	Shad_tr10587_c0_g2_i4.p1	Cyca_DN12405_c0_g1_i1.p1, Cyca_DN33821_c0_g1_i1.p1, Cyca_DN5501_c0_g1_i2.p1
OG0003223	Shad_tr3704_c0_g1_i5.p1	Cyca_DN24438_c0_g1_i1.p1
OG0003226	Shad_tr971_c2_g1_i2.p1	Cyca_DN19811_c0_g1_i2.p1, Cyca_DN9447_c0_g1_i2.p1
OG0003226	Shad_tr34369_c0_g1_i2.p1	Cyca_DN2231_c0_g1_i3.p1
OG0003227	Shad_tr4213_c4_g1_i12.p1	Cyca_DN14833_c0_g1_i1.p1
OG0003228	Shad_tr12687_c0_g2_i2.p1	Cyca_DN16709_c0_g2_i1.p1
OG0003229	Shad_tr65337_c0_g1_i1.p1, Shad_tr11886_c0_g1_i1.p1	Cyca_DN13147_c0_g1_i1.p1, Cyca_DN15347_c0_g1_i3.p1
OG0003230	Shad_tr10627_c0_g1_i6.p1	Cyca_DN8444_c0_g1_i2.p1
OG0003231	Shad_tr7141_c0_g1_i1.p1	Cyca_DN13576_c0_g1_i1.p1, Cyca_DN13576_c0_g2_i1.p2
OG0003239	Shad_tr13544_c0_g1_i3.p1	Cyca_DN25495_c0_g1_i1.p1
OG0003241	Shad_tr6120_c0_g1_i19.p1	Cyca_DN9324_c0_g1_i2.p1
OG0003242	Shad_tr6959_c1_g1_i2.p1	Cyca_DN11937_c0_g1_i1.p1
OG0003243	Shad_tr9579_c0_g1_i11.p1	Cyca_DN8497_c0_g1_i1.p1, Cyca_DN11570_c0_g1_i2.p1
OG0003244	Shad_tr11284_c0_g1_i3.p1	Cyca_DN16330_c0_g1_i1.p1, Cyca_DN17328_c0_g1_i1.p1
OG0003246	Shad_tr13757_c0_g1_i19.p1	Cyca_DN5257_c0_g1_i1.p2
OG0003247	Shad_tr17358_c2_g2_i1.p1	Cyca_DN27500_c0_g1_i1.p1
OG0003248	Shad_tr13083_c0_g1_i3.p1	Cyca_DN26308_c0_g1_i1.p1
OG0003249	Shad_tr5870_c4_g1_i1.p1	Cyca_DN26706_c0_g1_i1.p1, Cyca_DN8520_c0_g1_i1.p1, Cyca_DN29095_c0_g1_i1.p1, Cyca_DN29095_c0_g2_i1.p1
OG0003251	Shad_tr185_c1_g1_i2.p1, Shad_tr71456_c0_g1_i1.p1, Shad_tr65640_c0_g1_i1.p1	Cyca_DN21968_c0_g1_i1.p1
OG0003253	Shad_tr1223_c0_g2_i1.p1	Cyca_DN32255_c0_g1_i1.p1
OG0003254	Shad_tr2337_c0_g1_i4.p1	Cyca_DN15426_c0_g1_i1.p1, Cyca_DN15941_c0_g1_i1.p1
OG0003255	Shad_tr41255_c0_g1_i1.p1, Shad_tr65765_c0_g1_i1.p1, Shad_tr39286_c0_g1_i1.p1, Shad_tr38873_c0_g1_i1.p1	Cyca_DN9239_c0_g1_i2.p1, Cyca_DN14660_c0_g1_i1.p1
OG0003257	Shad_tr8553_c0_g2_i11.p1	Cyca_DN13328_c0_g2_i2.p1, Cyca_DN13328_c0_g1_i1.p1
OG0003260	Shad_tr23673_c0_g1_i5.p1	Cyca_DN2534_c0_g1_i1.p1, Cyca_DN2534_c0_g4_i1.p1
OG0003261	Shad_tr6865_c0_g1_i1.p1	Cyca_DN4502_c0_g3_i1.p1, Cyca_DN4502_c0_g2_i3.p1, Cyca_DN4502_c0_g4_i1.p1
OG0003264	Shad_tr8787_c0_g1_i62.p1	Cyca_DN10168_c0_g2_i2.p1, Cyca_DN10168_c0_g1_i1.p1
OG0003265	Shad_tr1655_c0_g1_i21.p1	Cyca_DN1369_c0_g1_i2.p1, Cyca_DN5228_c0_g1_i2.p1
OG0003266	Shad_tr17003_c0_g3_i2.p1	Cyca_DN33754_c0_g1_i1.p1, Cyca_DN27681_c0_g1_i1.p1
OG0003267	Shad_tr16208_c0_g1_i9.p1	Cyca_DN32616_c0_g1_i1.p1, Cyca_DN13894_c0_g1_i1.p1
OG0003270	Shad_tr29123_c0_g1_i6.p1	Cyca_DN2114_c0_g2_i1.p1, Cyca_DN2114_c0_g1_i2.p1
OG0003272	Shad_tr1301_c1_g1_i6.p1	Cyca_DN18702_c0_g3_i1.p1, Cyca_DN18702_c0_g2_i1.p1, Cyca_DN18702_c0_g1_i1.p1
OG0003274	Shad_tr20905_c0_g1_i1.p1	Cyca_DN5195_c0_g2_i1.p1, Cyca_DN20869_c0_g1_i1.p1
OG0003276	Shad_tr16494_c0_g2_i2.p1	Cyca_DN4576_c0_g2_i1.p1, Cyca_DN13202_c0_g1_i1.p1, Cyca_DN4576_c0_g1_i2.p1
OG0003278	Shad_tr3764_c1_g1_i10.p1	Cyca_DN28755_c0_g2_i1.p1, Cyca_DN26448_c0_g1_i1.p1
OG0003280	Shad_tr40024_c0_g1_i7.p1	Cyca_DN13536_c0_g1_i1.p1
OG0003282	Shad_tr1061_c0_g2_i5.p1	Cyca_DN13927_c0_g2_i1.p1
OG0003283	Shad_tr5630_c1_g1_i2.p1	Cyca_DN28733_c0_g1_i3.p1
OG0003285	Shad_tr47038_c0_g1_i4.p1	Cyca_DN18338_c0_g1_i1.p1
OG0003287	Shad_tr12543_c0_g1_i3.p1	Cyca_DN8201_c0_g1_i4.p1
OG0003288	Shad_tr14720_c1_g1_i4.p1	Cyca_DN4674_c0_g2_i1.p1, Cyca_DN4674_c0_g1_i1.p1, Cyca_DN14839_c0_g1_i1.p1
OG0003290	Shad_tr58490_c0_g1_i5.p1	Cyca_DN24270_c0_g2_i1.p1, Cyca_DN14203_c0_g2_i2.p1
OG0003292	Shad_tr17716_c1_g3_i1.p1	Cyca_DN8483_c1_g1_i2.p1, Cyca_DN13969_c0_g1_i1.p1
OG0003298	Shad_tr4307_c3_g1_i1.p1	Cyca_DN16416_c0_g2_i1.p1, Cyca_DN16416_c0_g1_i1.p1
OG0003299	Shad_tr18995_c3_g1_i3.p1	Cyca_DN12912_c0_g3_i1.p1, Cyca_DN12912_c0_g2_i1.p1
OG0003300	Shad_tr2136_c1_g1_i3.p1, Shad_tr39322_c0_g1_i4.p1	Cyca_DN1519_c0_g1_i4.p1
OG0003302	Shad_tr33290_c0_g1_i4.p1	Cyca_DN14661_c0_g1_i1.p1, Cyca_DN11927_c0_g1_i1.p1, Cyca_DN14661_c0_g2_i1.p1
OG0003303	Shad_tr31276_c0_g1_i15.p1	Cyca_DN4508_c0_g2_i1.p1, Cyca_DN4508_c0_g1_i2.p1
OG0003304	Shad_tr4315_c5_g1_i2.p1	Cyca_DN1916_c0_g1_i1.p1
OG0003306	Shad_tr27373_c2_g1_i4.p1	Cyca_DN2810_c0_g1_i3.p1, Cyca_DN2810_c0_g2_i1.p1
OG0003307	Shad_tr2813_c2_g2_i2.p1	Cyca_DN18588_c0_g1_i1.p1, Cyca_DN17210_c0_g1_i1.p1, Cyca_DN26927_c0_g1_i1.p1, Cyca_DN26927_c0_g2_i1.p1
OG0003308	Shad_tr45010_c0_g1_i1.p1	Cyca_DN28459_c0_g3_i1.p1
OG0003308	Shad_tr867_c5_g1_i1.p1	Cyca_DN28459_c0_g1_i1.p1, Cyca_DN28459_c0_g2_i1.p1
OG0003309	Shad_tr39768_c0_g1_i2.p1	Cyca_DN13881_c0_g1_i1.p1, Cyca_DN13881_c0_g2_i1.p1
OG0003310	Shad_tr15287_c3_g2_i1.p1	Cyca_DN6967_c0_g1_i1.p1
OG0003310	Shad_tr5021_c1_g1_i11.p1	Cyca_DN15771_c0_g1_i1.p1
OG0003312	Shad_tr11121_c1_g1_i8.p1	Cyca_DN9780_c0_g1_i1.p1
OG0003314	Shad_tr8454_c1_g1_i10.p1	Cyca_DN31161_c0_g1_i1.p1
OG0003316	Shad_tr10819_c0_g1_i1.p1	Cyca_DN9092_c0_g2_i1.p1, Cyca_DN22002_c0_g1_i1.p1
OG0003317	Shad_tr460_c15_g1_i1.p1	Cyca_DN6491_c0_g1_i1.p1
OG0003318	Shad_tr101295_c0_g1_i1.p1	Cyca_DN18444_c0_g1_i1.p1, Cyca_DN29963_c0_g1_i1.p1
OG0003319	Shad_tr1019_c0_g3_i1.p1	Cyca_DN12218_c0_g1_i4.p1
OG0003321	Shad_tr32664_c0_g1_i1.p1	Cyca_DN28249_c0_g1_i1.p1
OG0003322	Shad_tr12232_c0_g2_i6.p1	Cyca_DN14069_c0_g1_i3.p1
OG0003323	Shad_tr9353_c3_g1_i1.p1	Cyca_DN726_c0_g1_i1.p1
OG0003325	Shad_tr17333_c0_g1_i3.p1	Cyca_DN19952_c0_g1_i2.p1, Cyca_DN32708_c0_g1_i1.p1
OG0003326	Shad_tr2227_c4_g1_i4.p1	Cyca_DN2824_c0_g1_i3.p1
OG0003327	Shad_tr8232_c1_g1_i5.p1, Shad_tr25686_c0_g1_i3.p1	Cyca_DN14561_c0_g1_i1.p1, Cyca_DN14561_c0_g2_i1.p1
OG0003328	Shad_tr12914_c0_g1_i3.p1	Cyca_DN24560_c0_g1_i1.p1
OG0003329	Shad_tr15215_c0_g1_i2.p1	Cyca_DN12637_c0_g1_i1.p1
OG0003331	Shad_tr33946_c0_g1_i5.p1	Cyca_DN19392_c0_g2_i1.p1
OG0003332	Shad_tr7661_c1_g1_i7.p1	Cyca_DN2326_c0_g1_i5.p1
OG0003333	Shad_tr1622_c0_g1_i5.p1	Cyca_DN9170_c0_g3_i2.p1, Cyca_DN9170_c0_g1_i1.p1, Cyca_DN14172_c0_g1_i1.p1
OG0003334	Shad_tr13150_c0_g1_i7.p1	Cyca_DN4169_c0_g1_i1.p1
OG0003335	Shad_tr1034_c1_g2_i1.p1	Cyca_DN29450_c0_g1_i1.p1, Cyca_DN10178_c0_g1_i1.p1
OG0003337	Shad_tr18873_c0_g2_i2.p1	Cyca_DN7381_c0_g1_i1.p1
OG0003338	Shad_tr7435_c0_g3_i3.p1	Cyca_DN2613_c0_g1_i1.p1
OG0003339	Shad_tr10587_c0_g1_i6.p1	Cyca_DN161_c0_g1_i2.p1
OG0003340	Shad_tr46084_c0_g1_i7.p1	Cyca_DN22748_c0_g1_i2.p1
OG0003341	Shad_tr3267_c0_g1_i1.p1	Cyca_DN12754_c0_g1_i1.p1
OG0003342	Shad_tr2142_c0_g1_i14.p1	Cyca_DN15335_c0_g1_i4.p1
OG0003344	Shad_tr9995_c0_g2_i5.p1	Cyca_DN21395_c0_g1_i1.p1
OG0003344	Shad_tr9995_c0_g4_i1.p1	Cyca_DN28516_c0_g1_i1.p1
OG0003348	Shad_tr23870_c0_g1_i4.p1	Cyca_DN625_c0_g1_i3.p1
OG0003349	Shad_tr57935_c0_g1_i8.p1	Cyca_DN1713_c0_g1_i2.p1, Cyca_DN8993_c0_g1_i1.p1, Cyca_DN1129_c0_g2_i1.p1
OG0003350	Shad_tr172_c0_g1_i1.p1	Cyca_DN2600_c0_g1_i1.p1
OG0003351	Shad_tr3631_c0_g1_i20.p1	Cyca_DN20976_c0_g1_i1.p1, Cyca_DN7756_c0_g1_i1.p1
OG0003353	Shad_tr40452_c0_g1_i2.p1	Cyca_DN4946_c0_g1_i1.p1
OG0003354	Shad_tr10963_c0_g2_i5.p1	Cyca_DN31972_c0_g1_i5.p1
OG0003355	Shad_tr15636_c0_g1_i1.p1	Cyca_DN4060_c0_g2_i1.p1, Cyca_DN4060_c0_g1_i1.p1, Cyca_DN1921_c0_g2_i2.p1
OG0003356	Shad_tr1163_c1_g1_i6.p1, Shad_tr10430_c1_g1_i3.p1	Cyca_DN5019_c0_g2_i1.p1
OG0003357	Shad_tr28630_c0_g1_i4.p1	Cyca_DN3432_c0_g1_i1.p1
OG0003358	Shad_tr36210_c1_g1_i6.p1	Cyca_DN1869_c0_g1_i3.p1, Cyca_DN18990_c0_g1_i2.p1
OG0003361	Shad_tr29540_c0_g1_i1.p1	Cyca_DN5600_c0_g1_i1.p1
OG0003362	Shad_tr30552_c0_g1_i5.p1	Cyca_DN4532_c0_g1_i1.p1
OG0003363	Shad_tr6239_c0_g1_i10.p1	Cyca_DN3073_c0_g1_i1.p1, Cyca_DN9736_c0_g1_i1.p1
OG0003365	Shad_tr28927_c0_g1_i2.p1	Cyca_DN12497_c0_g1_i1.p1
OG0003366	Shad_tr35803_c0_g1_i7.p1	Cyca_DN27559_c0_g1_i6.p1
OG0003367	Shad_tr24439_c0_g1_i2.p1	Cyca_DN9043_c0_g2_i1.p1, Cyca_DN9043_c0_g1_i1.p1, Cyca_DN20152_c0_g1_i1.p1
OG0003368	Shad_tr1427_c0_g1_i3.p1	Cyca_DN681_c0_g1_i2.p1
OG0003370	Shad_tr702_c1_g1_i1.p1, Shad_tr3848_c0_g1_i1.p1	Cyca_DN24887_c0_g1_i3.p1
OG0003371	Shad_tr3853_c0_g3_i1.p1	Cyca_DN2795_c0_g1_i1.p2
OG0003373	Shad_tr19080_c0_g2_i2.p1	Cyca_DN6082_c0_g1_i1.p1, Cyca_DN10388_c0_g1_i1.p1
OG0003376	Shad_tr8346_c3_g1_i1.p1, Shad_tr60449_c0_g2_i4.p1	Cyca_DN2778_c0_g1_i10.p1, Cyca_DN2778_c0_g2_i1.p1
OG0003377	Shad_tr2688_c0_g1_i22.p1	Cyca_DN12752_c0_g1_i1.p1, Cyca_DN9624_c0_g1_i1.p1
OG0003378	Shad_tr21570_c0_g1_i2.p1, Shad_tr3346_c3_g1_i4.p1	Cyca_DN6366_c0_g1_i1.p1
OG0003379	Shad_tr7626_c0_g1_i1.p1	Cyca_DN33435_c0_g1_i1.p1
OG0003380	Shad_tr62376_c0_g1_i1.p1	Cyca_DN975_c0_g1_i2.p1
OG0003382	Shad_tr28261_c0_g1_i3.p1	Cyca_DN5198_c0_g2_i2.p1
OG0003383	Shad_tr15152_c0_g1_i7.p1, Shad_tr11082_c0_g1_i30.p1	Cyca_DN8735_c0_g1_i1.p1, Cyca_DN7282_c0_g1_i1.p1
OG0003385	Shad_tr2403_c0_g1_i2.p1	Cyca_DN3718_c0_g1_i2.p1
OG0003387	Shad_tr14537_c0_g1_i2.p1	Cyca_DN14996_c0_g1_i2.p1
OG0003388	Shad_tr105619_c0_g1_i1.p1, Shad_tr19101_c0_g1_i4.p1	Cyca_DN2289_c1_g1_i4.p1, Cyca_DN2289_c0_g2_i1.p1
OG0003389	Shad_tr3493_c6_g1_i1.p1	Cyca_DN1299_c0_g1_i1.p1
OG0003390	Shad_tr13740_c0_g1_i4.p1	Cyca_DN11145_c0_g1_i1.p1, Cyca_DN9047_c0_g1_i1.p1
OG0003391	Shad_tr23834_c0_g2_i1.p1, Shad_tr23834_c0_g1_i10.p2	Cyca_DN3437_c0_g1_i1.p1
OG0003392	Shad_tr7659_c0_g1_i4.p1, Shad_tr5825_c0_g1_i6.p1	Cyca_DN31831_c0_g1_i1.p1
OG0003395	Shad_tr20314_c0_g1_i2.p1	Cyca_DN13286_c0_g2_i1.p1
OG0003396	Shad_tr759_c6_g1_i1.p1	Cyca_DN1731_c0_g2_i3.p1
OG0003397	Shad_tr35240_c0_g1_i3.p1	Cyca_DN10663_c0_g1_i1.p1
OG0003400	Shad_tr8517_c2_g1_i3.p1	Cyca_DN4421_c0_g1_i4.p1
OG0003404	Shad_tr2491_c0_g2_i1.p1	Cyca_DN29650_c0_g1_i1.p1, Cyca_DN4069_c0_g1_i2.p1
OG0003407	Shad_tr29992_c1_g2_i1.p1, Shad_tr29992_c1_g1_i1.p1	Cyca_DN5769_c0_g1_i1.p1, Cyca_DN5368_c0_g3_i1.p1
OG0003408	Shad_tr545_c0_g1_i16.p1	Cyca_DN27141_c0_g1_i1.p1
OG0003409	Shad_tr87062_c0_g1_i1.p1, Shad_tr7570_c1_g1_i1.p1	Cyca_DN31199_c0_g2_i1.p1
OG0003410	Shad_tr34574_c2_g1_i1.p1	Cyca_DN7345_c0_g1_i1.p2
OG0003412	Shad_tr1684_c1_g4_i1.p1	Cyca_DN13357_c0_g1_i3.p1
OG0003413	Shad_tr14822_c0_g1_i4.p1	Cyca_DN21977_c0_g1_i2.p1
OG0003414	Shad_tr9013_c6_g1_i1.p1, Shad_tr4120_c0_g1_i1.p1	Cyca_DN25456_c0_g3_i1.p1
OG0003415	Shad_tr30018_c0_g2_i1.p1	Cyca_DN1720_c0_g1_i7.p1
OG0003416	Shad_tr3506_c3_g1_i4.p1	Cyca_DN2797_c0_g1_i2.p1
OG0003421	Shad_tr32883_c0_g1_i1.p1	Cyca_DN2624_c0_g1_i1.p1
OG0003422	Shad_tr11786_c0_g1_i6.p1	Cyca_DN6566_c0_g1_i3.p1, Cyca_DN1886_c0_g1_i2.p1, Cyca_DN1886_c0_g2_i1.p1
OG0003424	Shad_tr16395_c0_g1_i5.p1	Cyca_DN12093_c0_g2_i1.p1
OG0003426	Shad_tr1438_c0_g1_i1.p1	Cyca_DN1738_c0_g1_i1.p1, Cyca_DN7262_c0_g1_i1.p1
OG0003428	Shad_tr34895_c0_g1_i1.p1	Cyca_DN2920_c0_g1_i4.p1
OG0003430	Shad_tr5990_c1_g1_i7.p1	Cyca_DN8395_c0_g1_i1.p1
OG0003431	Shad_tr14244_c1_g1_i1.p1	Cyca_DN219_c0_g1_i1.p1
OG0003432	Shad_tr5826_c0_g1_i2.p1, Shad_tr67192_c0_g1_i1.p1	Cyca_DN69_c0_g1_i2.p1
OG0003433	Shad_tr14518_c1_g1_i2.p1	Cyca_DN685_c0_g1_i1.p1
OG0003435	Shad_tr53540_c0_g4_i1.p1	Cyca_DN4451_c0_g1_i1.p1
OG0003436	Shad_tr26293_c0_g1_i2.p1	Cyca_DN304_c0_g1_i1.p1
OG0003438	Shad_tr17937_c0_g3_i2.p1	Cyca_DN11882_c0_g1_i2.p1, Cyca_DN15001_c0_g1_i1.p1
OG0003439	Shad_tr22922_c0_g1_i4.p1	Cyca_DN1571_c0_g1_i1.p1
OG0003441	Shad_tr23520_c0_g1_i2.p1	Cyca_DN1994_c0_g3_i1.p1
OG0003442	Shad_tr17172_c0_g1_i5.p1	Cyca_DN7743_c1_g1_i2.p1
OG0003443	Shad_tr24707_c0_g1_i4.p1	Cyca_DN1229_c0_g1_i2.p1, Cyca_DN1883_c0_g1_i3.p1
OG0003445	Shad_tr80450_c0_g1_i1.p1, Shad_tr714_c0_g1_i1.p1	Cyca_DN1199_c0_g1_i1.p1
OG0003448	Shad_tr150_c0_g1_i1.p1	Cyca_DN210_c0_g1_i3.p1
OG0003451	Shad_tr1427_c18_g1_i1.p1	Cyca_DN858_c0_g1_i2.p1
OG0003452	Shad_tr4600_c0_g2_i3.p1	Cyca_DN1121_c0_g1_i2.p1
OG0003453	Shad_tr66982_c0_g1_i1.p1	Cyca_DN3306_c0_g2_i1.p1
OG0003454	Shad_tr19071_c1_g1_i3.p1, Shad_tr12536_c0_g4_i1.p1	Cyca_DN21600_c0_g1_i2.p1
OG0003455	Shad_tr100254_c0_g1_i1.p1, Shad_tr44009_c0_g1_i1.p1	Cyca_DN8191_c0_g1_i1.p1
OG0003456	Shad_tr26495_c0_g1_i15.p1	Cyca_DN263_c0_g1_i2.p1
OG0003459	Shad_tr910_c4_g1_i1.p1	Cyca_DN2532_c0_g1_i1.p2
OG0003460	Shad_tr3667_c0_g1_i3.p1	Cyca_DN4213_c0_g1_i1.p1
OG0003466	Shad_tr1383_c0_g1_i2.p1	Cyca_DN787_c0_g1_i1.p1
OG0003467	Shad_tr36859_c1_g3_i1.p1, Shad_tr8003_c0_g1_i1.p1, Shad_tr2380_c1_g1_i16.p1, Shad_tr36859_c1_g1_i1.p1	Cyca_DN3247_c0_g1_i1.p1
OG0003470	Shad_tr8362_c0_g1_i9.p1	Cyca_DN10992_c0_g1_i1.p1
OG0003471	Shad_tr1792_c0_g1_i1.p1	Cyca_DN1822_c0_g1_i3.p1
OG0003472	Shad_tr4351_c2_g1_i2.p1	Cyca_DN15398_c0_g1_i1.p1
OG0003473	Shad_tr1139_c0_g2_i2.p1	Cyca_DN28_c0_g1_i1.p1, Cyca_DN840_c0_g1_i1.p1
OG0003476	Shad_tr16845_c0_g2_i1.p1	Cyca_DN9126_c0_g1_i1.p1, Cyca_DN11710_c0_g1_i1.p1
OG0003477	Shad_tr11919_c0_g1_i1.p1	Cyca_DN2046_c0_g1_i1.p1, Cyca_DN2589_c0_g1_i2.p1, Cyca_DN2582_c0_g1_i2.p1
OG0003478	Shad_tr108666_c0_g1_i1.p1	Cyca_DN15169_c0_g2_i1.p1
OG0003481	Shad_tr6811_c0_g1_i1.p2, Shad_tr115_c0_g1_i1.p1, Shad_tr6811_c2_g1_i1.p1	Cyca_DN2278_c0_g1_i5.p1
OG0003482	Shad_tr9463_c0_g1_i1.p1, Shad_tr85986_c0_g1_i1.p1	Cyca_DN6180_c0_g1_i1.p1
OG0003483	Shad_tr23428_c0_g1_i11.p1	Cyca_DN8335_c0_g2_i1.p1
