Orthogroup	Stichodactyla_haddoni_longest_pep	Chrysaora_fuscescens_longest_pep
OG0001044	Shad_tr5405_c6_g2_i1.p1	Chfu_DN84_c0_g1_i2.p1
OG0001045	Shad_tr1489_c0_g1_i5.p1, Shad_tr8563_c0_g1_i5.p1	Chfu_DN1500_c0_g1_i1.p1
OG0001047	Shad_tr5419_c2_g1_i1.p1	Chfu_DN17617_c0_g1_i1.p1, Chfu_DN13946_c0_g1_i1.p1, Chfu_DN17493_c0_g1_i1.p1
OG0001048	Shad_tr13850_c0_g1_i1.p1	Chfu_DN15416_c0_g1_i1.p1
OG0001049	Shad_tr1600_c0_g1_i11.p1, Shad_tr36214_c0_g1_i5.p1	Chfu_DN12517_c0_g5_i1.p1, Chfu_DN12517_c0_g2_i1.p1, Chfu_DN12517_c0_g4_i1.p1, Chfu_DN12517_c0_g3_i1.p1
OG0001051	Shad_tr1489_c15_g1_i2.p1	Chfu_DN1625_c0_g1_i1.p1
OG0001052	Shad_tr26194_c0_g1_i1.p1, Shad_tr40887_c0_g3_i1.p1	Chfu_DN6880_c0_g1_i1.p1
OG0001052	Shad_tr62185_c0_g1_i1.p1	Chfu_DN18533_c0_g1_i1.p1
OG0001053	Shad_tr3850_c1_g1_i13.p1, Shad_tr8466_c0_g2_i1.p1	Chfu_DN643_c0_g1_i1.p1
OG0001056	Shad_tr2419_c3_g1_i10.p1	Chfu_DN424_c0_g1_i2.p1
OG0001056	Shad_tr13979_c0_g1_i25.p1	Chfu_DN921_c0_g1_i2.p1
OG0001057	Shad_tr9683_c0_g1_i3.p1, Shad_tr3289_c0_g1_i3.p1	Chfu_DN292_c0_g1_i2.p1
OG0001060	Shad_tr289_c0_g3_i1.p1	Chfu_DN1495_c0_g1_i1.p1
OG0001065	Shad_tr7509_c0_g2_i3.p1	Chfu_DN7193_c0_g1_i1.p1
OG0001065	Shad_tr10634_c0_g2_i8.p1	Chfu_DN5364_c0_g1_i1.p1
OG0001066	Shad_tr23267_c0_g1_i1.p1, Shad_tr6533_c0_g1_i1.p1	Chfu_DN1907_c0_g1_i1.p1
OG0001068	Shad_tr15085_c0_g2_i1.p1, Shad_tr8847_c0_g1_i1.p1, Shad_tr33675_c0_g1_i1.p1	Chfu_DN17539_c0_g1_i1.p1
OG0001073	Shad_tr1527_c1_g1_i1.p1, Shad_tr70549_c0_g1_i1.p1	Chfu_DN703_c0_g1_i2.p1
OG0001079	Shad_tr33010_c0_g1_i1.p1, Shad_tr21114_c0_g1_i1.p1	Chfu_DN10322_c0_g2_i1.p1
OG0001081	Shad_tr23379_c0_g3_i1.p1, Shad_tr23379_c0_g2_i2.p1, Shad_tr8591_c3_g2_i1.p1, Shad_tr23379_c0_g1_i5.p1	Chfu_DN2229_c0_g1_i1.p2
OG0001083	Shad_tr91118_c0_g1_i1.p1, Shad_tr5743_c1_g1_i11.p1, Shad_tr1823_c1_g1_i10.p1	Chfu_DN4408_c0_g1_i2.p1
OG0001087	Shad_tr33029_c0_g1_i1.p1	Chfu_DN5901_c0_g1_i1.p1
OG0001090	Shad_tr100514_c0_g1_i1.p1, Shad_tr87734_c0_g1_i1.p1, Shad_tr89824_c0_g1_i1.p1	Chfu_DN60_c0_g1_i1.p1
OG0001092	Shad_tr157_c0_g1_i2.p1, Shad_tr103661_c0_g1_i1.p1, Shad_tr26523_c0_g1_i1.p1	Chfu_DN16506_c0_g1_i1.p1
OG0001094	Shad_tr2359_c0_g1_i5.p1	Chfu_DN5438_c0_g1_i1.p1, Chfu_DN7352_c0_g2_i1.p1, Chfu_DN7352_c0_g3_i1.p1, Chfu_DN7213_c0_g1_i1.p1, Chfu_DN7213_c0_g2_i1.p1
OG0001096	Shad_tr11932_c0_g1_i1.p1	Chfu_DN20103_c0_g1_i1.p1
OG0001097	Shad_tr7863_c0_g1_i1.p1	Chfu_DN8840_c0_g2_i1.p1
OG0001101	Shad_tr2547_c0_g1_i4.p1, Shad_tr84057_c0_g1_i1.p1, Shad_tr9176_c6_g1_i1.p1	Chfu_DN2122_c0_g1_i1.p1
OG0001105	Shad_tr8339_c0_g1_i3.p1	Chfu_DN5050_c0_g1_i1.p1, Chfu_DN8779_c0_g1_i1.p1
OG0001105	Shad_tr5730_c3_g1_i2.p1, Shad_tr4751_c0_g4_i1.p1	Chfu_DN16594_c0_g1_i1.p1
OG0001106	Shad_tr9579_c1_g1_i10.p1	Chfu_DN4855_c0_g1_i1.p1, Chfu_DN4855_c0_g2_i1.p1, Chfu_DN14837_c0_g2_i1.p1, Chfu_DN13012_c0_g2_i1.p1
OG0001108	Shad_tr32716_c0_g1_i3.p1	Chfu_DN3389_c0_g1_i5.p1
OG0001108	Shad_tr87292_c1_g1_i1.p1	Chfu_DN454_c0_g1_i1.p1
OG0001109	Shad_tr1763_c0_g1_i1.p1, Shad_tr658_c4_g1_i3.p1	Chfu_DN15192_c0_g1_i1.p1, Chfu_DN9214_c0_g1_i1.p1
OG0001111	Shad_tr1489_c8_g1_i1.p1, Shad_tr5081_c0_g1_i1.p1	Chfu_DN10300_c0_g1_i1.p1, Chfu_DN10624_c0_g1_i1.p1
OG0001113	Shad_tr1901_c0_g2_i1.p1	Chfu_DN3538_c0_g4_i1.p1, Chfu_DN3538_c0_g3_i1.p1
OG0001113	Shad_tr1783_c0_g1_i1.p1	Chfu_DN5460_c0_g1_i1.p1
OG0001118	Shad_tr13691_c0_g1_i12.p1	Chfu_DN6854_c0_g2_i1.p1
OG0001119	Shad_tr31185_c0_g1_i4.p1	Chfu_DN20029_c0_g1_i1.p1
OG0001121	Shad_tr7134_c6_g1_i2.p1	Chfu_DN4331_c0_g1_i1.p1
OG0001121	Shad_tr3065_c0_g1_i3.p1	Chfu_DN479_c0_g2_i1.p1
OG0001123	Shad_tr57438_c0_g1_i2.p1	Chfu_DN5309_c0_g1_i1.p1
OG0001124	Shad_tr10572_c0_g1_i6.p1	Chfu_DN14002_c0_g2_i1.p1
OG0001125	Shad_tr10672_c0_g1_i6.p1, Shad_tr56544_c0_g1_i1.p1	Chfu_DN5500_c0_g1_i2.p1, Chfu_DN474_c0_g1_i1.p1, Chfu_DN644_c0_g1_i1.p1, Chfu_DN1498_c0_g3_i1.p1, Chfu_DN1498_c0_g1_i4.p1
OG0001126	Shad_tr34145_c0_g1_i2.p1, Shad_tr1024_c0_g2_i1.p1	Chfu_DN16370_c0_g1_i1.p1, Chfu_DN11630_c0_g1_i1.p1, Chfu_DN9631_c0_g1_i1.p1
OG0001131	Shad_tr55406_c0_g2_i1.p1, Shad_tr62090_c0_g1_i1.p1	Chfu_DN2191_c0_g1_i1.p1, Chfu_DN2191_c0_g2_i1.p1
OG0001132	Shad_tr88793_c0_g1_i1.p1	Chfu_DN1410_c0_g1_i1.p1
OG0001133	Shad_tr95029_c0_g1_i1.p1, Shad_tr88396_c0_g1_i1.p1, Shad_tr21_c4_g1_i1.p1	Chfu_DN2461_c0_g1_i1.p1
OG0001135	Shad_tr34324_c0_g2_i1.p1, Shad_tr102698_c0_g1_i1.p1, Shad_tr71403_c0_g1_i1.p1, Shad_tr36767_c0_g1_i1.p1, Shad_tr34053_c0_g1_i1.p2	Chfu_DN11774_c0_g1_i1.p1
OG0001136	Shad_tr35795_c1_g1_i4.p1, Shad_tr23539_c0_g2_i1.p1, Shad_tr5959_c2_g1_i1.p1	Chfu_DN7680_c0_g1_i1.p1
OG0001141	Shad_tr20458_c0_g2_i1.p1, Shad_tr20458_c0_g1_i4.p1	Chfu_DN10971_c0_g1_i1.p1
OG0001155	Shad_tr13933_c0_g1_i4.p1	Chfu_DN14976_c0_g1_i2.p1
OG0001158	Shad_tr30191_c0_g1_i1.p1	Chfu_DN9451_c0_g4_i4.p1
OG0001158	Shad_tr39628_c0_g1_i1.p1, Shad_tr8762_c1_g1_i1.p1, Shad_tr58077_c0_g2_i1.p1, Shad_tr58077_c0_g1_i1.p1	Chfu_DN9451_c0_g2_i1.p1
OG0001159	Shad_tr5369_c0_g1_i15.p1	Chfu_DN10466_c0_g1_i1.p1
OG0001160	Shad_tr2027_c3_g1_i3.p1, Shad_tr17157_c1_g1_i2.p1	Chfu_DN8633_c0_g1_i1.p1, Chfu_DN8633_c0_g2_i1.p1, Chfu_DN11273_c0_g1_i1.p1
OG0001163	Shad_tr8916_c0_g1_i7.p1	Chfu_DN18347_c0_g1_i1.p1
OG0001163	Shad_tr37520_c1_g1_i5.p1	Chfu_DN18524_c0_g1_i1.p1
OG0001168	Shad_tr76254_c0_g1_i1.p1	Chfu_DN2934_c0_g1_i1.p1
OG0001169	Shad_tr7512_c0_g1_i4.p1	Chfu_DN5649_c0_g2_i1.p1
OG0001170	Shad_tr5233_c2_g1_i1.p1, Shad_tr10666_c3_g1_i4.p1	Chfu_DN9395_c0_g3_i1.p1
OG0001171	Shad_tr1464_c2_g1_i1.p1, Shad_tr10393_c0_g1_i10.p1	Chfu_DN5435_c0_g1_i1.p1, Chfu_DN2691_c0_g1_i1.p1
OG0001172	Shad_tr2878_c0_g1_i2.p1	Chfu_DN481_c0_g1_i3.p1
OG0001174	Shad_tr7466_c0_g1_i21.p1	Chfu_DN5668_c0_g1_i1.p1
OG0001174	Shad_tr41681_c0_g1_i10.p1	Chfu_DN7813_c0_g1_i1.p1
OG0001175	Shad_tr21_c3_g2_i1.p1	Chfu_DN13084_c0_g1_i2.p1
OG0001175	Shad_tr22382_c4_g1_i1.p1	Chfu_DN11888_c0_g1_i1.p1
OG0001180	Shad_tr34825_c0_g1_i2.p1	Chfu_DN10188_c3_g1_i1.p1, Chfu_DN1981_c0_g1_i2.p1, Chfu_DN6620_c0_g1_i1.p1, Chfu_DN17729_c0_g1_i1.p2
OG0001181	Shad_tr30117_c0_g2_i1.p1	Chfu_DN5591_c0_g1_i1.p1, Chfu_DN12291_c0_g1_i1.p1
OG0001183	Shad_tr8845_c1_g1_i14.p1	Chfu_DN5397_c0_g1_i1.p1
OG0001184	Shad_tr15412_c1_g1_i3.p1	Chfu_DN6749_c0_g1_i1.p1
OG0001186	Shad_tr34_c1_g1_i1.p1, Shad_tr47516_c0_g1_i1.p1	Chfu_DN237_c0_g1_i1.p1
OG0001187	Shad_tr2555_c4_g1_i3.p1, Shad_tr2948_c0_g1_i13.p1	Chfu_DN15808_c0_g1_i1.p1, Chfu_DN14070_c0_g1_i1.p1, Chfu_DN4921_c0_g1_i2.p1
OG0001189	Shad_tr61380_c0_g1_i1.p1, Shad_tr2197_c1_g1_i1.p1, Shad_tr44291_c0_g1_i1.p1, Shad_tr99835_c0_g1_i1.p1	Chfu_DN166_c0_g1_i1.p1
OG0001190	Shad_tr4438_c0_g1_i3.p1	Chfu_DN832_c0_g1_i1.p1
OG0001190	Shad_tr8857_c2_g1_i3.p1	Chfu_DN5552_c0_g2_i1.p1
OG0001193	Shad_tr5279_c0_g1_i1.p1	Chfu_DN15543_c0_g1_i1.p1
OG0001195	Shad_tr17507_c0_g1_i1.p1, Shad_tr92053_c0_g1_i1.p1	Chfu_DN19679_c0_g1_i1.p1
OG0001197	Shad_tr227_c1_g1_i1.p1, Shad_tr107495_c0_g1_i1.p1, Shad_tr38_c0_g1_i1.p1	Chfu_DN168_c0_g1_i1.p1
OG0001198	Shad_tr2721_c1_g1_i1.p1, Shad_tr68134_c0_g1_i1.p1	Chfu_DN242_c0_g1_i1.p1
OG0001200	Shad_tr1186_c0_g1_i3.p1, Shad_tr20546_c1_g2_i1.p1	Chfu_DN13238_c0_g1_i2.p1
OG0001201	Shad_tr779_c5_g1_i13.p1, Shad_tr517_c3_g1_i1.p1, Shad_tr30548_c0_g1_i1.p1	Chfu_DN1300_c0_g1_i1.p1
OG0001202	Shad_tr115120_c0_g1_i1.p1, Shad_tr4034_c2_g1_i1.p1, Shad_tr3401_c1_g1_i1.p1, Shad_tr2280_c2_g1_i11.p1	Chfu_DN16429_c0_g1_i1.p1
OG0001203	Shad_tr44892_c0_g1_i1.p1, Shad_tr1097_c0_g1_i1.p1, Shad_tr87065_c1_g1_i1.p1, Shad_tr59860_c0_g1_i1.p1	Chfu_DN1627_c0_g1_i1.p1
OG0001204	Shad_tr3617_c1_g1_i7.p1	Chfu_DN1493_c0_g1_i5.p1
OG0001204	Shad_tr3342_c0_g1_i26.p1	Chfu_DN7355_c1_g1_i3.p1
OG0001205	Shad_tr5653_c1_g1_i1.p1	Chfu_DN56_c0_g1_i1.p1
OG0001207	Shad_tr71154_c0_g1_i1.p1, Shad_tr84187_c0_g1_i1.p1, Shad_tr47657_c0_g1_i2.p1, Shad_tr11436_c0_g1_i3.p1, Shad_tr11436_c0_g2_i1.p1	Chfu_DN6575_c0_g1_i1.p1
OG0001208	Shad_tr13000_c1_g1_i2.p1	Chfu_DN19117_c0_g1_i1.p1
OG0001208	Shad_tr105368_c0_g1_i1.p1	Chfu_DN212_c0_g1_i1.p1
OG0001210	Shad_tr61771_c0_g1_i1.p1	Chfu_DN19126_c0_g1_i1.p1
OG0001215	Shad_tr13859_c3_g1_i2.p1, Shad_tr25752_c0_g1_i2.p1	Chfu_DN7250_c0_g1_i1.p1
OG0001217	Shad_tr11603_c1_g1_i1.p1	Chfu_DN1537_c0_g1_i1.p1
OG0001220	Shad_tr16869_c0_g1_i6.p1, Shad_tr13422_c2_g1_i2.p1	Chfu_DN92_c0_g1_i1.p1
OG0001222	Shad_tr5985_c0_g3_i4.p1	Chfu_DN19118_c0_g1_i1.p1, Chfu_DN18306_c0_g1_i1.p1
OG0001229	Shad_tr7988_c0_g1_i12.p1	Chfu_DN7685_c0_g1_i1.p1
OG0001230	Shad_tr1065_c0_g1_i1.p1	Chfu_DN3292_c0_g1_i1.p1
OG0001231	Shad_tr7175_c0_g1_i3.p1	Chfu_DN2940_c0_g3_i1.p1, Chfu_DN2940_c0_g1_i1.p1
OG0001232	Shad_tr951_c0_g1_i51.p1	Chfu_DN2253_c0_g1_i1.p1
OG0001235	Shad_tr9402_c0_g1_i12.p1, Shad_tr8758_c0_g1_i6.p1	Chfu_DN5667_c0_g1_i1.p1, Chfu_DN8370_c0_g1_i1.p1
OG0001237	Shad_tr3493_c1_g2_i2.p1, Shad_tr59819_c0_g1_i1.p1, Shad_tr10928_c0_g2_i6.p1	Chfu_DN3756_c0_g3_i1.p1, Chfu_DN3998_c0_g2_i1.p1, Chfu_DN3998_c0_g1_i1.p1
OG0001238	Shad_tr22169_c0_g1_i1.p1, Shad_tr32792_c1_g1_i3.p1, Shad_tr16308_c0_g1_i2.p1	Chfu_DN2040_c0_g1_i1.p1
OG0001239	Shad_tr15816_c0_g1_i1.p1	Chfu_DN7964_c0_g2_i1.p1, Chfu_DN17529_c0_g1_i1.p1
OG0001239	Shad_tr32676_c1_g1_i2.p1	Chfu_DN2978_c0_g1_i1.p1
OG0001241	Shad_tr17413_c0_g1_i10.p1	Chfu_DN407_c0_g1_i2.p1
OG0001241	Shad_tr70069_c0_g1_i1.p1	Chfu_DN8733_c0_g1_i1.p1
OG0001242	Shad_tr591_c1_g2_i4.p1	Chfu_DN2221_c0_g1_i1.p1
OG0001242	Shad_tr3588_c0_g1_i1.p1	Chfu_DN2542_c0_g1_i8.p1
OG0001246	Shad_tr18173_c0_g1_i3.p1	Chfu_DN20034_c0_g1_i1.p1
OG0001246	Shad_tr9353_c2_g1_i2.p1	Chfu_DN4193_c0_g1_i1.p1
OG0001248	Shad_tr5900_c1_g1_i1.p1	Chfu_DN760_c0_g1_i1.p1
OG0001248	Shad_tr91587_c0_g1_i1.p1	Chfu_DN5964_c0_g1_i2.p1
OG0001250	Shad_tr40381_c0_g1_i7.p1, Shad_tr3085_c0_g1_i3.p1	Chfu_DN15719_c0_g1_i1.p1
OG0001251	Shad_tr4949_c3_g1_i4.p1	Chfu_DN9604_c0_g1_i1.p1
OG0001251	Shad_tr1134_c0_g1_i2.p1	Chfu_DN3870_c0_g1_i1.p1, Chfu_DN3870_c0_g2_i1.p1
OG0001255	Shad_tr10186_c0_g1_i33.p1	Chfu_DN19903_c0_g1_i1.p1
OG0001256	Shad_tr27826_c0_g1_i1.p1	Chfu_DN4328_c0_g3_i2.p1, Chfu_DN4328_c0_g2_i1.p1
OG0001256	Shad_tr31624_c0_g1_i4.p1	Chfu_DN13892_c0_g1_i1.p1
OG0001257	Shad_tr46313_c1_g1_i9.p1	Chfu_DN2905_c0_g1_i1.p1
OG0001258	Shad_tr36224_c2_g1_i2.p1, Shad_tr57823_c0_g1_i1.p1	Chfu_DN9657_c0_g2_i1.p1, Chfu_DN8524_c0_g2_i1.p1, Chfu_DN8524_c0_g1_i1.p1
OG0001259	Shad_tr6514_c0_g1_i8.p1	Chfu_DN2602_c0_g2_i1.p1, Chfu_DN2602_c0_g1_i1.p1
OG0001259	Shad_tr10878_c1_g1_i2.p2	Chfu_DN4524_c0_g2_i1.p1
OG0001263	Shad_tr60338_c0_g1_i1.p1, Shad_tr31872_c0_g1_i1.p1	Chfu_DN7609_c0_g2_i1.p1, Chfu_DN7609_c0_g1_i1.p1
OG0001265	Shad_tr63157_c0_g1_i1.p1, Shad_tr26905_c0_g3_i2.p1	Chfu_DN5770_c0_g2_i1.p1
OG0001266	Shad_tr61452_c0_g1_i1.p1	Chfu_DN17167_c0_g1_i1.p1
OG0001272	Shad_tr15978_c0_g2_i1.p1	Chfu_DN6278_c0_g1_i1.p1
OG0001272	Shad_tr14331_c0_g1_i1.p1	Chfu_DN2410_c0_g1_i1.p1
OG0001273	Shad_tr77115_c0_g1_i1.p1, Shad_tr70441_c0_g1_i1.p1	Chfu_DN19301_c0_g1_i1.p1
OG0001274	Shad_tr81039_c0_g1_i1.p1, Shad_tr26010_c0_g2_i4.p1	Chfu_DN3305_c0_g1_i2.p1
OG0001276	Shad_tr24465_c1_g1_i1.p1	Chfu_DN606_c0_g1_i1.p1
OG0001276	Shad_tr7921_c0_g1_i7.p1	Chfu_DN2197_c0_g1_i1.p1, Chfu_DN13454_c0_g1_i1.p1
OG0001279	Shad_tr94906_c0_g1_i1.p1, Shad_tr10278_c3_g1_i1.p1	Chfu_DN2015_c0_g1_i1.p1
OG0001280	Shad_tr15457_c0_g1_i1.p1	Chfu_DN10476_c0_g3_i1.p1, Chfu_DN10476_c0_g1_i1.p1
OG0001280	Shad_tr2403_c4_g1_i1.p1	Chfu_DN13532_c0_g1_i1.p1
OG0001281	Shad_tr18529_c1_g1_i3.p1	Chfu_DN8609_c0_g1_i1.p1
OG0001282	Shad_tr23151_c0_g1_i1.p1, Shad_tr30_c1_g1_i1.p1	Chfu_DN19115_c0_g1_i1.p1
OG0001283	Shad_tr18435_c6_g1_i1.p1, Shad_tr7975_c0_g2_i1.p1	Chfu_DN11466_c0_g1_i1.p1
OG0001284	Shad_tr26815_c3_g1_i1.p2, Shad_tr22377_c0_g1_i1.p1, Shad_tr34761_c0_g1_i1.p1	Chfu_DN3212_c0_g1_i1.p1, Chfu_DN16656_c0_g1_i1.p1
OG0001285	Shad_tr6417_c0_g1_i1.p1, Shad_tr20890_c0_g1_i6.p1	Chfu_DN9014_c0_g1_i1.p1
OG0001286	Shad_tr8795_c0_g1_i1.p1, Shad_tr12305_c0_g1_i2.p1	Chfu_DN1569_c0_g1_i2.p1
OG0001290	Shad_tr88904_c0_g1_i1.p1, Shad_tr37132_c0_g1_i1.p1	Chfu_DN17151_c0_g1_i1.p1
OG0001293	Shad_tr106464_c0_g1_i1.p1	Chfu_DN19477_c0_g1_i1.p1, Chfu_DN19496_c0_g1_i1.p1
OG0001295	Shad_tr194_c3_g1_i1.p1, Shad_tr61962_c0_g1_i1.p1	Chfu_DN51_c0_g1_i1.p1
OG0001296	Shad_tr30955_c0_g1_i2.p1	Chfu_DN6438_c0_g2_i1.p1
OG0001298	Shad_tr4468_c0_g2_i3.p1, Shad_tr13494_c1_g2_i1.p1, Shad_tr13494_c0_g1_i12.p1, Shad_tr13494_c1_g1_i4.p1	Chfu_DN6178_c0_g2_i1.p1
OG0001300	Shad_tr1026_c1_g1_i1.p1, Shad_tr10872_c0_g2_i1.p1, Shad_tr10872_c0_g1_i1.p1, Shad_tr21526_c5_g1_i1.p1, Shad_tr86095_c0_g1_i1.p1	Chfu_DN13976_c0_g2_i1.p1
OG0001307	Shad_tr13320_c1_g2_i2.p1, Shad_tr110235_c0_g1_i1.p1	Chfu_DN8217_c0_g1_i1.p1
OG0001308	Shad_tr5632_c0_g2_i5.p1	Chfu_DN12126_c0_g1_i1.p1
OG0001310	Shad_tr54722_c0_g1_i2.p1	Chfu_DN14204_c0_g1_i1.p1, Chfu_DN10263_c0_g1_i1.p1, Chfu_DN16305_c0_g1_i1.p1, Chfu_DN17523_c0_g1_i1.p1
OG0001312	Shad_tr17297_c0_g1_i2.p1	Chfu_DN16812_c0_g1_i1.p1
OG0001313	Shad_tr15178_c0_g1_i22.p1, Shad_tr11758_c0_g1_i14.p1	Chfu_DN13693_c0_g1_i1.p1
OG0001314	Shad_tr6889_c0_g1_i27.p1	Chfu_DN20134_c0_g1_i1.p1, Chfu_DN5773_c0_g2_i1.p1, Chfu_DN7202_c0_g1_i1.p1
OG0001316	Shad_tr1402_c2_g4_i2.p1	Chfu_DN5646_c0_g1_i1.p1, Chfu_DN785_c0_g1_i2.p1
OG0001317	Shad_tr3982_c3_g1_i2.p1	Chfu_DN6683_c0_g1_i2.p1
OG0001317	Shad_tr23590_c0_g2_i3.p1	Chfu_DN10402_c0_g2_i1.p1
OG0001318	Shad_tr112487_c0_g1_i1.p1, Shad_tr101231_c0_g1_i1.p1, Shad_tr48193_c0_g2_i2.p1	Chfu_DN406_c0_g1_i1.p1
OG0001320	Shad_tr90728_c0_g1_i1.p1, Shad_tr4159_c0_g1_i2.p1	Chfu_DN19573_c0_g1_i1.p1
OG0001323	Shad_tr1477_c3_g1_i1.p1, Shad_tr428_c2_g1_i2.p1	Chfu_DN1859_c0_g1_i1.p1, Chfu_DN18283_c0_g1_i1.p1
OG0001324	Shad_tr3285_c3_g2_i2.p1	Chfu_DN19879_c0_g1_i1.p1
OG0001324	Shad_tr7009_c2_g1_i3.p1	Chfu_DN10372_c0_g1_i1.p1
OG0001325	Shad_tr108780_c0_g1_i1.p1, Shad_tr443_c0_g3_i1.p1, Shad_tr5404_c0_g1_i3.p1	Chfu_DN5198_c0_g1_i1.p1
OG0001326	Shad_tr35170_c0_g1_i3.p1	Chfu_DN18127_c0_g1_i1.p1
OG0001327	Shad_tr2097_c0_g1_i66.p1	Chfu_DN198_c0_g1_i1.p1
OG0001328	Shad_tr11111_c3_g1_i2.p1	Chfu_DN2700_c0_g1_i2.p1
OG0001332	Shad_tr2027_c0_g2_i7.p1	Chfu_DN16438_c0_g1_i1.p1
OG0001334	Shad_tr1001_c1_g1_i1.p1, Shad_tr8447_c2_g1_i1.p1	Chfu_DN16463_c0_g1_i1.p1
OG0001335	Shad_tr60926_c0_g1_i2.p1, Shad_tr89_c0_g2_i1.p1, Shad_tr112058_c0_g1_i1.p1	Chfu_DN19572_c0_g1_i1.p1
OG0001336	Shad_tr95110_c0_g1_i1.p1	Chfu_DN2477_c0_g1_i1.p1
OG0001338	Shad_tr3066_c0_g1_i18.p1	Chfu_DN1384_c0_g2_i1.p1
OG0001339	Shad_tr94412_c0_g1_i1.p1, Shad_tr14072_c0_g1_i1.p1	Chfu_DN16711_c0_g1_i1.p1
OG0001340	Shad_tr11473_c0_g1_i11.p1, Shad_tr21987_c0_g1_i1.p1, Shad_tr6243_c4_g1_i9.p1	Chfu_DN7862_c0_g1_i1.p1
OG0001341	Shad_tr3320_c1_g1_i1.p1	Chfu_DN484_c0_g1_i1.p1
OG0001344	Shad_tr1464_c0_g2_i15.p1	Chfu_DN2394_c0_g1_i1.p1
OG0001345	Shad_tr6245_c0_g1_i1.p1, Shad_tr238_c10_g1_i1.p1	Chfu_DN8833_c0_g1_i1.p1
OG0001351	Shad_tr53203_c0_g1_i2.p1, Shad_tr3023_c9_g1_i1.p1	Chfu_DN3299_c0_g1_i1.p1
OG0001358	Shad_tr82314_c0_g1_i1.p1	Chfu_DN14377_c0_g1_i1.p1, Chfu_DN13220_c0_g1_i1.p1, Chfu_DN19637_c0_g1_i1.p1, Chfu_DN1383_c0_g3_i1.p1
OG0001359	Shad_tr24630_c0_g1_i5.p1	Chfu_DN2353_c0_g2_i1.p1
OG0001359	Shad_tr14857_c0_g2_i12.p1	Chfu_DN1874_c0_g1_i1.p1
OG0001364	Shad_tr4118_c0_g2_i2.p1, Shad_tr2493_c0_g1_i17.p1	Chfu_DN507_c0_g1_i5.p1
OG0001365	Shad_tr2380_c0_g1_i10.p1, Shad_tr11721_c1_g1_i1.p1	Chfu_DN1937_c0_g1_i6.p1, Chfu_DN486_c0_g2_i7.p1
OG0001367	Shad_tr38327_c0_g1_i4.p1	Chfu_DN10204_c0_g1_i1.p1
OG0001368	Shad_tr53608_c0_g1_i3.p1, Shad_tr51726_c0_g1_i1.p1, Shad_tr76668_c0_g1_i1.p1	Chfu_DN8836_c0_g1_i3.p1
OG0001369	Shad_tr4248_c0_g1_i16.p1	Chfu_DN7278_c0_g1_i1.p1
OG0001371	Shad_tr29343_c1_g1_i1.p1	Chfu_DN4479_c0_g1_i2.p1, Chfu_DN4479_c0_g2_i1.p1, Chfu_DN12918_c0_g1_i1.p1
OG0001373	Shad_tr27244_c0_g1_i34.p1	Chfu_DN12476_c0_g2_i1.p1, Chfu_DN17959_c0_g1_i1.p1, Chfu_DN4483_c0_g1_i1.p1
OG0001374	Shad_tr96212_c0_g1_i1.p1, Shad_tr62455_c0_g1_i1.p1	Chfu_DN7733_c0_g4_i1.p1
OG0001374	Shad_tr71466_c0_g1_i1.p1	Chfu_DN7733_c0_g3_i1.p1
OG0001378	Shad_tr4066_c1_g2_i9.p1, Shad_tr2497_c1_g1_i1.p1	Chfu_DN8599_c0_g1_i2.p1
OG0001379	Shad_tr443_c2_g1_i1.p1, Shad_tr55955_c0_g1_i1.p1, Shad_tr106222_c0_g1_i1.p1	Chfu_DN233_c0_g1_i2.p1
OG0001380	Shad_tr5122_c1_g1_i2.p1	Chfu_DN2616_c0_g1_i9.p1
OG0001382	Shad_tr19284_c0_g1_i32.p1	Chfu_DN3467_c0_g1_i3.p1, Chfu_DN1938_c0_g1_i1.p1, Chfu_DN3467_c0_g2_i1.p1, Chfu_DN1784_c0_g1_i1.p1
OG0001383	Shad_tr15252_c1_g1_i5.p1, Shad_tr5379_c0_g2_i1.p1	Chfu_DN19997_c0_g1_i1.p1
OG0001384	Shad_tr29630_c0_g1_i3.p1, Shad_tr48726_c0_g2_i1.p1, Shad_tr1062_c3_g2_i4.p1	Chfu_DN4901_c0_g1_i1.p1, Chfu_DN2766_c0_g1_i1.p1, Chfu_DN9616_c0_g1_i1.p1
OG0001385	Shad_tr10096_c0_g1_i1.p1, Shad_tr3198_c4_g1_i4.p1	Chfu_DN13648_c0_g1_i1.p1
OG0001386	Shad_tr30342_c0_g1_i3.p1, Shad_tr3501_c0_g1_i11.p1	Chfu_DN9624_c0_g1_i1.p1
OG0001394	Shad_tr226_c9_g1_i9.p1, Shad_tr22930_c0_g1_i16.p1	Chfu_DN7058_c0_g1_i1.p1
OG0001396	Shad_tr8068_c2_g2_i1.p1, Shad_tr143_c1_g1_i9.p1	Chfu_DN8897_c0_g1_i1.p1
OG0001397	Shad_tr928_c0_g1_i3.p1	Chfu_DN1085_c0_g1_i1.p1
OG0001397	Shad_tr27261_c1_g1_i1.p1	Chfu_DN19097_c0_g1_i1.p1
OG0001399	Shad_tr5949_c1_g1_i1.p1	Chfu_DN9011_c0_g2_i1.p1, Chfu_DN9011_c0_g1_i1.p1
OG0001400	Shad_tr6256_c1_g1_i7.p1	Chfu_DN15796_c0_g1_i1.p1
