Orthogroup	Stichodactyla_haddoni_longest_pep	Heteractis_crispa_longest_pep
OG0000146	Shad_tr29873_c0_g1_i2.p1	Hcri_tr76068_c0_g1_i1.p1
OG0000146	Shad_tr28184_c0_g1_i14.p1	Hcri_tr21396_c1_g1_i1.p1
OG0000147	Shad_tr1000_c0_g1_i4.p1	Hcri_tr8455_c0_g1_i7.p1
OG0000147	Shad_tr28634_c0_g2_i23.p1	Hcri_tr40527_c0_g1_i8.p1
OG0000147	Shad_tr1019_c3_g1_i8.p1	Hcri_tr8133_c0_g1_i1.p1
OG0000148	Shad_tr54082_c0_g2_i1.p1, Shad_tr54082_c0_g1_i1.p1	Hcri_tr87154_c0_g1_i1.p1
OG0000148	Shad_tr28566_c0_g1_i1.p1	Hcri_tr2760_c0_g1_i2.p1
OG0000148	Shad_tr6311_c0_g1_i5.p1	Hcri_tr31546_c0_g1_i1.p1, Hcri_tr32015_c0_g1_i1.p1
OG0000149	Shad_tr15476_c0_g1_i1.p1	Hcri_tr59853_c0_g1_i1.p1
OG0000149	Shad_tr14988_c0_g1_i14.p1	Hcri_tr26407_c0_g1_i2.p1
OG0000149	Shad_tr11762_c1_g1_i6.p1	Hcri_tr4561_c0_g1_i1.p1
OG0000149	Shad_tr886_c1_g1_i10.p1	Hcri_tr21511_c1_g2_i2.p1
OG0000149	Shad_tr3057_c0_g3_i2.p1	Hcri_tr845_c10_g1_i1.p1
OG0000149	Shad_tr1026_c0_g1_i10.p1	Hcri_tr9968_c0_g1_i1.p1, Hcri_tr6294_c0_g1_i10.p1
OG0000149	Shad_tr7624_c0_g1_i1.p1, Shad_tr26608_c0_g1_i2.p1	Hcri_tr8589_c0_g1_i3.p1
OG0000150	Shad_tr21821_c1_g4_i1.p1	Hcri_tr27699_c0_g1_i1.p1
OG0000150	Shad_tr59335_c0_g1_i2.p1	Hcri_tr31680_c0_g2_i1.p1
OG0000150	Shad_tr49548_c0_g1_i1.p1	Hcri_tr68364_c0_g1_i1.p1
OG0000150	Shad_tr103915_c0_g1_i1.p1	Hcri_tr38003_c0_g1_i1.p1
OG0000150	Shad_tr74154_c0_g1_i1.p1	Hcri_tr33619_c1_g1_i1.p1
OG0000151	Shad_tr74894_c0_g1_i1.p1	Hcri_tr29097_c0_g1_i1.p1
OG0000151	Shad_tr12591_c5_g1_i1.p1	Hcri_tr11028_c0_g1_i3.p1
OG0000151	Shad_tr84658_c0_g1_i1.p1, Shad_tr2647_c0_g1_i2.p1, Shad_tr2647_c0_g2_i1.p1, Shad_tr2647_c0_g3_i1.p2	Hcri_tr30938_c0_g2_i3.p1
OG0000151	Shad_tr28202_c1_g1_i1.p1	Hcri_tr22102_c0_g1_i2.p1
OG0000152	Shad_tr31839_c1_g1_i1.p1	Hcri_tr15740_c1_g1_i3.p1, Hcri_tr21442_c0_g2_i2.p1
OG0000152	Shad_tr10972_c0_g1_i13.p1	Hcri_tr1774_c0_g1_i17.p1
OG0000153	Shad_tr1282_c1_g1_i6.p1	Hcri_tr73724_c0_g1_i1.p1
OG0000153	Shad_tr103322_c0_g1_i1.p1	Hcri_tr40244_c0_g1_i1.p1
OG0000153	Shad_tr84135_c0_g1_i1.p1	Hcri_tr45007_c0_g2_i1.p1
OG0000153	Shad_tr32436_c0_g3_i1.p2	Hcri_tr26598_c4_g1_i1.p1
OG0000154	Shad_tr31082_c0_g1_i3.p1, Shad_tr30685_c0_g1_i1.p2	Hcri_tr1781_c0_g3_i3.p1
OG0000154	Shad_tr30685_c0_g2_i2.p2	Hcri_tr30174_c0_g1_i1.p1
OG0000154	Shad_tr23190_c0_g1_i1.p2	Hcri_tr13710_c0_g2_i6.p1
OG0000155	Shad_tr8623_c0_g1_i10.p1	Hcri_tr7364_c1_g4_i2.p1
OG0000155	Shad_tr11709_c0_g1_i1.p1, Shad_tr11709_c0_g2_i1.p1	Hcri_tr14129_c0_g1_i9.p1
OG0000155	Shad_tr41699_c0_g2_i1.p1	Hcri_tr92000_c0_g1_i1.p1, Hcri_tr17334_c0_g1_i1.p1
OG0000156	Shad_tr1090_c1_g1_i2.p1	Hcri_tr13787_c0_g1_i1.p1
OG0000156	Shad_tr5175_c0_g1_i12.p1	Hcri_tr2008_c0_g1_i1.p1
OG0000156	Shad_tr15357_c2_g1_i2.p1	Hcri_tr17631_c0_g1_i2.p1
OG0000156	Shad_tr34084_c0_g1_i2.p1	Hcri_tr15434_c0_g1_i1.p1
OG0000156	Shad_tr23024_c1_g1_i3.p1	Hcri_tr33806_c1_g1_i2.p1
OG0000156	Shad_tr23275_c0_g1_i14.p1	Hcri_tr4486_c0_g2_i2.p1
OG0000157	Shad_tr24325_c1_g1_i4.p1	Hcri_tr6872_c1_g1_i1.p1
OG0000157	Shad_tr7357_c0_g1_i2.p1	Hcri_tr11603_c1_g1_i4.p1
OG0000157	Shad_tr3726_c1_g1_i8.p1	Hcri_tr4287_c1_g1_i2.p1
OG0000157	Shad_tr62536_c0_g1_i1.p1	Hcri_tr4543_c0_g1_i2.p1
OG0000157	Shad_tr12189_c0_g1_i10.p1	Hcri_tr31731_c0_g1_i1.p1
OG0000157	Shad_tr14964_c0_g1_i3.p1	Hcri_tr3513_c0_g2_i1.p1
OG0000158	Shad_tr5406_c0_g2_i1.p1	Hcri_tr19432_c0_g2_i2.p1
OG0000158	Shad_tr27039_c0_g3_i1.p1	Hcri_tr1652_c1_g1_i5.p1
OG0000158	Shad_tr81456_c0_g1_i1.p1, Shad_tr57_c9_g1_i2.p1, Shad_tr45016_c0_g3_i2.p1	Hcri_tr6977_c1_g1_i1.p1
OG0000158	Shad_tr45016_c0_g1_i5.p1, Shad_tr1953_c0_g2_i6.p1	Hcri_tr7535_c0_g1_i1.p1
OG0000159	Shad_tr3696_c0_g1_i20.p1	Hcri_tr787_c1_g1_i1.p1, Hcri_tr87749_c0_g1_i1.p1
OG0000159	Shad_tr92856_c0_g1_i1.p1	Hcri_tr59887_c0_g1_i1.p1
OG0000160	Shad_tr8961_c0_g1_i16.p1	Hcri_tr24013_c0_g1_i1.p1
OG0000160	Shad_tr8961_c1_g1_i1.p1	Hcri_tr41_c0_g1_i3.p1
OG0000160	Shad_tr24058_c0_g1_i1.p1	Hcri_tr30353_c1_g1_i1.p1
OG0000160	Shad_tr49167_c0_g1_i1.p1	Hcri_tr91119_c0_g1_i1.p1
OG0000160	Shad_tr14993_c1_g2_i1.p1, Shad_tr398_c2_g1_i2.p1	Hcri_tr73470_c0_g1_i1.p1
OG0000160	Shad_tr3792_c0_g1_i1.p1	Hcri_tr7328_c0_g1_i1.p1
OG0000161	Shad_tr14609_c0_g1_i14.p1	Hcri_tr17509_c0_g1_i3.p1
OG0000162	Shad_tr8757_c1_g1_i14.p1	Hcri_tr8509_c1_g1_i15.p1
OG0000162	Shad_tr15355_c0_g1_i1.p1	Hcri_tr24105_c0_g1_i1.p1
OG0000162	Shad_tr19156_c1_g1_i1.p1	Hcri_tr8697_c0_g1_i12.p1
OG0000162	Shad_tr2557_c0_g1_i14.p1	Hcri_tr65810_c0_g1_i1.p1, Hcri_tr8646_c0_g1_i2.p1
OG0000162	Shad_tr4202_c0_g1_i5.p1, Shad_tr18668_c0_g1_i7.p1, Shad_tr28335_c0_g1_i1.p1	Hcri_tr4383_c0_g1_i1.p1
OG0000163	Shad_tr8941_c0_g1_i1.p1	Hcri_tr18691_c0_g1_i1.p1
OG0000163	Shad_tr2806_c0_g1_i14.p1	Hcri_tr9118_c0_g1_i20.p1
OG0000163	Shad_tr8566_c0_g1_i7.p1	Hcri_tr26412_c0_g1_i1.p1
OG0000163	Shad_tr4385_c0_g1_i4.p1	Hcri_tr25843_c0_g1_i8.p1
OG0000163	Shad_tr2806_c1_g1_i12.p1	Hcri_tr8493_c1_g1_i4.p1
OG0000164	Shad_tr22405_c0_g1_i2.p1	Hcri_tr81620_c0_g1_i1.p1
OG0000164	Shad_tr2664_c3_g1_i10.p1	Hcri_tr12138_c1_g2_i1.p1
OG0000164	Shad_tr9431_c0_g1_i6.p1	Hcri_tr19507_c0_g1_i3.p1
OG0000164	Shad_tr2664_c5_g1_i2.p1	Hcri_tr14058_c1_g1_i6.p1
OG0000164	Shad_tr14222_c0_g2_i1.p1	Hcri_tr7720_c0_g2_i7.p1
OG0000165	Shad_tr508_c1_g2_i4.p1	Hcri_tr1169_c0_g3_i2.p1, Hcri_tr38504_c0_g1_i1.p1, Hcri_tr373_c10_g1_i1.p1, Hcri_tr23691_c0_g1_i1.p1
OG0000165	Shad_tr93867_c0_g1_i1.p1	Hcri_tr373_c3_g1_i1.p1
OG0000165	Shad_tr37049_c0_g1_i3.p1, Shad_tr114518_c0_g1_i1.p1	Hcri_tr1080_c1_g1_i1.p1
OG0000165	Shad_tr10048_c2_g1_i2.p1	Hcri_tr1169_c0_g2_i1.p1
OG0000166	Shad_tr7368_c0_g1_i2.p1	Hcri_tr16350_c1_g3_i1.p1
OG0000166	Shad_tr24612_c0_g1_i3.p1	Hcri_tr33181_c0_g1_i1.p1, Hcri_tr14506_c0_g2_i1.p1
OG0000166	Shad_tr21918_c0_g1_i1.p1	Hcri_tr35430_c0_g1_i3.p1
OG0000166	Shad_tr9952_c0_g1_i8.p1	Hcri_tr4859_c0_g1_i2.p1, Hcri_tr4859_c0_g2_i1.p1
OG0000168	Shad_tr53785_c0_g1_i3.p1	Hcri_tr14238_c0_g1_i15.p1, Hcri_tr34193_c1_g1_i1.p1
OG0000168	Shad_tr34663_c1_g1_i1.p1	Hcri_tr27012_c0_g1_i1.p1
OG0000168	Shad_tr27771_c0_g1_i11.p1	Hcri_tr7803_c1_g2_i1.p1
OG0000168	Shad_tr13372_c0_g1_i1.p1	Hcri_tr42075_c0_g1_i1.p1
OG0000169	Shad_tr27138_c1_g3_i1.p1	Hcri_tr30306_c1_g1_i1.p1
OG0000169	Shad_tr52467_c0_g1_i1.p1	Hcri_tr47052_c0_g1_i1.p1
OG0000169	Shad_tr1065_c0_g2_i8.p1, Shad_tr22907_c0_g1_i3.p1, Shad_tr52308_c1_g1_i1.p2	Hcri_tr6349_c0_g2_i1.p1
OG0000169	Shad_tr24556_c0_g1_i1.p1	Hcri_tr29305_c1_g1_i3.p1
OG0000169	Shad_tr28514_c1_g1_i1.p1	Hcri_tr33357_c0_g1_i1.p1, Hcri_tr68888_c0_g1_i1.p1
OG0000170	Shad_tr39261_c0_g1_i1.p2	Hcri_tr353_c3_g1_i1.p1
OG0000170	Shad_tr40_c0_g1_i16.p1	Hcri_tr40_c0_g1_i48.p1
OG0000170	Shad_tr89158_c0_g1_i1.p1	Hcri_tr2901_c0_g1_i1.p1, Hcri_tr887_c1_g1_i3.p1, Hcri_tr45900_c0_g1_i2.p1
OG0000171	Shad_tr30662_c0_g3_i1.p1	Hcri_tr28247_c0_g1_i2.p1, Hcri_tr34345_c1_g1_i1.p1
OG0000171	Shad_tr5159_c0_g1_i1.p1, Shad_tr20102_c0_g1_i1.p1, Shad_tr7712_c0_g1_i12.p1	Hcri_tr94756_c0_g1_i1.p1
OG0000172	Shad_tr38571_c0_g1_i1.p1	Hcri_tr13572_c2_g1_i3.p1
OG0000172	Shad_tr24269_c0_g1_i14.p1	Hcri_tr9888_c0_g1_i3.p1
OG0000172	Shad_tr17840_c0_g3_i2.p1	Hcri_tr7866_c1_g1_i2.p1, Hcri_tr7878_c1_g1_i5.p1
OG0000172	Shad_tr17840_c0_g2_i22.p1	Hcri_tr20049_c0_g1_i2.p1, Hcri_tr8912_c2_g2_i2.p1
OG0000173	Shad_tr12806_c1_g1_i4.p1	Hcri_tr20904_c0_g1_i2.p1, Hcri_tr10957_c0_g1_i1.p1
OG0000173	Shad_tr23190_c1_g1_i1.p2	Hcri_tr18314_c0_g1_i1.p1
OG0000173	Shad_tr5156_c0_g1_i3.p1, Shad_tr5156_c1_g1_i1.p1	Hcri_tr20444_c0_g1_i1.p1, Hcri_tr45549_c0_g1_i1.p1
OG0000173	Shad_tr20367_c1_g1_i1.p1	Hcri_tr13710_c0_g1_i1.p1, Hcri_tr45405_c0_g1_i1.p1
OG0000173	Shad_tr21026_c0_g1_i8.p1	Hcri_tr13710_c1_g1_i1.p1
OG0000173	Shad_tr20367_c0_g1_i1.p1	Hcri_tr56911_c0_g1_i1.p1
OG0000173	Shad_tr14403_c0_g1_i2.p1, Shad_tr18028_c0_g2_i1.p1	Hcri_tr52918_c0_g1_i1.p1
OG0000173	Shad_tr20507_c0_g1_i1.p1	Hcri_tr37623_c0_g1_i1.p1
OG0000173	Shad_tr5155_c0_g1_i4.p1	Hcri_tr76936_c0_g1_i1.p1
OG0000173	Shad_tr11049_c1_g1_i1.p1, Shad_tr31082_c1_g1_i1.p1	Hcri_tr1781_c0_g1_i1.p1, Hcri_tr14613_c0_g2_i1.p1, Hcri_tr14613_c2_g2_i1.p1
OG0000174	Shad_tr42495_c1_g1_i1.p1	Hcri_tr7480_c0_g2_i1.p1
OG0000174	Shad_tr45625_c0_g2_i1.p1	Hcri_tr9126_c1_g1_i7.p1
OG0000174	Shad_tr20948_c1_g2_i1.p1	Hcri_tr38001_c0_g2_i1.p1
OG0000174	Shad_tr18647_c0_g2_i3.p1	Hcri_tr14648_c1_g2_i8.p1
OG0000174	Shad_tr17461_c3_g1_i1.p1	Hcri_tr83393_c0_g1_i1.p1
OG0000174	Shad_tr26069_c0_g1_i1.p1	Hcri_tr36049_c0_g4_i1.p1, Hcri_tr36049_c0_g2_i1.p1, Hcri_tr14494_c1_g1_i9.p1, Hcri_tr36049_c0_g5_i3.p1
OG0000174	Shad_tr41187_c0_g2_i1.p1, Shad_tr2909_c1_g1_i10.p1	Hcri_tr33795_c0_g1_i1.p1
OG0000174	Shad_tr41187_c0_g3_i1.p1	Hcri_tr33810_c0_g1_i1.p1
OG0000175	Shad_tr779_c2_g2_i2.p1	Hcri_tr10872_c0_g2_i2.p1, Hcri_tr10872_c0_g1_i2.p1
OG0000175	Shad_tr5017_c5_g1_i3.p1	Hcri_tr65943_c0_g1_i1.p1
OG0000176	Shad_tr64875_c0_g1_i1.p1	Hcri_tr47402_c0_g1_i1.p1
OG0000176	Shad_tr93380_c0_g1_i1.p1	Hcri_tr33053_c0_g1_i1.p1
OG0000176	Shad_tr25571_c2_g2_i5.p1	Hcri_tr7465_c0_g1_i1.p1, Hcri_tr10158_c0_g2_i1.p1
OG0000176	Shad_tr15961_c0_g1_i5.p1	Hcri_tr8809_c0_g1_i13.p1
OG0000177	Shad_tr39575_c2_g1_i3.p1	Hcri_tr36416_c0_g1_i2.p1
OG0000177	Shad_tr26740_c2_g1_i1.p1	Hcri_tr47420_c0_g1_i1.p1
OG0000177	Shad_tr11397_c0_g1_i28.p1	Hcri_tr80986_c0_g1_i1.p1
OG0000177	Shad_tr36697_c0_g1_i1.p1, Shad_tr2929_c0_g1_i1.p1	Hcri_tr39802_c0_g1_i1.p1
OG0000177	Shad_tr3120_c0_g1_i1.p1	Hcri_tr19317_c0_g1_i1.p1
OG0000179	Shad_tr22123_c2_g1_i1.p1	Hcri_tr54497_c0_g1_i1.p1, Hcri_tr6337_c0_g6_i1.p1, Hcri_tr3757_c0_g3_i1.p1
OG0000179	Shad_tr3247_c0_g1_i1.p1	Hcri_tr2055_c1_g1_i2.p1
OG0000179	Shad_tr109542_c0_g1_i1.p1	Hcri_tr16560_c0_g1_i1.p1
OG0000179	Shad_tr17440_c0_g1_i5.p1	Hcri_tr10330_c1_g1_i2.p2
OG0000180	Shad_tr15169_c2_g1_i5.p1	Hcri_tr32388_c0_g1_i1.p1
OG0000180	Shad_tr17842_c0_g2_i2.p1	Hcri_tr666_c1_g1_i1.p1
OG0000180	Shad_tr15716_c1_g1_i2.p1	Hcri_tr15159_c0_g2_i4.p1
OG0000180	Shad_tr37049_c3_g1_i1.p1, Shad_tr5964_c0_g1_i4.p1, Shad_tr16769_c1_g1_i1.p1	Hcri_tr26746_c0_g3_i1.p1
OG0000180	Shad_tr2616_c3_g1_i1.p1	Hcri_tr2341_c0_g2_i4.p1, Hcri_tr15159_c1_g1_i1.p1
OG0000181	Shad_tr8893_c1_g2_i1.p1, Shad_tr113713_c0_g1_i1.p1, Shad_tr102677_c0_g1_i1.p1	Hcri_tr33514_c0_g1_i1.p1, Hcri_tr27520_c5_g1_i1.p1
OG0000182	Shad_tr4390_c3_g1_i2.p1	Hcri_tr11344_c0_g1_i1.p1
OG0000183	Shad_tr23711_c0_g1_i2.p1, Shad_tr28155_c1_g1_i1.p1, Shad_tr10005_c2_g1_i1.p1, Shad_tr54913_c0_g1_i1.p1, Shad_tr16629_c0_g2_i7.p1, Shad_tr24983_c0_g1_i3.p1	Hcri_tr40730_c0_g1_i14.p1
OG0000183	Shad_tr110679_c0_g1_i1.p1	Hcri_tr91530_c0_g1_i1.p1
OG0000184	Shad_tr40890_c1_g1_i6.p1	Hcri_tr64543_c0_g1_i1.p1
OG0000185	Shad_tr16070_c1_g1_i2.p1	Hcri_tr69895_c0_g1_i1.p1
OG0000185	Shad_tr8554_c4_g1_i1.p1	Hcri_tr25104_c0_g1_i1.p1
OG0000185	Shad_tr13146_c0_g1_i1.p1	Hcri_tr27196_c0_g1_i4.p1
OG0000185	Shad_tr46667_c0_g1_i5.p1	Hcri_tr44205_c0_g2_i1.p2
OG0000185	Shad_tr10980_c0_g1_i14.p1	Hcri_tr40482_c0_g1_i1.p1
OG0000186	Shad_tr50315_c0_g1_i1.p1	Hcri_tr15225_c0_g1_i14.p1
OG0000186	Shad_tr43941_c0_g1_i1.p1, Shad_tr113198_c0_g1_i1.p1	Hcri_tr68970_c0_g1_i1.p1
OG0000186	Shad_tr42313_c0_g1_i1.p1	Hcri_tr62237_c0_g1_i1.p1
OG0000187	Shad_tr71573_c0_g1_i1.p1	Hcri_tr56591_c0_g1_i1.p1
OG0000187	Shad_tr10328_c0_g1_i3.p1	Hcri_tr13892_c0_g1_i1.p1
OG0000187	Shad_tr74621_c0_g1_i1.p1	Hcri_tr81995_c0_g1_i1.p1
OG0000187	Shad_tr50188_c1_g1_i1.p1	Hcri_tr21309_c0_g1_i2.p1
OG0000187	Shad_tr74389_c0_g1_i1.p1	Hcri_tr70431_c0_g1_i1.p1
OG0000188	Shad_tr41017_c0_g1_i1.p2, Shad_tr41017_c0_g2_i1.p1	Hcri_tr35224_c0_g1_i1.p1
OG0000188	Shad_tr28566_c0_g2_i2.p1	Hcri_tr85994_c0_g1_i2.p1
OG0000188	Shad_tr73695_c0_g1_i1.p1	Hcri_tr82370_c0_g1_i1.p1
OG0000188	Shad_tr29124_c0_g1_i1.p1	Hcri_tr61453_c0_g1_i1.p1
OG0000188	Shad_tr27102_c0_g1_i7.p1	Hcri_tr3736_c0_g2_i5.p1, Hcri_tr86453_c0_g1_i1.p1
OG0000189	Shad_tr555_c0_g2_i1.p1	Hcri_tr12233_c0_g1_i1.p1
OG0000189	Shad_tr12928_c0_g2_i1.p1, Shad_tr12928_c0_g1_i2.p1	Hcri_tr21510_c0_g1_i4.p1
OG0000190	Shad_tr14492_c0_g1_i3.p1	Hcri_tr59599_c0_g1_i1.p2
OG0000190	Shad_tr176_c0_g1_i1.p2	Hcri_tr3019_c0_g1_i1.p1
OG0000191	Shad_tr4979_c0_g1_i22.p1	Hcri_tr63624_c0_g1_i1.p1
OG0000191	Shad_tr30874_c0_g2_i3.p1	Hcri_tr27289_c0_g1_i3.p1
OG0000191	Shad_tr18934_c0_g1_i11.p1	Hcri_tr32367_c0_g1_i2.p1
OG0000191	Shad_tr3400_c2_g1_i2.p1	Hcri_tr78079_c0_g1_i1.p1
OG0000192	Shad_tr6710_c0_g1_i1.p1, Shad_tr6710_c0_g3_i1.p1, Shad_tr31279_c0_g1_i1.p1, Shad_tr6710_c0_g2_i1.p1, Shad_tr21014_c0_g1_i2.p1, Shad_tr4511_c0_g2_i1.p1, Shad_tr6710_c3_g1_i1.p1	Hcri_tr15568_c0_g1_i1.p1
OG0000193	Shad_tr74791_c0_g1_i1.p1, Shad_tr72691_c0_g1_i1.p1	Hcri_tr43767_c0_g1_i3.p2
OG0000194	Shad_tr14848_c0_g1_i1.p1	Hcri_tr14050_c2_g1_i1.p1
OG0000194	Shad_tr16186_c0_g1_i1.p1	Hcri_tr4485_c4_g1_i11.p1, Hcri_tr29854_c0_g2_i2.p1, Hcri_tr31070_c0_g1_i1.p2, Hcri_tr17696_c1_g1_i1.p1, Hcri_tr21778_c0_g2_i1.p1
OG0000195	Shad_tr6200_c3_g1_i2.p1	Hcri_tr38123_c0_g2_i1.p1
OG0000195	Shad_tr3358_c0_g1_i1.p1	Hcri_tr6044_c0_g1_i4.p1
OG0000195	Shad_tr11151_c1_g1_i11.p1	Hcri_tr30586_c0_g1_i1.p1
OG0000195	Shad_tr8725_c0_g1_i13.p1	Hcri_tr22901_c0_g1_i8.p1
OG0000196	Shad_tr36715_c0_g3_i1.p1	Hcri_tr11139_c0_g2_i11.p1
OG0000196	Shad_tr30398_c1_g1_i4.p1	Hcri_tr13836_c0_g1_i11.p1
OG0000196	Shad_tr30140_c0_g1_i5.p1	Hcri_tr21741_c0_g1_i8.p1, Hcri_tr21741_c0_g2_i1.p1, Hcri_tr70057_c0_g1_i1.p1, Hcri_tr61989_c0_g1_i1.p1
OG0000196	Shad_tr7066_c1_g2_i1.p1	Hcri_tr7652_c0_g1_i1.p1
OG0000197	Shad_tr16863_c0_g1_i5.p1	Hcri_tr24442_c0_g1_i2.p1
OG0000197	Shad_tr33713_c0_g1_i2.p1	Hcri_tr19241_c0_g2_i1.p1
OG0000198	Shad_tr113610_c0_g1_i1.p1, Shad_tr19918_c0_g3_i1.p2, Shad_tr75544_c0_g1_i1.p1, Shad_tr113922_c0_g1_i1.p1	Hcri_tr35340_c0_g1_i1.p1
OG0000198	Shad_tr108872_c0_g1_i1.p1	Hcri_tr39956_c0_g1_i1.p1
OG0000199	Shad_tr29644_c0_g1_i2.p1	Hcri_tr5142_c1_g2_i1.p1
OG0000199	Shad_tr22319_c0_g1_i2.p1	Hcri_tr15389_c0_g1_i1.p1, Hcri_tr37281_c0_g1_i1.p1
OG0000199	Shad_tr87594_c0_g1_i1.p1, Shad_tr75639_c0_g1_i1.p1	Hcri_tr79519_c0_g1_i2.p1
OG0000200	Shad_tr11972_c0_g1_i14.p1	Hcri_tr10612_c0_g1_i1.p1
OG0000200	Shad_tr44414_c0_g1_i2.p1, Shad_tr6652_c0_g1_i21.p1	Hcri_tr75878_c0_g1_i1.p1
OG0000200	Shad_tr21660_c0_g1_i4.p1, Shad_tr14928_c1_g1_i2.p1	Hcri_tr60959_c0_g1_i1.p1, Hcri_tr30545_c0_g1_i3.p1
OG0000201	Shad_tr15992_c2_g1_i1.p1	Hcri_tr24741_c1_g1_i3.p1
OG0000201	Shad_tr50713_c0_g1_i1.p1	Hcri_tr7375_c1_g1_i1.p1, Hcri_tr45798_c0_g1_i1.p1, Hcri_tr17282_c0_g1_i2.p1, Hcri_tr30938_c0_g1_i2.p1, Hcri_tr90549_c0_g1_i1.p1, Hcri_tr54699_c0_g1_i1.p1, Hcri_tr41477_c0_g1_i1.p1
OG0000202	Shad_tr64197_c0_g1_i1.p2	Hcri_tr65054_c0_g1_i1.p1
OG0000202	Shad_tr24884_c0_g1_i10.p1	Hcri_tr49750_c0_g1_i1.p1
OG0000202	Shad_tr57083_c0_g1_i1.p1	Hcri_tr34828_c0_g1_i2.p1
OG0000203	Shad_tr9397_c1_g1_i1.p1	Hcri_tr5681_c1_g2_i5.p1
OG0000203	Shad_tr10279_c1_g1_i5.p1, Shad_tr55855_c0_g1_i2.p1	Hcri_tr45689_c0_g1_i1.p1
OG0000203	Shad_tr57425_c0_g2_i1.p1	Hcri_tr45857_c0_g3_i1.p1
OG0000204	Shad_tr6942_c0_g1_i1.p1	Hcri_tr14663_c0_g2_i1.p1
OG0000204	Shad_tr8940_c2_g1_i1.p1	Hcri_tr14700_c0_g1_i3.p1
OG0000205	Shad_tr28269_c0_g2_i3.p1	Hcri_tr11124_c0_g1_i1.p1
OG0000206	Shad_tr301_c0_g4_i1.p1	Hcri_tr15984_c0_g1_i3.p1
OG0000206	Shad_tr2090_c2_g1_i1.p1	Hcri_tr19314_c1_g2_i1.p1
OG0000206	Shad_tr1208_c0_g1_i1.p1	Hcri_tr3852_c0_g1_i7.p1
OG0000206	Shad_tr4608_c0_g1_i23.p1	Hcri_tr42886_c2_g1_i2.p1
OG0000206	Shad_tr28399_c0_g1_i3.p1	Hcri_tr9751_c0_g1_i3.p1
OG0000208	Shad_tr1253_c7_g1_i2.p1	Hcri_tr1608_c2_g1_i1.p1
OG0000208	Shad_tr96_c1_g1_i3.p1	Hcri_tr9878_c0_g1_i1.p1, Hcri_tr4215_c1_g1_i1.p1, Hcri_tr4040_c2_g1_i1.p1, Hcri_tr635_c2_g1_i15.p1, Hcri_tr40631_c0_g1_i2.p1, Hcri_tr36433_c0_g1_i3.p1
OG0000208	Shad_tr21437_c0_g1_i1.p1	Hcri_tr12642_c0_g1_i1.p1
OG0000209	Shad_tr2280_c0_g1_i1.p1	Hcri_tr3579_c0_g1_i5.p1
OG0000209	Shad_tr1725_c0_g1_i11.p1	Hcri_tr252_c0_g1_i5.p1
OG0000209	Shad_tr8517_c0_g2_i10.p1	Hcri_tr14540_c0_g1_i11.p1
OG0000209	Shad_tr5570_c0_g2_i1.p1	Hcri_tr217_c0_g1_i1.p1
OG0000210	Shad_tr4371_c0_g1_i12.p1	Hcri_tr11184_c0_g1_i2.p1, Hcri_tr11403_c0_g2_i1.p1, Hcri_tr27270_c0_g2_i2.p1
OG0000211	Shad_tr17687_c0_g1_i4.p1	Hcri_tr42764_c2_g3_i1.p1
OG0000211	Shad_tr38343_c1_g1_i4.p1	Hcri_tr85537_c0_g1_i1.p1
OG0000211	Shad_tr26875_c0_g1_i1.p1	Hcri_tr7010_c0_g2_i2.p1
OG0000212	Shad_tr74742_c0_g1_i1.p1	Hcri_tr64950_c0_g1_i1.p1
OG0000212	Shad_tr15534_c1_g1_i1.p1	Hcri_tr3982_c2_g1_i2.p1
OG0000212	Shad_tr24673_c0_g2_i1.p1	Hcri_tr17557_c0_g2_i19.p1
OG0000212	Shad_tr8728_c2_g1_i1.p1	Hcri_tr6529_c6_g2_i1.p1
OG0000212	Shad_tr23740_c0_g1_i1.p1	Hcri_tr19333_c0_g2_i10.p1, Hcri_tr19333_c0_g4_i1.p1
OG0000213	Shad_tr13626_c0_g1_i7.p1	Hcri_tr3842_c0_g2_i1.p1
OG0000213	Shad_tr86030_c0_g1_i1.p1, Shad_tr36282_c0_g1_i1.p1	Hcri_tr8881_c1_g1_i2.p1
OG0000213	Shad_tr3722_c0_g2_i1.p1	Hcri_tr9779_c0_g2_i4.p1
OG0000214	Shad_tr3537_c0_g1_i2.p1	Hcri_tr33756_c1_g1_i1.p1
OG0000214	Shad_tr4071_c3_g2_i5.p1	Hcri_tr23000_c0_g1_i1.p1
OG0000214	Shad_tr81930_c0_g1_i1.p1	Hcri_tr27009_c1_g1_i2.p1
OG0000214	Shad_tr87277_c0_g1_i1.p1	Hcri_tr33756_c0_g1_i2.p1
OG0000215	Shad_tr15621_c0_g1_i1.p1	Hcri_tr12507_c0_g3_i2.p1
OG0000215	Shad_tr32033_c0_g1_i10.p1	Hcri_tr16587_c0_g1_i1.p1
OG0000215	Shad_tr3510_c0_g1_i1.p1	Hcri_tr24090_c0_g1_i1.p1
OG0000215	Shad_tr32033_c0_g3_i1.p1	Hcri_tr17452_c0_g1_i1.p1
OG0000216	Shad_tr85532_c0_g1_i1.p1	Hcri_tr82290_c0_g1_i1.p1
OG0000216	Shad_tr102468_c0_g1_i1.p1	Hcri_tr378_c1_g1_i1.p1, Hcri_tr8882_c0_g1_i1.p1
