Orthogroup	Stichodactyla_haddoni_longest_pep	Sanderia_malayensis_longest_pep
OG0002970	Shad_tr37029_c0_g1_i4.p1	Sama_DN3389_c0_g1_i1.p1
OG0002973	Shad_tr59184_c3_g1_i1.p1	Sama_DN1930_c0_g1_i1.p1
OG0002974	Shad_tr3845_c0_g2_i12.p1	Sama_DN6776_c0_g1_i1.p1
OG0002975	Shad_tr10212_c0_g1_i3.p1	Sama_DN2515_c0_g1_i4.p1
OG0002978	Shad_tr22111_c0_g1_i1.p1	Sama_DN6276_c0_g1_i2.p1
OG0002981	Shad_tr892_c1_g1_i2.p1	Sama_DN4469_c0_g1_i2.p1
OG0002982	Shad_tr4211_c1_g1_i3.p1	Sama_DN3711_c0_g1_i1.p1
OG0002983	Shad_tr14345_c0_g1_i3.p1	Sama_DN1532_c0_g1_i1.p1
OG0002984	Shad_tr4800_c0_g1_i7.p1	Sama_DN3453_c0_g1_i1.p1
OG0002985	Shad_tr925_c0_g1_i5.p1	Sama_DN167_c0_g1_i1.p1, Sama_DN593_c0_g1_i1.p1
OG0002987	Shad_tr8371_c0_g1_i11.p1	Sama_DN2983_c0_g1_i2.p1, Sama_DN1562_c0_g1_i1.p1
OG0002989	Shad_tr9020_c0_g1_i1.p1	Sama_DN3047_c0_g1_i3.p1
OG0002990	Shad_tr33816_c1_g1_i1.p1	Sama_DN1962_c0_g1_i1.p1
OG0002991	Shad_tr83013_c0_g1_i1.p1	Sama_DN12420_c0_g1_i1.p1
OG0002994	Shad_tr33922_c0_g1_i1.p1, Shad_tr6914_c0_g1_i2.p2	Sama_DN12345_c0_g1_i1.p1, Sama_DN13017_c0_g1_i1.p1
OG0002996	Shad_tr1098_c8_g1_i4.p1, Shad_tr15264_c0_g1_i2.p1	Sama_DN13546_c0_g1_i1.p1
OG0002997	Shad_tr20539_c0_g1_i10.p1	Sama_DN6845_c0_g1_i1.p1, Sama_DN6845_c0_g2_i1.p1
OG0002998	Shad_tr658_c13_g1_i2.p1	Sama_DN3722_c0_g1_i1.p1
OG0003000	Shad_tr14610_c0_g1_i12.p1, Shad_tr24532_c0_g1_i1.p1	Sama_DN4972_c0_g1_i5.p1
OG0003001	Shad_tr1233_c25_g1_i1.p1, Shad_tr8750_c0_g1_i5.p1	Sama_DN343_c0_g1_i1.p1
OG0003003	Shad_tr32045_c1_g1_i1.p1, Shad_tr15616_c1_g1_i4.p1	Sama_DN4383_c0_g1_i2.p1, Sama_DN6071_c0_g1_i1.p1
OG0003004	Shad_tr18705_c0_g2_i1.p1, Shad_tr82266_c0_g1_i1.p1, Shad_tr18705_c0_g1_i2.p1, Shad_tr1118_c0_g1_i2.p1	Sama_DN3087_c0_g1_i1.p1
OG0003005	Shad_tr7659_c1_g1_i2.p1	Sama_DN4827_c0_g1_i2.p1
OG0003007	Shad_tr15141_c0_g1_i3.p1	Sama_DN1446_c0_g1_i1.p1
OG0003009	Shad_tr111789_c0_g1_i1.p2, Shad_tr54067_c0_g3_i1.p1	Sama_DN6587_c0_g1_i1.p1
OG0003010	Shad_tr97531_c0_g1_i1.p1, Shad_tr73944_c0_g1_i1.p1	Sama_DN6658_c0_g2_i1.p1
OG0003011	Shad_tr4523_c0_g1_i7.p1	Sama_DN3863_c0_g1_i1.p1
OG0003012	Shad_tr21467_c0_g3_i1.p1	Sama_DN8073_c0_g1_i2.p1, Sama_DN7056_c0_g1_i1.p1
OG0003013	Shad_tr761_c18_g1_i1.p1	Sama_DN274_c0_g1_i1.p1
OG0003014	Shad_tr9383_c1_g1_i2.p1, Shad_tr1972_c0_g1_i6.p1	Sama_DN11649_c0_g1_i1.p1
OG0003015	Shad_tr1905_c0_g1_i14.p1	Sama_DN4720_c0_g1_i1.p1
OG0003016	Shad_tr34809_c0_g1_i1.p1	Sama_DN13025_c0_g1_i1.p1
OG0003017	Shad_tr37209_c0_g3_i1.p1	Sama_DN7329_c0_g1_i1.p1
OG0003018	Shad_tr158_c8_g1_i3.p1, Shad_tr738_c14_g1_i3.p1	Sama_DN2874_c0_g1_i1.p1
OG0003019	Shad_tr15979_c0_g1_i6.p1	Sama_DN2349_c0_g3_i1.p1
OG0003020	Shad_tr26738_c0_g1_i40.p1	Sama_DN8937_c0_g1_i1.p1
OG0003022	Shad_tr2620_c1_g1_i4.p1	Sama_DN12155_c0_g1_i1.p1
OG0003023	Shad_tr51852_c0_g3_i2.p1	Sama_DN11341_c0_g1_i1.p1
OG0003026	Shad_tr24524_c3_g1_i1.p1, Shad_tr8269_c0_g1_i11.p1	Sama_DN4204_c0_g1_i1.p1
OG0003031	Shad_tr1233_c16_g1_i4.p1	Sama_DN9908_c0_g1_i1.p1
OG0003032	Shad_tr1909_c0_g1_i2.p1	Sama_DN4430_c0_g1_i1.p1
OG0003033	Shad_tr6722_c0_g2_i2.p1	Sama_DN987_c0_g1_i1.p1
OG0003035	Shad_tr19790_c0_g1_i7.p1	Sama_DN3284_c0_g1_i4.p1
OG0003036	Shad_tr18262_c0_g1_i2.p1	Sama_DN5089_c0_g1_i1.p1
OG0003038	Shad_tr8250_c3_g1_i3.p1	Sama_DN2691_c0_g1_i2.p1
OG0003039	Shad_tr45160_c0_g1_i1.p1	Sama_DN12908_c0_g1_i1.p1
OG0003040	Shad_tr1182_c0_g1_i12.p1	Sama_DN14004_c0_g1_i1.p1
OG0003041	Shad_tr52513_c3_g1_i1.p1, Shad_tr57982_c0_g1_i1.p1	Sama_DN11819_c0_g1_i1.p1
OG0003042	Shad_tr36450_c0_g1_i9.p1	Sama_DN4260_c0_g1_i2.p1, Sama_DN1279_c0_g1_i3.p1
OG0003043	Shad_tr5353_c0_g1_i2.p1	Sama_DN11514_c0_g1_i1.p1
OG0003044	Shad_tr14727_c2_g1_i11.p1	Sama_DN1533_c0_g1_i1.p1
OG0003045	Shad_tr6360_c0_g1_i4.p1	Sama_DN13949_c0_g1_i1.p1
OG0003048	Shad_tr31151_c0_g1_i2.p1	Sama_DN3941_c0_g1_i4.p1
OG0003050	Shad_tr4491_c0_g3_i1.p1, Shad_tr93465_c0_g1_i1.p1	Sama_DN12461_c0_g1_i1.p1
OG0003052	Shad_tr3370_c0_g1_i3.p1	Sama_DN5705_c0_g1_i1.p1
OG0003053	Shad_tr9768_c2_g1_i2.p1	Sama_DN9015_c0_g2_i1.p1
OG0003054	Shad_tr18502_c0_g1_i1.p1	Sama_DN5602_c0_g2_i1.p1, Sama_DN405_c0_g1_i19.p1
OG0003058	Shad_tr9689_c0_g1_i11.p1	Sama_DN14078_c0_g1_i1.p1
OG0003060	Shad_tr9983_c1_g2_i1.p1	Sama_DN1325_c0_g1_i2.p1
OG0003066	Shad_tr103086_c0_g1_i1.p1, Shad_tr81023_c0_g1_i1.p1	Sama_DN6706_c0_g1_i1.p1
OG0003067	Shad_tr838_c0_g1_i1.p1	Sama_DN783_c0_g1_i1.p1
OG0003068	Shad_tr55_c0_g1_i1.p1	Sama_DN2716_c0_g3_i1.p1
OG0003069	Shad_tr4523_c0_g2_i4.p1	Sama_DN1797_c0_g1_i1.p1
OG0003072	Shad_tr21726_c0_g1_i1.p1	Sama_DN1412_c0_g1_i2.p1
OG0003073	Shad_tr19698_c0_g2_i4.p1	Sama_DN7046_c0_g1_i1.p1
OG0003076	Shad_tr10097_c0_g1_i4.p1	Sama_DN12993_c0_g1_i1.p1, Sama_DN864_c0_g1_i2.p1, Sama_DN1614_c0_g2_i4.p1
OG0003078	Shad_tr25690_c0_g1_i3.p1	Sama_DN2882_c0_g1_i1.p1, Sama_DN3166_c0_g1_i1.p1
OG0003079	Shad_tr9205_c0_g1_i1.p1	Sama_DN11202_c0_g1_i1.p1, Sama_DN14032_c0_g1_i1.p1, Sama_DN956_c0_g1_i1.p1
OG0003080	Shad_tr8504_c0_g1_i1.p1, Shad_tr102910_c0_g1_i1.p1	Sama_DN1038_c0_g2_i1.p1
OG0003084	Shad_tr4452_c2_g1_i11.p1	Sama_DN1670_c0_g1_i1.p1
OG0003085	Shad_tr4820_c0_g2_i2.p1, Shad_tr194_c2_g1_i1.p1	Sama_DN4560_c3_g1_i1.p1
OG0003087	Shad_tr29898_c0_g1_i1.p1, Shad_tr515_c9_g1_i1.p1	Sama_DN7970_c0_g1_i1.p1
OG0003088	Shad_tr24728_c0_g1_i1.p1, Shad_tr83490_c0_g1_i1.p2	Sama_DN10446_c0_g1_i1.p1, Sama_DN12659_c0_g1_i1.p1
OG0003090	Shad_tr88002_c0_g1_i1.p1, Shad_tr13931_c2_g2_i1.p1	Sama_DN3695_c0_g1_i1.p1
OG0003091	Shad_tr13842_c2_g1_i2.p1	Sama_DN11976_c0_g1_i1.p1, Sama_DN691_c0_g1_i1.p1
OG0003092	Shad_tr62203_c0_g1_i1.p1	Sama_DN9698_c0_g1_i1.p1, Sama_DN13432_c0_g1_i1.p2
OG0003097	Shad_tr15239_c0_g2_i1.p1	Sama_DN3866_c0_g1_i1.p1, Sama_DN1099_c0_g1_i1.p1
OG0003099	Shad_tr13679_c0_g1_i1.p1	Sama_DN12559_c0_g1_i1.p1
OG0003101	Shad_tr359_c0_g2_i1.p1	Sama_DN5236_c0_g1_i1.p1, Sama_DN2116_c0_g1_i1.p1
OG0003105	Shad_tr3154_c0_g1_i1.p1	Sama_DN12879_c0_g1_i1.p1, Sama_DN11372_c0_g1_i1.p1
OG0003107	Shad_tr9459_c0_g1_i11.p1	Sama_DN3854_c0_g1_i1.p1
OG0003109	Shad_tr883_c0_g1_i1.p1	Sama_DN11597_c0_g1_i1.p1
OG0003117	Shad_tr90899_c1_g1_i1.p1	Sama_DN11559_c0_g1_i1.p2
OG0003122	Shad_tr40866_c1_g1_i2.p1, Shad_tr78146_c0_g1_i1.p1	Sama_DN2829_c0_g2_i2.p1
OG0003123	Shad_tr15365_c0_g1_i2.p1	Sama_DN4057_c0_g6_i1.p1
OG0003124	Shad_tr25237_c0_g1_i1.p1	Sama_DN4571_c0_g1_i1.p1
OG0003125	Shad_tr8229_c0_g1_i4.p2	Sama_DN1326_c0_g1_i1.p1
OG0003126	Shad_tr7659_c4_g1_i1.p1, Shad_tr7337_c0_g1_i1.p1, Shad_tr7337_c0_g2_i1.p1, Shad_tr309_c14_g1_i10.p1	Sama_DN2413_c0_g1_i2.p1
OG0003127	Shad_tr7761_c0_g1_i6.p1	Sama_DN3887_c1_g1_i2.p1
OG0003130	Shad_tr4351_c0_g1_i20.p1	Sama_DN4501_c0_g1_i2.p1
OG0003132	Shad_tr3576_c0_g2_i2.p1, Shad_tr3576_c0_g1_i1.p1	Sama_DN17_c0_g1_i1.p1
OG0003148	Shad_tr11928_c0_g1_i1.p1	Sama_DN2725_c0_g1_i1.p1, Sama_DN2725_c0_g2_i3.p1, Sama_DN8821_c0_g1_i1.p1
OG0003149	Shad_tr15410_c0_g1_i6.p1	Sama_DN7099_c0_g1_i1.p1
OG0003150	Shad_tr17019_c0_g1_i3.p1	Sama_DN13852_c0_g1_i1.p1
OG0003151	Shad_tr8391_c0_g1_i5.p1	Sama_DN2781_c0_g1_i5.p1
OG0003152	Shad_tr21687_c3_g1_i2.p1	Sama_DN5673_c0_g2_i1.p1, Sama_DN12685_c0_g1_i1.p1
OG0003155	Shad_tr25886_c0_g2_i3.p1	Sama_DN5638_c0_g1_i1.p1
OG0003157	Shad_tr3009_c0_g2_i11.p1	Sama_DN4023_c0_g1_i5.p1
OG0003158	Shad_tr2027_c2_g1_i19.p1	Sama_DN9350_c0_g1_i1.p1
OG0003161	Shad_tr8248_c1_g1_i23.p1	Sama_DN8735_c0_g2_i1.p1
OG0003162	Shad_tr3331_c0_g1_i4.p1	Sama_DN893_c0_g1_i1.p1
OG0003163	Shad_tr5788_c0_g1_i1.p1	Sama_DN6684_c0_g2_i1.p1
OG0003165	Shad_tr25941_c0_g1_i1.p1	Sama_DN8851_c0_g1_i1.p1
OG0003166	Shad_tr9183_c0_g1_i8.p1	Sama_DN8872_c0_g1_i1.p1
OG0003167	Shad_tr18055_c0_g1_i5.p1	Sama_DN3283_c0_g1_i4.p1
OG0003169	Shad_tr14241_c0_g1_i3.p1	Sama_DN913_c0_g1_i1.p1
OG0003170	Shad_tr16457_c0_g2_i4.p1	Sama_DN3043_c0_g1_i1.p1
OG0003171	Shad_tr3617_c0_g1_i4.p1	Sama_DN3195_c0_g1_i1.p1
OG0003174	Shad_tr33027_c0_g1_i19.p1	Sama_DN7994_c0_g1_i1.p1
OG0003177	Shad_tr21111_c2_g1_i4.p1	Sama_DN9553_c0_g1_i1.p1
OG0003178	Shad_tr25970_c0_g2_i2.p1	Sama_DN10742_c0_g1_i1.p1
OG0003179	Shad_tr3841_c0_g1_i1.p1	Sama_DN4593_c0_g2_i1.p1
OG0003181	Shad_tr1387_c6_g1_i2.p1, Shad_tr9183_c0_g2_i4.p1	Sama_DN3092_c0_g2_i1.p1
OG0003182	Shad_tr4364_c0_g1_i7.p1	Sama_DN6612_c0_g1_i1.p1, Sama_DN6612_c0_g2_i1.p1
OG0003183	Shad_tr31182_c0_g1_i2.p1	Sama_DN4626_c0_g1_i3.p1
OG0003185	Shad_tr197_c3_g2_i6.p1	Sama_DN4264_c0_g1_i1.p1
OG0003186	Shad_tr48366_c0_g1_i3.p1	Sama_DN2434_c1_g1_i1.p1
OG0003187	Shad_tr7614_c1_g2_i1.p1	Sama_DN13365_c0_g1_i1.p1
OG0003188	Shad_tr2533_c0_g1_i4.p1	Sama_DN4784_c0_g1_i1.p1
OG0003189	Shad_tr13513_c0_g1_i4.p1	Sama_DN5365_c0_g1_i1.p1
OG0003190	Shad_tr5883_c1_g1_i2.p1	Sama_DN3780_c0_g6_i1.p1
OG0003191	Shad_tr21636_c0_g3_i2.p1	Sama_DN2995_c0_g1_i1.p1
OG0003192	Shad_tr42581_c0_g1_i1.p1	Sama_DN12161_c0_g1_i1.p1
OG0003194	Shad_tr20508_c0_g1_i4.p1	Sama_DN6269_c0_g2_i1.p1, Sama_DN6269_c0_g1_i1.p1
OG0003195	Shad_tr1916_c0_g1_i6.p1	Sama_DN10238_c0_g1_i1.p1
OG0003196	Shad_tr7018_c2_g1_i1.p1	Sama_DN4183_c0_g1_i1.p1
OG0003197	Shad_tr10803_c0_g1_i19.p1	Sama_DN3862_c0_g1_i3.p1, Sama_DN3862_c0_g2_i1.p1
OG0003198	Shad_tr23009_c0_g1_i1.p1, Shad_tr57_c16_g1_i5.p1	Sama_DN787_c0_g1_i6.p1
OG0003202	Shad_tr5959_c1_g1_i36.p1	Sama_DN4749_c0_g1_i1.p1
OG0003203	Shad_tr10630_c0_g1_i2.p1	Sama_DN1143_c0_g1_i1.p1
OG0003204	Shad_tr23879_c0_g1_i2.p1	Sama_DN9122_c0_g1_i1.p1
OG0003205	Shad_tr9417_c0_g3_i2.p1	Sama_DN4315_c0_g1_i4.p1
OG0003206	Shad_tr66021_c0_g1_i2.p1	Sama_DN4941_c0_g1_i1.p1
OG0003207	Shad_tr1431_c0_g2_i2.p1	Sama_DN4057_c0_g1_i1.p1
OG0003208	Shad_tr9787_c0_g1_i14.p1	Sama_DN5755_c0_g1_i1.p1
OG0003209	Shad_tr11758_c3_g1_i3.p1	Sama_DN2047_c0_g1_i1.p1
OG0003210	Shad_tr1787_c0_g1_i13.p1	Sama_DN4007_c1_g1_i2.p1
OG0003211	Shad_tr816_c0_g1_i5.p1	Sama_DN169_c0_g1_i1.p1
OG0003212	Shad_tr1722_c0_g1_i20.p1	Sama_DN14336_c0_g1_i1.p1, Sama_DN10214_c0_g1_i1.p1
OG0003213	Shad_tr735_c4_g1_i4.p1	Sama_DN6437_c0_g1_i1.p1
OG0003214	Shad_tr728_c2_g1_i4.p1	Sama_DN2827_c0_g1_i3.p1
OG0003215	Shad_tr14205_c0_g1_i3.p1	Sama_DN2831_c0_g1_i1.p1
OG0003216	Shad_tr2619_c0_g1_i4.p1	Sama_DN3272_c0_g1_i1.p1
OG0003217	Shad_tr21561_c0_g1_i9.p1	Sama_DN2684_c0_g1_i1.p1
OG0003219	Shad_tr10587_c0_g2_i4.p1	Sama_DN2700_c0_g1_i2.p1, Sama_DN4045_c0_g1_i1.p1
OG0003221	Shad_tr53790_c0_g1_i1.p1, Shad_tr35533_c0_g1_i2.p1	Sama_DN8631_c0_g1_i1.p1
OG0003222	Shad_tr14871_c1_g1_i6.p1	Sama_DN8282_c0_g2_i1.p1, Sama_DN13147_c0_g1_i1.p1
OG0003223	Shad_tr3704_c0_g1_i5.p1	Sama_DN6944_c0_g3_i1.p1, Sama_DN6944_c0_g2_i1.p1
OG0003224	Shad_tr6062_c0_g1_i7.p1	Sama_DN11706_c0_g1_i1.p1
OG0003226	Shad_tr971_c2_g1_i2.p1	Sama_DN473_c0_g1_i2.p1
OG0003229	Shad_tr65337_c0_g1_i1.p1, Shad_tr11886_c0_g1_i1.p1	Sama_DN12111_c0_g1_i1.p1
OG0003230	Shad_tr10627_c0_g1_i6.p1	Sama_DN2486_c0_g1_i2.p1
OG0003231	Shad_tr7141_c0_g1_i1.p1	Sama_DN6897_c0_g1_i1.p1
OG0003236	Shad_tr3088_c0_g1_i13.p1	Sama_DN1971_c0_g1_i1.p1
OG0003237	Shad_tr13139_c0_g1_i2.p1	Sama_DN404_c0_g1_i2.p1
OG0003239	Shad_tr13544_c0_g1_i3.p1	Sama_DN10765_c0_g1_i1.p1, Sama_DN11958_c0_g1_i1.p1, Sama_DN10765_c0_g2_i1.p1, Sama_DN12609_c0_g1_i1.p1
OG0003240	Shad_tr9670_c0_g1_i5.p1	Sama_DN181_c1_g1_i4.p1, Sama_DN154_c0_g1_i1.p1
OG0003241	Shad_tr6120_c0_g1_i19.p1	Sama_DN5013_c0_g1_i2.p1
OG0003242	Shad_tr6959_c1_g1_i2.p1	Sama_DN10129_c0_g2_i1.p1, Sama_DN10129_c0_g3_i1.p1, Sama_DN10129_c0_g1_i1.p1
OG0003243	Shad_tr9579_c0_g1_i11.p1	Sama_DN2618_c0_g1_i2.p1
OG0003244	Shad_tr11284_c0_g1_i3.p1	Sama_DN3888_c0_g1_i1.p1
OG0003245	Shad_tr1894_c0_g1_i1.p1	Sama_DN9765_c0_g1_i1.p1
OG0003246	Shad_tr13757_c0_g1_i19.p1	Sama_DN3449_c1_g1_i1.p1
OG0003248	Shad_tr13083_c0_g1_i3.p1	Sama_DN14231_c0_g1_i1.p1
OG0003249	Shad_tr5870_c4_g1_i1.p1	Sama_DN5953_c0_g1_i1.p1
OG0003251	Shad_tr185_c1_g1_i2.p1, Shad_tr71456_c0_g1_i1.p1, Shad_tr65640_c0_g1_i1.p1	Sama_DN6475_c0_g1_i1.p1, Sama_DN7362_c0_g1_i1.p1
OG0003253	Shad_tr1223_c0_g2_i1.p1	Sama_DN10253_c0_g1_i1.p1
OG0003254	Shad_tr2337_c0_g1_i4.p1	Sama_DN4259_c0_g1_i2.p1
OG0003257	Shad_tr8553_c0_g2_i11.p1	Sama_DN3946_c0_g1_i1.p1
OG0003260	Shad_tr23673_c0_g1_i5.p1	Sama_DN12082_c0_g1_i1.p1
OG0003261	Shad_tr6865_c0_g1_i1.p1	Sama_DN12783_c0_g1_i1.p1
OG0003264	Shad_tr8787_c0_g1_i62.p1	Sama_DN7930_c0_g1_i1.p1
OG0003265	Shad_tr1655_c0_g1_i21.p1	Sama_DN2179_c0_g1_i1.p1
OG0003266	Shad_tr17003_c0_g3_i2.p1	Sama_DN5077_c0_g1_i1.p1, Sama_DN12084_c0_g1_i1.p1
OG0003267	Shad_tr16208_c0_g1_i9.p1	Sama_DN4577_c0_g1_i1.p1
OG0003268	Shad_tr57_c4_g2_i3.p1, Shad_tr15692_c0_g1_i3.p1	Sama_DN2739_c0_g2_i3.p1, Sama_DN2434_c0_g2_i1.p1, Sama_DN6616_c0_g1_i1.p1
OG0003270	Shad_tr29123_c0_g1_i6.p1	Sama_DN3089_c0_g1_i4.p1
OG0003271	Shad_tr446_c15_g1_i1.p1, Shad_tr3724_c0_g3_i1.p1	Sama_DN12383_c0_g1_i1.p1
OG0003272	Shad_tr1301_c1_g1_i6.p1	Sama_DN5464_c0_g1_i1.p1
OG0003274	Shad_tr20905_c0_g1_i1.p1	Sama_DN2873_c0_g1_i1.p1, Sama_DN8608_c0_g1_i1.p1
OG0003278	Shad_tr3764_c1_g1_i10.p1	Sama_DN12730_c0_g1_i1.p1
OG0003282	Shad_tr1061_c0_g2_i5.p1	Sama_DN109_c0_g1_i7.p1
OG0003283	Shad_tr5630_c1_g1_i2.p1	Sama_DN2813_c0_g1_i4.p1
OG0003284	Shad_tr6792_c0_g1_i20.p1	Sama_DN2232_c0_g1_i2.p1
OG0003285	Shad_tr47038_c0_g1_i4.p1	Sama_DN5195_c0_g1_i1.p1
OG0003287	Shad_tr12543_c0_g1_i3.p1	Sama_DN295_c1_g2_i1.p1, Sama_DN295_c1_g1_i1.p1
OG0003288	Shad_tr14720_c1_g1_i4.p1	Sama_DN5016_c0_g1_i2.p1
OG0003290	Shad_tr58490_c0_g1_i5.p1	Sama_DN522_c1_g1_i1.p1
OG0003292	Shad_tr17716_c1_g3_i1.p1	Sama_DN2926_c0_g1_i1.p1
OG0003295	Shad_tr33626_c0_g1_i1.p1	Sama_DN710_c0_g1_i1.p1
OG0003298	Shad_tr4307_c3_g1_i1.p1	Sama_DN10134_c0_g1_i1.p1
OG0003299	Shad_tr18995_c3_g1_i3.p1	Sama_DN5242_c0_g1_i1.p1
OG0003301	Shad_tr10277_c0_g1_i10.p1, Shad_tr93870_c0_g1_i1.p1	Sama_DN5696_c0_g1_i1.p1
OG0003302	Shad_tr33290_c0_g1_i4.p1	Sama_DN9626_c0_g1_i1.p1
OG0003303	Shad_tr31276_c0_g1_i15.p1	Sama_DN4568_c0_g1_i2.p1
OG0003306	Shad_tr27373_c2_g1_i4.p1	Sama_DN7128_c0_g1_i1.p1
OG0003307	Shad_tr2813_c2_g2_i2.p1	Sama_DN3473_c0_g1_i2.p1
OG0003308	Shad_tr867_c5_g1_i1.p1	Sama_DN2018_c0_g1_i1.p1
OG0003309	Shad_tr39768_c0_g1_i2.p1	Sama_DN3068_c0_g1_i1.p1, Sama_DN11685_c0_g1_i1.p1, Sama_DN7332_c0_g1_i1.p1
OG0003310	Shad_tr5021_c1_g1_i11.p1	Sama_DN8669_c0_g1_i1.p1
OG0003311	Shad_tr45021_c0_g2_i2.p1	Sama_DN6835_c0_g1_i1.p1
OG0003312	Shad_tr11121_c1_g1_i8.p1	Sama_DN13412_c0_g1_i1.p1
OG0003314	Shad_tr8454_c1_g1_i10.p1	Sama_DN3250_c0_g1_i1.p1
OG0003316	Shad_tr10819_c0_g1_i1.p1	Sama_DN1335_c0_g1_i1.p1
OG0003317	Shad_tr460_c15_g1_i1.p1	Sama_DN794_c0_g1_i1.p1
OG0003318	Shad_tr101295_c0_g1_i1.p1	Sama_DN6317_c0_g3_i1.p1, Sama_DN6317_c0_g2_i1.p1
OG0003319	Shad_tr1019_c0_g3_i1.p1	Sama_DN467_c0_g1_i3.p1
OG0003320	Shad_tr35690_c0_g1_i2.p1, Shad_tr31801_c0_g1_i1.p1	Sama_DN13462_c0_g1_i1.p1
OG0003321	Shad_tr32664_c0_g1_i1.p1	Sama_DN10494_c0_g1_i1.p1, Sama_DN10494_c0_g2_i1.p1
OG0003323	Shad_tr9353_c3_g1_i1.p1	Sama_DN12164_c0_g1_i1.p1
OG0003325	Shad_tr17333_c0_g1_i3.p1	Sama_DN6376_c0_g2_i1.p1, Sama_DN6376_c0_g1_i2.p1
OG0003327	Shad_tr8232_c1_g1_i5.p1, Shad_tr25686_c0_g1_i3.p1	Sama_DN2736_c0_g1_i1.p1
OG0003328	Shad_tr12914_c0_g1_i3.p1	Sama_DN12060_c0_g1_i1.p1, Sama_DN4393_c1_g2_i1.p1, Sama_DN9487_c0_g1_i1.p1
OG0003329	Shad_tr15215_c0_g1_i2.p1	Sama_DN2625_c0_g1_i1.p1
OG0003331	Shad_tr33946_c0_g1_i5.p1	Sama_DN6597_c0_g1_i1.p1, Sama_DN6597_c0_g2_i1.p1
OG0003332	Shad_tr7661_c1_g1_i7.p1	Sama_DN272_c0_g1_i6.p1
OG0003333	Shad_tr1622_c0_g1_i5.p1	Sama_DN4985_c0_g1_i3.p1
OG0003334	Shad_tr13150_c0_g1_i7.p1	Sama_DN182_c1_g1_i1.p1
OG0003335	Shad_tr1034_c1_g2_i1.p1	Sama_DN3425_c0_g1_i2.p1
OG0003336	Shad_tr9099_c0_g2_i11.p1	Sama_DN5869_c0_g1_i1.p1
OG0003337	Shad_tr18873_c0_g2_i2.p1	Sama_DN2137_c0_g1_i1.p1
OG0003338	Shad_tr7435_c0_g3_i3.p1	Sama_DN10859_c0_g1_i1.p1
OG0003339	Shad_tr10587_c0_g1_i6.p1	Sama_DN5788_c0_g1_i1.p1, Sama_DN5788_c0_g2_i1.p1
OG0003340	Shad_tr46084_c0_g1_i7.p1	Sama_DN1547_c0_g1_i1.p1
OG0003341	Shad_tr3267_c0_g1_i1.p1	Sama_DN14093_c0_g1_i1.p1
OG0003342	Shad_tr2142_c0_g1_i14.p1	Sama_DN3744_c0_g1_i1.p1
OG0003343	Shad_tr6041_c0_g1_i7.p1, Shad_tr2906_c9_g1_i1.p1	Sama_DN3207_c0_g1_i1.p1
OG0003344	Shad_tr9995_c0_g4_i1.p1	Sama_DN5687_c0_g1_i2.p1
OG0003348	Shad_tr23870_c0_g1_i4.p1	Sama_DN1287_c0_g1_i1.p1
OG0003349	Shad_tr57935_c0_g1_i8.p1	Sama_DN22_c0_g1_i1.p1
OG0003350	Shad_tr172_c0_g1_i1.p1	Sama_DN11722_c0_g1_i1.p1
OG0003351	Shad_tr3631_c0_g1_i20.p1	Sama_DN12208_c0_g1_i1.p1
OG0003353	Shad_tr40452_c0_g1_i2.p1	Sama_DN1145_c0_g1_i1.p1
OG0003354	Shad_tr10963_c0_g2_i5.p1	Sama_DN11069_c0_g1_i1.p1
OG0003355	Shad_tr15636_c0_g1_i1.p1	Sama_DN4973_c2_g1_i1.p1, Sama_DN4973_c2_g3_i1.p1
OG0003356	Shad_tr1163_c1_g1_i6.p1, Shad_tr10430_c1_g1_i3.p1	Sama_DN13564_c0_g1_i1.p1
OG0003357	Shad_tr28630_c0_g1_i4.p1	Sama_DN2985_c0_g1_i2.p1
OG0003358	Shad_tr36210_c1_g1_i6.p1	Sama_DN9531_c1_g2_i1.p1
OG0003359	Shad_tr7591_c0_g1_i1.p1	Sama_DN13837_c0_g1_i1.p1
OG0003361	Shad_tr29540_c0_g1_i1.p1	Sama_DN12800_c0_g1_i1.p1, Sama_DN7931_c0_g1_i1.p1
OG0003363	Shad_tr6239_c0_g1_i10.p1	Sama_DN9251_c0_g1_i1.p1, Sama_DN9251_c0_g2_i1.p1
OG0003365	Shad_tr28927_c0_g1_i2.p1	Sama_DN2740_c0_g1_i2.p1
OG0003366	Shad_tr35803_c0_g1_i7.p1	Sama_DN1193_c0_g1_i1.p1
OG0003367	Shad_tr24439_c0_g1_i2.p1	Sama_DN2436_c0_g1_i6.p1
OG0003368	Shad_tr1427_c0_g1_i3.p1	Sama_DN143_c0_g1_i1.p1
OG0003369	Shad_tr39663_c0_g2_i2.p2	Sama_DN6418_c0_g1_i1.p1
OG0003370	Shad_tr702_c1_g1_i1.p1, Shad_tr3848_c0_g1_i1.p1	Sama_DN1141_c0_g1_i1.p1
OG0003371	Shad_tr3853_c0_g3_i1.p1	Sama_DN10979_c0_g1_i1.p1
OG0003372	Shad_tr9429_c1_g1_i5.p1	Sama_DN9167_c0_g2_i1.p1
OG0003373	Shad_tr19080_c0_g2_i2.p1	Sama_DN1542_c0_g1_i1.p1
