Orthogroup	Stichodactyla_haddoni_longest_pep	Hydra_vulgaris_longest_pep
OG0001800	Shad_tr2252_c1_g1_i17.p1	Hyva_DN5849_c0_g1_i1.p1, Hyva_DN2720_c0_g2_i1.p1, Hyva_DN2720_c0_g1_i2.p1, Hyva_DN2720_c1_g1_i1.p1
OG0001801	Shad_tr5631_c0_g1_i27.p1, Shad_tr31827_c1_g2_i1.p1	Hyva_DN7479_c0_g1_i2.p1
OG0001806	Shad_tr8138_c0_g1_i36.p1	Hyva_DN13667_c0_g2_i2.p1
OG0001807	Shad_tr10837_c0_g1_i5.p1	Hyva_DN21363_c0_g1_i1.p1
OG0001811	Shad_tr88923_c0_g1_i1.p1	Hyva_DN21528_c0_g4_i1.p1
OG0001812	Shad_tr103557_c0_g1_i1.p1, Shad_tr14495_c0_g1_i8.p1, Shad_tr72095_c0_g1_i1.p1	Hyva_DN8967_c0_g1_i5.p1
OG0001815	Shad_tr17336_c0_g1_i5.p1	Hyva_DN12102_c0_g1_i4.p1, Hyva_DN26796_c0_g1_i1.p1
OG0001816	Shad_tr49210_c0_g1_i1.p1	Hyva_DN6797_c0_g1_i1.p1
OG0001817	Shad_tr9967_c0_g1_i11.p1	Hyva_DN8920_c0_g2_i1.p1, Hyva_DN36966_c0_g1_i1.p1
OG0001818	Shad_tr1463_c2_g2_i1.p1	Hyva_DN37872_c0_g1_i1.p1, Hyva_DN24372_c0_g1_i1.p1
OG0001818	Shad_tr1463_c2_g1_i4.p1	Hyva_DN24372_c0_g2_i1.p1
OG0001821	Shad_tr8743_c0_g1_i5.p1	Hyva_DN38313_c0_g1_i1.p1
OG0001822	Shad_tr27527_c0_g3_i1.p1, Shad_tr20764_c0_g1_i1.p1	Hyva_DN21761_c0_g1_i1.p1
OG0001824	Shad_tr100796_c0_g1_i1.p1, Shad_tr1310_c0_g1_i2.p1, Shad_tr86063_c0_g1_i1.p1, Shad_tr105539_c0_g1_i1.p1	Hyva_DN12821_c0_g1_i2.p1
OG0001831	Shad_tr9690_c1_g1_i1.p1, Shad_tr10277_c3_g1_i2.p1	Hyva_DN6582_c0_g1_i1.p1
OG0001834	Shad_tr1956_c0_g1_i1.p1	Hyva_DN8293_c0_g1_i1.p1, Hyva_DN13175_c0_g1_i2.p1
OG0001837	Shad_tr1748_c2_g1_i21.p1, Shad_tr3803_c2_g1_i3.p1	Hyva_DN19250_c0_g1_i1.p1, Hyva_DN7623_c0_g1_i1.p1
OG0001841	Shad_tr54286_c0_g1_i1.p1	Hyva_DN8006_c0_g1_i1.p1
OG0001841	Shad_tr2282_c1_g1_i1.p1, Shad_tr109041_c0_g1_i1.p1	Hyva_DN20801_c0_g1_i4.p1
OG0001842	Shad_tr3942_c2_g1_i1.p1, Shad_tr2200_c1_g1_i10.p1	Hyva_DN1888_c0_g1_i3.p1, Hyva_DN3141_c0_g1_i5.p1
OG0001843	Shad_tr8513_c0_g1_i2.p1, Shad_tr38381_c0_g1_i5.p1	Hyva_DN17386_c0_g1_i1.p1
OG0001847	Shad_tr23433_c0_g1_i8.p1	Hyva_DN8900_c0_g1_i3.p1
OG0001848	Shad_tr40511_c0_g1_i1.p1, Shad_tr297_c0_g1_i4.p1	Hyva_DN1101_c0_g1_i5.p1
OG0001849	Shad_tr9738_c3_g1_i1.p1, Shad_tr4660_c1_g1_i5.p1	Hyva_DN10720_c0_g1_i2.p1
OG0001851	Shad_tr2775_c0_g1_i7.p1, Shad_tr49586_c0_g1_i1.p1, Shad_tr49586_c0_g2_i1.p1	Hyva_DN7593_c0_g1_i1.p1, Hyva_DN2513_c0_g2_i1.p1, Hyva_DN11080_c0_g1_i10.p1
OG0001855	Shad_tr3037_c1_g1_i6.p1	Hyva_DN35800_c0_g1_i1.p1, Hyva_DN17304_c0_g1_i1.p1, Hyva_DN4655_c0_g1_i2.p1, Hyva_DN17126_c0_g1_i1.p1, Hyva_DN16834_c0_g1_i1.p1
OG0001857	Shad_tr18273_c1_g1_i4.p1	Hyva_DN11681_c0_g1_i3.p1
OG0001861	Shad_tr4931_c0_g1_i1.p1	Hyva_DN1788_c0_g2_i2.p1
OG0001862	Shad_tr11452_c0_g2_i1.p1, Shad_tr11452_c0_g1_i1.p1	Hyva_DN7874_c0_g1_i1.p1, Hyva_DN839_c0_g2_i3.p1, Hyva_DN2346_c0_g1_i1.p1
OG0001863	Shad_tr22308_c0_g1_i2.p1, Shad_tr50412_c1_g1_i2.p1, Shad_tr61656_c0_g1_i1.p1	Hyva_DN6425_c1_g1_i1.p1
OG0001864	Shad_tr62_c0_g1_i1.p1, Shad_tr44334_c0_g1_i1.p1	Hyva_DN3082_c0_g2_i2.p1
OG0001867	Shad_tr46600_c0_g1_i1.p1	Hyva_DN14977_c0_g3_i1.p1, Hyva_DN19301_c0_g2_i1.p1, Hyva_DN23336_c0_g1_i1.p1, Hyva_DN36233_c0_g1_i1.p1, Hyva_DN23893_c0_g2_i1.p1, Hyva_DN4332_c0_g3_i1.p1
OG0001868	Shad_tr20436_c0_g1_i1.p1	Hyva_DN4576_c0_g1_i4.p1
OG0001869	Shad_tr102151_c0_g1_i1.p1, Shad_tr61482_c0_g1_i1.p1, Shad_tr56_c0_g1_i1.p1	Hyva_DN4913_c0_g2_i1.p1
OG0001870	Shad_tr88_c1_g1_i4.p1, Shad_tr3851_c0_g2_i4.p1	Hyva_DN12598_c0_g2_i3.p1
OG0001871	Shad_tr23045_c1_g3_i1.p1	Hyva_DN1738_c0_g1_i2.p1
OG0001873	Shad_tr5931_c0_g1_i23.p1	Hyva_DN5459_c0_g1_i1.p1
OG0001877	Shad_tr276_c0_g2_i1.p1	Hyva_DN39607_c0_g1_i1.p1, Hyva_DN36715_c0_g1_i1.p1
OG0001877	Shad_tr8670_c0_g1_i1.p1	Hyva_DN10758_c0_g1_i1.p1, Hyva_DN34180_c0_g1_i1.p1, Hyva_DN14088_c0_g1_i1.p1, Hyva_DN6551_c0_g1_i1.p1
OG0001881	Shad_tr4167_c2_g1_i1.p1	Hyva_DN20131_c0_g1_i3.p1
OG0001890	Shad_tr7318_c1_g1_i1.p1	Hyva_DN15095_c0_g1_i5.p1, Hyva_DN15095_c0_g2_i5.p1
OG0001894	Shad_tr10085_c0_g1_i1.p1	Hyva_DN13104_c0_g1_i1.p1, Hyva_DN13104_c0_g2_i1.p1
OG0001895	Shad_tr825_c0_g1_i1.p1, Shad_tr38181_c0_g1_i1.p1	Hyva_DN14891_c0_g2_i1.p1
OG0001896	Shad_tr9557_c0_g2_i8.p1	Hyva_DN8136_c0_g1_i6.p1
OG0001897	Shad_tr3274_c0_g1_i10.p1	Hyva_DN17399_c0_g1_i3.p1
OG0001900	Shad_tr780_c0_g1_i8.p1	Hyva_DN10006_c0_g1_i3.p1
OG0001905	Shad_tr1614_c5_g1_i3.p1	Hyva_DN4512_c0_g1_i3.p1
OG0001909	Shad_tr4201_c0_g2_i5.p1	Hyva_DN6696_c0_g2_i1.p1
OG0001910	Shad_tr13194_c0_g1_i9.p1	Hyva_DN30676_c0_g1_i1.p1
OG0001911	Shad_tr16345_c0_g2_i1.p1, Shad_tr816_c1_g1_i2.p1	Hyva_DN5415_c0_g1_i2.p1
OG0001914	Shad_tr12994_c1_g1_i8.p1	Hyva_DN39815_c0_g1_i1.p1, Hyva_DN4779_c0_g1_i1.p1
OG0001915	Shad_tr8248_c0_g1_i6.p1, Shad_tr688_c8_g1_i4.p1	Hyva_DN24569_c0_g1_i2.p1
OG0001916	Shad_tr4345_c0_g1_i2.p1	Hyva_DN8216_c0_g1_i3.p1
OG0001917	Shad_tr11774_c0_g1_i1.p1	Hyva_DN9533_c0_g1_i1.p1
OG0001918	Shad_tr2867_c3_g1_i1.p1	Hyva_DN11088_c0_g1_i1.p1
OG0001919	Shad_tr18172_c2_g1_i2.p1, Shad_tr90618_c0_g1_i1.p1, Shad_tr48399_c0_g1_i1.p1, Shad_tr84749_c0_g1_i1.p1	Hyva_DN22270_c0_g2_i1.p1
OG0001920	Shad_tr2246_c1_g1_i6.p1	Hyva_DN10240_c0_g1_i2.p1
OG0001922	Shad_tr26452_c0_g1_i3.p1	Hyva_DN6541_c0_g1_i7.p1
OG0001923	Shad_tr16788_c1_g3_i1.p1, Shad_tr9568_c0_g2_i5.p1	Hyva_DN11745_c0_g1_i2.p1
OG0001926	Shad_tr4284_c0_g1_i1.p1, Shad_tr688_c5_g1_i1.p1, Shad_tr9021_c0_g2_i1.p1	Hyva_DN849_c1_g1_i4.p1
OG0001928	Shad_tr2334_c2_g1_i1.p1, Shad_tr4041_c4_g1_i3.p1, Shad_tr1821_c10_g1_i3.p1	Hyva_DN11162_c0_g3_i1.p1, Hyva_DN11162_c0_g1_i1.p1
OG0001929	Shad_tr9314_c0_g1_i9.p1	Hyva_DN366_c0_g1_i1.p1
OG0001932	Shad_tr1920_c1_g1_i2.p1	Hyva_DN7924_c0_g2_i1.p1
OG0001935	Shad_tr3377_c0_g1_i7.p1	Hyva_DN3908_c0_g1_i2.p1
OG0001937	Shad_tr37901_c0_g3_i2.p1	Hyva_DN1772_c0_g1_i4.p1
OG0001938	Shad_tr2693_c0_g1_i79.p1	Hyva_DN1868_c0_g1_i3.p1
OG0001943	Shad_tr102774_c0_g1_i1.p1	Hyva_DN1253_c0_g1_i1.p1
OG0001943	Shad_tr134_c0_g1_i12.p1	Hyva_DN3327_c0_g1_i5.p1
OG0001944	Shad_tr18310_c0_g1_i1.p1	Hyva_DN16300_c0_g1_i1.p1
OG0001945	Shad_tr110335_c0_g1_i1.p1, Shad_tr296_c0_g1_i1.p1	Hyva_DN7327_c0_g1_i1.p1
OG0001950	Shad_tr6455_c0_g1_i7.p1	Hyva_DN7251_c0_g1_i1.p1
OG0001953	Shad_tr11482_c0_g1_i3.p1, Shad_tr5421_c0_g1_i18.p1	Hyva_DN9191_c0_g1_i1.p1
OG0001954	Shad_tr8424_c2_g1_i4.p1	Hyva_DN5666_c0_g1_i1.p1, Hyva_DN15251_c0_g1_i1.p1, Hyva_DN12033_c0_g1_i2.p1, Hyva_DN3940_c0_g1_i4.p1
OG0001955	Shad_tr94778_c0_g1_i1.p1, Shad_tr18012_c0_g2_i1.p1	Hyva_DN16654_c0_g1_i1.p1
OG0001956	Shad_tr22126_c1_g3_i2.p1, Shad_tr22126_c1_g1_i116.p1	Hyva_DN12475_c0_g1_i1.p1
OG0001957	Shad_tr5519_c1_g1_i1.p1	Hyva_DN29610_c0_g1_i1.p1
OG0001958	Shad_tr2257_c0_g3_i1.p1	Hyva_DN8308_c0_g1_i1.p1, Hyva_DN4529_c0_g1_i3.p1
OG0001959	Shad_tr4794_c0_g1_i5.p1	Hyva_DN1999_c0_g1_i2.p1
OG0001962	Shad_tr20054_c0_g1_i20.p1	Hyva_DN9304_c0_g1_i1.p1
OG0001963	Shad_tr933_c0_g1_i1.p1	Hyva_DN12807_c0_g1_i1.p1, Hyva_DN2862_c0_g1_i5.p1, Hyva_DN2773_c0_g1_i4.p1
OG0001964	Shad_tr9851_c3_g1_i2.p1	Hyva_DN6933_c0_g1_i5.p1, Hyva_DN39016_c0_g1_i1.p1
OG0001965	Shad_tr234_c0_g1_i1.p1	Hyva_DN4697_c1_g1_i1.p1
OG0001967	Shad_tr21980_c0_g1_i3.p1	Hyva_DN4090_c0_g1_i1.p1
OG0001967	Shad_tr13536_c0_g1_i5.p1	Hyva_DN31265_c0_g1_i2.p1
OG0001967	Shad_tr691_c2_g2_i3.p1	Hyva_DN1902_c0_g1_i13.p1, Hyva_DN1902_c0_g2_i2.p1
OG0001971	Shad_tr15845_c1_g1_i4.p1, Shad_tr67166_c0_g1_i1.p1	Hyva_DN512_c0_g1_i19.p1
OG0001976	Shad_tr6661_c3_g1_i6.p1	Hyva_DN2409_c0_g1_i7.p1
OG0001977	Shad_tr779_c0_g1_i10.p1	Hyva_DN26456_c0_g1_i1.p1, Hyva_DN12353_c0_g1_i1.p1, Hyva_DN149_c0_g1_i5.p1
OG0001979	Shad_tr853_c0_g1_i2.p1	Hyva_DN22046_c0_g1_i1.p1
OG0001979	Shad_tr853_c0_g3_i7.p1	Hyva_DN31_c0_g1_i11.p1
OG0001982	Shad_tr8966_c1_g2_i1.p1	Hyva_DN12429_c0_g1_i1.p1
OG0001983	Shad_tr3004_c3_g1_i3.p1, Shad_tr27153_c0_g1_i3.p1	Hyva_DN7875_c0_g1_i2.p1
OG0001985	Shad_tr35547_c0_g1_i2.p1, Shad_tr27083_c0_g1_i1.p1	Hyva_DN39739_c0_g1_i1.p1
OG0001986	Shad_tr1370_c0_g5_i1.p1, Shad_tr63815_c0_g1_i1.p1	Hyva_DN11005_c0_g2_i3.p1, Hyva_DN4672_c0_g1_i1.p1, Hyva_DN11005_c0_g1_i1.p1, Hyva_DN9111_c0_g1_i1.p1
OG0001987	Shad_tr15336_c0_g1_i1.p1, Shad_tr24098_c0_g1_i1.p1	Hyva_DN38296_c0_g1_i1.p1, Hyva_DN3095_c0_g1_i1.p1
OG0001988	Shad_tr1301_c0_g1_i1.p1	Hyva_DN34270_c0_g1_i1.p1
OG0001992	Shad_tr103076_c0_g1_i1.p1, Shad_tr6564_c1_g1_i1.p1, Shad_tr56556_c0_g2_i1.p1	Hyva_DN15049_c0_g2_i1.p1
OG0001998	Shad_tr818_c1_g3_i1.p1	Hyva_DN1816_c0_g1_i4.p1
OG0001999	Shad_tr48930_c0_g1_i1.p1, Shad_tr31_c0_g1_i1.p1	Hyva_DN23298_c0_g1_i1.p1
OG0002004	Shad_tr19296_c0_g1_i1.p1, Shad_tr52744_c0_g1_i1.p1	Hyva_DN5946_c0_g1_i6.p1
OG0002005	Shad_tr78926_c0_g1_i1.p1, Shad_tr22_c0_g1_i1.p1, Shad_tr24302_c0_g1_i1.p1	Hyva_DN7430_c0_g1_i7.p1
OG0002007	Shad_tr981_c0_g1_i1.p1, Shad_tr53172_c0_g3_i1.p1	Hyva_DN8161_c0_g1_i1.p1
OG0002008	Shad_tr62484_c0_g1_i1.p1	Hyva_DN3398_c0_g1_i1.p1
OG0002009	Shad_tr42888_c0_g1_i1.p1, Shad_tr88383_c0_g1_i1.p1	Hyva_DN35336_c0_g1_i1.p1
OG0002011	Shad_tr91678_c0_g1_i1.p1	Hyva_DN2254_c0_g1_i2.p1
OG0002012	Shad_tr20351_c0_g1_i1.p1, Shad_tr17733_c0_g2_i1.p1, Shad_tr29794_c0_g1_i1.p1	Hyva_DN8644_c0_g1_i1.p1
OG0002014	Shad_tr25_c0_g1_i1.p1, Shad_tr51239_c0_g1_i1.p1	Hyva_DN2136_c0_g1_i2.p1
OG0002015	Shad_tr23_c1_g1_i1.p1	Hyva_DN2254_c1_g1_i1.p1
OG0002016	Shad_tr4591_c2_g1_i26.p1	Hyva_DN7390_c0_g1_i6.p1
OG0002018	Shad_tr45091_c0_g1_i1.p1, Shad_tr2934_c2_g1_i1.p1	Hyva_DN3587_c0_g1_i3.p1, Hyva_DN12898_c0_g1_i1.p1, Hyva_DN803_c0_g1_i6.p1
OG0002022	Shad_tr31883_c0_g1_i1.p1	Hyva_DN14589_c0_g1_i2.p1
OG0002023	Shad_tr103582_c0_g1_i1.p1, Shad_tr37902_c0_g1_i2.p1, Shad_tr27524_c4_g1_i1.p1, Shad_tr28808_c0_g2_i1.p1	Hyva_DN8505_c0_g1_i1.p1, Hyva_DN17015_c1_g2_i1.p1, Hyva_DN20522_c0_g2_i1.p1, Hyva_DN28991_c0_g1_i1.p1, Hyva_DN20522_c0_g1_i5.p1, Hyva_DN32089_c0_g1_i3.p1, Hyva_DN14188_c0_g2_i3.p1, Hyva_DN26786_c2_g1_i1.p1
OG0002032	Shad_tr22385_c0_g2_i1.p1	Hyva_DN37995_c0_g1_i1.p1, Hyva_DN457_c0_g2_i1.p1
OG0002033	Shad_tr534_c0_g1_i3.p1	Hyva_DN5584_c0_g1_i2.p1, Hyva_DN1265_c0_g1_i9.p1
OG0002035	Shad_tr2711_c0_g1_i3.p1	Hyva_DN20097_c0_g1_i6.p2
OG0002037	Shad_tr9310_c1_g1_i2.p1	Hyva_DN5274_c0_g2_i3.p1, Hyva_DN5274_c0_g1_i1.p1
OG0002038	Shad_tr6110_c1_g1_i3.p1	Hyva_DN9498_c0_g3_i2.p1
OG0002040	Shad_tr4485_c0_g1_i1.p1	Hyva_DN9701_c0_g1_i1.p1
OG0002042	Shad_tr2265_c0_g2_i7.p1	Hyva_DN4241_c0_g1_i1.p1
OG0002043	Shad_tr1877_c0_g1_i50.p1	Hyva_DN3105_c0_g1_i14.p1
OG0002044	Shad_tr41027_c0_g1_i11.p1	Hyva_DN11220_c0_g1_i1.p1
OG0002045	Shad_tr12436_c0_g1_i2.p1	Hyva_DN16945_c0_g1_i1.p1, Hyva_DN16945_c0_g2_i1.p1
OG0002046	Shad_tr24893_c0_g1_i1.p1, Shad_tr1435_c0_g1_i10.p1, Shad_tr14623_c0_g1_i5.p1	Hyva_DN34350_c0_g1_i1.p1
OG0002047	Shad_tr1112_c1_g1_i1.p1	Hyva_DN7510_c0_g1_i5.p1
OG0002048	Shad_tr11237_c0_g1_i8.p1	Hyva_DN22443_c0_g4_i1.p1
OG0002049	Shad_tr7598_c0_g1_i1.p1	Hyva_DN15135_c0_g1_i1.p1, Hyva_DN17444_c0_g1_i3.p1
OG0002053	Shad_tr3203_c1_g1_i37.p1	Hyva_DN2967_c0_g1_i1.p1
OG0002054	Shad_tr12102_c0_g2_i2.p1	Hyva_DN5058_c0_g1_i1.p1
OG0002055	Shad_tr42299_c0_g1_i1.p1, Shad_tr33015_c0_g1_i1.p1	Hyva_DN6647_c0_g1_i3.p1
OG0002057	Shad_tr44041_c0_g2_i1.p1	Hyva_DN11714_c0_g1_i3.p1
OG0002060	Shad_tr14302_c0_g1_i12.p1	Hyva_DN7121_c0_g1_i4.p1
OG0002063	Shad_tr11445_c0_g1_i17.p1	Hyva_DN10019_c0_g1_i1.p1, Hyva_DN920_c0_g1_i8.p1, Hyva_DN920_c1_g1_i16.p1
OG0002064	Shad_tr1937_c0_g1_i20.p1	Hyva_DN5181_c0_g1_i3.p1
OG0002065	Shad_tr24774_c0_g1_i13.p1	Hyva_DN7413_c0_g1_i4.p1
OG0002066	Shad_tr2562_c0_g1_i14.p1	Hyva_DN6219_c0_g1_i4.p1
OG0002067	Shad_tr17917_c0_g1_i3.p1	Hyva_DN9943_c0_g1_i6.p1
OG0002072	Shad_tr16414_c2_g1_i1.p1, Shad_tr16414_c2_g2_i1.p1	Hyva_DN4483_c0_g1_i2.p1
OG0002073	Shad_tr5871_c2_g2_i1.p1	Hyva_DN11916_c0_g1_i3.p1
OG0002074	Shad_tr6179_c1_g1_i3.p1	Hyva_DN9660_c0_g1_i1.p1
OG0002075	Shad_tr487_c0_g1_i4.p1	Hyva_DN6174_c0_g1_i2.p1
OG0002077	Shad_tr16255_c1_g1_i1.p1	Hyva_DN10751_c0_g1_i3.p1
OG0002079	Shad_tr30573_c0_g1_i19.p1	Hyva_DN10239_c0_g1_i1.p1
OG0002081	Shad_tr1758_c0_g4_i1.p1	Hyva_DN4829_c0_g1_i3.p1
OG0002083	Shad_tr8322_c0_g1_i1.p1, Shad_tr43973_c0_g1_i1.p2	Hyva_DN15344_c0_g1_i1.p1
OG0002084	Shad_tr3366_c0_g1_i67.p1	Hyva_DN5940_c0_g1_i6.p1, Hyva_DN4588_c0_g1_i4.p1
OG0002085	Shad_tr4484_c0_g1_i8.p1	Hyva_DN12267_c0_g1_i2.p1
OG0002086	Shad_tr24249_c0_g1_i5.p1	Hyva_DN3814_c0_g1_i1.p1
OG0002087	Shad_tr13207_c0_g1_i4.p1	Hyva_DN10382_c0_g1_i2.p1
OG0002088	Shad_tr16_c1_g1_i5.p1, Shad_tr6143_c3_g1_i2.p1	Hyva_DN2680_c0_g1_i7.p1
OG0002089	Shad_tr11205_c1_g1_i1.p1, Shad_tr3908_c5_g1_i1.p1	Hyva_DN27535_c0_g1_i1.p1
OG0002089	Shad_tr451_c16_g1_i4.p1	Hyva_DN2927_c0_g1_i1.p1
OG0002090	Shad_tr5089_c0_g1_i18.p1	Hyva_DN7136_c0_g1_i4.p1, Hyva_DN34730_c0_g1_i1.p1, Hyva_DN8651_c0_g1_i2.p1, Hyva_DN9362_c0_g1_i3.p1, Hyva_DN11717_c0_g1_i1.p1, Hyva_DN11271_c0_g1_i1.p1, Hyva_DN3101_c0_g1_i2.p1
OG0002094	Shad_tr13937_c0_g2_i2.p1, Shad_tr5846_c0_g3_i1.p1	Hyva_DN5093_c0_g2_i2.p1
OG0002095	Shad_tr27121_c0_g1_i3.p1	Hyva_DN5366_c0_g2_i2.p2
OG0002096	Shad_tr23681_c0_g1_i2.p1	Hyva_DN7374_c0_g1_i2.p1
OG0002097	Shad_tr4225_c2_g1_i1.p1, Shad_tr46087_c0_g1_i1.p1	Hyva_DN4646_c0_g1_i1.p1
OG0002098	Shad_tr5595_c0_g1_i6.p1	Hyva_DN9248_c0_g1_i1.p1, Hyva_DN7046_c0_g1_i2.p1, Hyva_DN9756_c0_g1_i1.p1, Hyva_DN9587_c0_g1_i1.p1, Hyva_DN7542_c0_g1_i2.p1, Hyva_DN32649_c0_g1_i1.p1
OG0002100	Shad_tr51991_c0_g1_i1.p1	Hyva_DN7961_c0_g1_i7.p1
OG0002102	Shad_tr15570_c0_g1_i1.p1	Hyva_DN5920_c0_g1_i2.p1
OG0002104	Shad_tr1941_c2_g1_i1.p1	Hyva_DN11139_c0_g1_i13.p1
OG0002105	Shad_tr1220_c0_g1_i4.p1, Shad_tr1220_c0_g2_i1.p1	Hyva_DN13303_c0_g1_i8.p1
OG0002107	Shad_tr89564_c0_g1_i1.p1, Shad_tr18658_c0_g1_i4.p1	Hyva_DN31205_c0_g1_i1.p1, Hyva_DN8291_c0_g1_i1.p1
OG0002108	Shad_tr2947_c3_g1_i7.p1, Shad_tr30755_c0_g1_i1.p1	Hyva_DN21964_c0_g1_i1.p1, Hyva_DN7487_c0_g1_i1.p1
OG0002110	Shad_tr36332_c0_g2_i1.p1	Hyva_DN5410_c0_g1_i1.p1
OG0002111	Shad_tr27016_c4_g1_i1.p1	Hyva_DN8777_c0_g1_i5.p2
OG0002112	Shad_tr15985_c0_g1_i19.p1	Hyva_DN18969_c0_g1_i2.p1, Hyva_DN19270_c0_g2_i2.p1
OG0002113	Shad_tr779_c1_g2_i4.p1	Hyva_DN26532_c0_g1_i1.p1, Hyva_DN22610_c0_g1_i1.p1, Hyva_DN26497_c0_g1_i1.p1, Hyva_DN28368_c0_g1_i1.p1, Hyva_DN4442_c0_g1_i2.p1
OG0002114	Shad_tr1402_c0_g1_i7.p1	Hyva_DN5695_c0_g1_i2.p1
OG0002115	Shad_tr16264_c0_g1_i4.p1	Hyva_DN1715_c0_g3_i1.p1
OG0002118	Shad_tr7041_c1_g2_i2.p1, Shad_tr27_c1_g2_i1.p1	Hyva_DN2336_c0_g1_i4.p1
OG0002119	Shad_tr9585_c0_g1_i5.p1	Hyva_DN2192_c0_g1_i2.p1
OG0002121	Shad_tr5391_c0_g1_i8.p1	Hyva_DN15885_c0_g1_i2.p1
OG0002123	Shad_tr37292_c0_g1_i2.p1, Shad_tr8076_c0_g1_i3.p1, Shad_tr37292_c1_g1_i1.p1, Shad_tr2791_c0_g2_i2.p1	Hyva_DN6723_c0_g1_i2.p1
OG0002124	Shad_tr5278_c0_g1_i25.p1	Hyva_DN29293_c0_g1_i1.p1, Hyva_DN1800_c0_g1_i2.p1, Hyva_DN8975_c0_g1_i3.p1, Hyva_DN2312_c0_g1_i5.p1
OG0002125	Shad_tr56828_c0_g1_i2.p1, Shad_tr6080_c0_g1_i7.p1	Hyva_DN17171_c0_g1_i4.p1
OG0002132	Shad_tr105118_c0_g1_i1.p1, Shad_tr37477_c0_g1_i1.p1	Hyva_DN6692_c0_g1_i1.p1
OG0002132	Shad_tr42300_c0_g1_i1.p1	Hyva_DN21020_c0_g1_i1.p1
OG0002135	Shad_tr41393_c0_g1_i2.p1	Hyva_DN8297_c0_g1_i1.p1
OG0002136	Shad_tr1364_c0_g1_i11.p1	Hyva_DN350_c0_g1_i2.p1, Hyva_DN5442_c0_g1_i8.p1
OG0002139	Shad_tr41144_c0_g1_i1.p1, Shad_tr87961_c0_g1_i1.p1	Hyva_DN1972_c0_g1_i1.p1, Hyva_DN109_c0_g1_i4.p1
OG0002140	Shad_tr17331_c0_g1_i2.p1, Shad_tr12632_c1_g1_i1.p1, Shad_tr48655_c0_g1_i2.p1	Hyva_DN6930_c0_g3_i1.p1
OG0002143	Shad_tr13613_c0_g1_i3.p1, Shad_tr28747_c0_g1_i1.p1	Hyva_DN3583_c0_g1_i3.p1
OG0002144	Shad_tr9370_c3_g1_i1.p1	Hyva_DN3955_c0_g2_i1.p1, Hyva_DN12117_c0_g1_i1.p1
OG0002146	Shad_tr6080_c1_g1_i2.p1	Hyva_DN26638_c0_g1_i2.p1
OG0002146	Shad_tr10031_c0_g1_i4.p1	Hyva_DN8909_c0_g1_i1.p1
OG0002147	Shad_tr12541_c0_g1_i2.p1, Shad_tr35429_c0_g1_i1.p1	Hyva_DN3864_c0_g1_i4.p1
OG0002148	Shad_tr100789_c0_g1_i1.p1, Shad_tr102128_c0_g1_i1.p1, Shad_tr50366_c0_g1_i1.p1, Shad_tr1869_c0_g4_i2.p1	Hyva_DN696_c0_g1_i3.p1
OG0002155	Shad_tr13558_c0_g1_i1.p3	Hyva_DN2379_c0_g1_i14.p1
OG0002156	Shad_tr47091_c0_g1_i6.p1, Shad_tr9689_c1_g1_i5.p1	Hyva_DN4629_c0_g1_i3.p1
OG0002161	Shad_tr114084_c0_g1_i1.p1	Hyva_DN960_c1_g1_i2.p1, Hyva_DN5622_c0_g1_i1.p1, Hyva_DN17209_c1_g1_i1.p1
OG0002165	Shad_tr28_c0_g1_i2.p1, Shad_tr28_c2_g1_i1.p1	Hyva_DN27724_c0_g1_i2.p1
OG0002167	Shad_tr21089_c0_g1_i1.p1, Shad_tr62760_c0_g1_i1.p1	Hyva_DN9128_c0_g2_i2.p1
OG0002169	Shad_tr9198_c0_g1_i1.p1, Shad_tr29_c0_g2_i1.p1	Hyva_DN2670_c0_g1_i2.p1
OG0002170	Shad_tr61851_c0_g1_i1.p1	Hyva_DN1160_c1_g2_i1.p1
OG0002172	Shad_tr56261_c0_g1_i2.p1	Hyva_DN1012_c0_g1_i2.p1
OG0002173	Shad_tr111021_c0_g1_i1.p1	Hyva_DN35212_c0_g1_i1.p1
OG0002179	Shad_tr7622_c0_g1_i13.p1	Hyva_DN804_c0_g2_i4.p1
OG0002179	Shad_tr8169_c0_g1_i2.p1	Hyva_DN25941_c0_g1_i1.p1
OG0002183	Shad_tr87023_c0_g1_i1.p1	Hyva_DN11710_c0_g1_i1.p1
OG0002184	Shad_tr8654_c1_g1_i2.p1, Shad_tr76673_c0_g1_i1.p1	Hyva_DN2323_c0_g1_i4.p1
OG0002187	Shad_tr72052_c0_g1_i1.p1, Shad_tr99622_c0_g1_i1.p1	Hyva_DN21468_c0_g1_i1.p1, Hyva_DN4741_c0_g1_i4.p1
OG0002201	Shad_tr3671_c0_g1_i2.p1	Hyva_DN7393_c0_g1_i4.p1
OG0002204	Shad_tr3444_c0_g1_i13.p1	Hyva_DN1352_c0_g1_i1.p1
OG0002205	Shad_tr5787_c0_g1_i2.p1	Hyva_DN10863_c0_g2_i1.p1
OG0002206	Shad_tr6087_c0_g1_i38.p1	Hyva_DN4826_c0_g1_i2.p1
OG0002207	Shad_tr8222_c0_g1_i9.p1	Hyva_DN5574_c0_g1_i1.p1
OG0002208	Shad_tr3797_c2_g1_i3.p1	Hyva_DN9012_c0_g1_i1.p1
