Orthogroup,Stichodactyla_haddoni_longest_pep,Stichidactyla_gigantea_longest_pep,Heteractic_macgnifica_longest_pep,Heteractis_crispa_longest_pep,Stichodactyla_mertensi_longest_pep,Heteractis_aurelias_longest_pep,Entacmea_quadricolor_longest_pep,Heterodactyla_longest_pep,Macrodactyla_doreensis_longest_pep,Oulactis_longest_pep,Actinia_tenebrosa_longest_pep,Galaxea_fascicularis_longest_pep,Anthopleura_dowii_longest_pep,Nematostella_vectensis_longest_pep,Nemopilema_nomurai_longest_pep,Hydra_vulgaris_longest_pep,Sanderia_malayensis_longest_pep,Cyanea_capillata_longest_pep,Chironex_fleckeri_longest_pep,Chrysaora_fuscescens_longest_pep
OG0003038,Shad_tr8250_c3_g1_i3.p1,Sgig_tr203_c1_g1_i1.p1,Hmag_tr8244_c2_g1_i2.p1,Hcri_tr26605_c0_g1_i2.p1,Smer_tr5115_c2_g1_i4.p1,Haur_tr29440_c1_g1_i1.p1,Equa_tr44195_c0_g2_i3.p1,Hetdac_DN15095_c0_g1_i1.p1,Macdac_DN7052_c0_g2_i1.p1,Oula_DN8361_c0_g1_i3.p1,Acte_DN1238_c2_g1_i1.p1,Gafa_DN5784_c0_g1_i7.p1,Ando_DN7780_c0_g3_i1.p1,Neva_DN13637_c0_g1_i3.p1,Neno_DN2792_c0_g1_i1.p1,Hyva_DN7157_c0_g1_i1.p1,Sama_DN2691_c0_g1_i2.p1,Cyca_DN4094_c0_g1_i4.p1,Chfl_DN22515_c0_g1_i1.p1,Chfu_DN3066_c0_g3_i1.p1
OG0003040,Shad_tr1182_c0_g1_i12.p1,Sgig_tr252_c0_g1_i3.p1,Hmag_tr7443_c3_g1_i1.p1,Hcri_tr5107_c0_g1_i4.p1,Smer_tr11249_c0_g3_i2.p1,Haur_tr32529_c0_g1_i2.p1,Equa_tr321_c2_g1_i1.p1,Hetdac_DN1933_c0_g1_i2.p1,Macdac_DN3619_c1_g1_i2.p1,Oula_DN912_c0_g1_i8.p1,Acte_DN9438_c0_g1_i1.p1,"Gafa_DN62273_c0_g1_i1.p1, Gafa_DN98797_c0_g1_i1.p2, Gafa_DN62273_c0_g3_i1.p1, Gafa_DN6187_c0_g1_i1.p1",Ando_DN10829_c0_g1_i1.p1,Neva_DN4338_c0_g1_i6.p1,Neno_DN8358_c0_g1_i1.p1,"Hyva_DN28706_c0_g2_i1.p1, Hyva_DN908_c0_g2_i1.p1",Sama_DN14004_c0_g1_i1.p1,"Cyca_DN19728_c0_g1_i1.p1, Cyca_DN19728_c0_g3_i1.p1",Chfl_DN8034_c0_g1_i1.p1,"Chfu_DN17895_c0_g1_i1.p1, Chfu_DN11735_c0_g1_i1.p1"
OG0003042,Shad_tr36450_c0_g1_i9.p1,Sgig_tr5649_c0_g1_i3.p1,Hmag_tr2037_c2_g1_i12.p1,Hcri_tr11949_c0_g1_i5.p1,Smer_tr8119_c0_g1_i3.p1,Haur_tr11253_c0_g1_i3.p1,Equa_tr40928_c0_g1_i12.p1,Hetdac_DN8142_c0_g1_i2.p1,Macdac_DN2408_c3_g1_i1.p1,Oula_DN2128_c0_g1_i3.p1,Acte_DN2024_c0_g1_i10.p1,Gafa_DN7267_c0_g1_i5.p1,Ando_DN3580_c0_g1_i4.p1,Neva_DN10741_c0_g2_i5.p1,"Neno_DN6310_c0_g1_i4.p1, Neno_DN2026_c0_g1_i3.p1","Hyva_DN7729_c0_g1_i1.p1, Hyva_DN1684_c0_g1_i2.p1","Sama_DN4260_c0_g1_i2.p1, Sama_DN1279_c0_g1_i3.p1",Cyca_DN6729_c0_g1_i1.p1,Chfl_DN27703_c0_g1_i1.p1,"Chfu_DN15047_c0_g1_i1.p1, Chfu_DN7603_c0_g2_i1.p1"
OG0003045,Shad_tr6360_c0_g1_i4.p1,Sgig_tr32380_c0_g1_i4.p1,Hmag_tr691_c4_g1_i1.p1,Hcri_tr20078_c0_g1_i1.p1,Smer_tr19466_c0_g1_i2.p1,Haur_tr5485_c0_g1_i1.p1,Equa_tr26847_c0_g1_i3.p1,Hetdac_DN6189_c0_g1_i2.p1,Macdac_DN3404_c1_g1_i1.p1,Oula_DN8874_c0_g1_i1.p1,Acte_DN19316_c0_g1_i1.p1,Gafa_DN2233_c0_g1_i4.p1,Ando_DN4297_c0_g1_i2.p1,Neva_DN4520_c4_g1_i1.p1,Neno_DN7101_c0_g1_i1.p1,Hyva_DN1853_c0_g1_i1.p1,Sama_DN13949_c0_g1_i1.p1,"Cyca_DN23261_c1_g2_i1.p1, Cyca_DN23261_c1_g1_i1.p1",Chfl_DN6188_c0_g1_i1.p1,Chfu_DN13194_c0_g1_i1.p1
OG0003052,Shad_tr3370_c0_g1_i3.p1,Sgig_tr1553_c2_g1_i2.p1,Hmag_tr965_c0_g1_i10.p1,Hcri_tr28235_c0_g1_i5.p1,Smer_tr28203_c0_g1_i13.p1,Haur_tr12300_c0_g1_i4.p1,Equa_tr31840_c0_g1_i3.p1,Hetdac_DN8573_c0_g1_i1.p1,Macdac_DN1552_c0_g1_i13.p1,Oula_DN4210_c0_g1_i3.p1,Acte_DN4811_c0_g1_i5.p1,Gafa_DN41282_c0_g1_i10.p1,Ando_DN9104_c0_g1_i1.p1,Neva_DN3797_c0_g1_i1.p1,Neno_DN2618_c0_g1_i9.p1,Hyva_DN7012_c0_g1_i8.p1,Sama_DN5705_c0_g1_i1.p1,Cyca_DN9367_c0_g1_i3.p1,Chfl_DN3926_c0_g1_i1.p1,"Chfu_DN6976_c0_g2_i1.p1, Chfu_DN6976_c0_g1_i1.p1"
OG0003054,Shad_tr18502_c0_g1_i1.p1,Sgig_tr16368_c0_g1_i1.p1,Hmag_tr2526_c0_g1_i1.p1,Hcri_tr5140_c2_g2_i1.p1,Smer_tr657_c6_g1_i1.p1,Haur_tr1038_c0_g1_i2.p1,Equa_tr338_c0_g2_i25.p1,Hetdac_DN10285_c0_g1_i2.p1,Macdac_DN3469_c1_g2_i1.p1,Oula_DN2405_c1_g1_i7.p1,Acte_DN4216_c0_g1_i1.p1,Gafa_DN4304_c1_g1_i2.p1,Ando_DN3656_c0_g1_i2.p1,Neva_DN3000_c0_g1_i5.p1,"Neno_DN471_c0_g1_i2.p1, Neno_DN2495_c0_g1_i1.p1",Hyva_DN9338_c0_g1_i3.p1,"Sama_DN5602_c0_g2_i1.p1, Sama_DN405_c0_g1_i19.p1","Cyca_DN22060_c0_g2_i1.p1, Cyca_DN14802_c0_g1_i1.p1",Chfl_DN1382_c0_g1_i2.p1,"Chfu_DN1225_c0_g1_i1.p1, Chfu_DN5607_c0_g1_i1.p1"
OG0003072,Shad_tr21726_c0_g1_i1.p1,Sgig_tr1715_c0_g1_i2.p1,Hmag_tr3008_c0_g1_i26.p1,Hcri_tr8691_c0_g1_i3.p1,Smer_tr7204_c1_g4_i1.p1,Haur_tr7721_c0_g2_i5.p1,Equa_tr12534_c0_g1_i5.p1,Hetdac_DN60202_c0_g1_i1.p1,Macdac_DN23735_c0_g2_i4.p1,Oula_DN6301_c0_g1_i3.p1,Acte_DN2657_c0_g3_i1.p1,Gafa_DN30798_c0_g1_i3.p1,Ando_DN4175_c0_g4_i1.p1,Neva_DN2207_c1_g1_i3.p1,Neno_DN806_c0_g1_i1.p1,"Hyva_DN8142_c0_g1_i2.p1, Hyva_DN15032_c0_g1_i2.p1",Sama_DN1412_c0_g1_i2.p1,Cyca_DN6571_c0_g1_i1.p1,"Chfl_DN10703_c0_g2_i1.p1, Chfl_DN9700_c0_g1_i1.p1, Chfl_DN10522_c0_g1_i1.p1, Chfl_DN5611_c0_g1_i2.p1, Chfl_DN10703_c0_g3_i1.p1, Chfl_DN7108_c0_g1_i2.p1",Chfu_DN14175_c0_g1_i1.p1
OG0003101,Shad_tr359_c0_g2_i1.p1,Sgig_tr224_c1_g1_i1.p1,Hmag_tr83732_c0_g1_i1.p1,Hcri_tr19147_c0_g1_i1.p1,Smer_tr520_c0_g1_i1.p1,Haur_tr24028_c0_g2_i1.p1,Equa_tr4_c3_g1_i1.p1,Hetdac_DN1247_c0_g1_i1.p1,Macdac_DN346_c0_g1_i3.p1,Oula_DN1442_c0_g1_i3.p1,Acte_DN6171_c0_g1_i2.p1,"Gafa_DN109577_c0_g1_i1.p1, Gafa_DN569_c0_g5_i1.p1",Ando_DN1958_c0_g1_i1.p1,Neva_DN1310_c0_g2_i3.p1,"Neno_DN1909_c0_g1_i1.p1, Neno_DN573_c0_g1_i1.p1",Hyva_DN7313_c0_g1_i1.p1,"Sama_DN5236_c0_g1_i1.p1, Sama_DN2116_c0_g1_i1.p1","Cyca_DN788_c0_g1_i5.p1, Cyca_DN17475_c0_g1_i1.p1",Chfl_DN25679_c0_g1_i1.p1,"Chfu_DN3526_c1_g1_i1.p1, Chfu_DN8507_c0_g1_i1.p1"
OG0003151,Shad_tr8391_c0_g1_i5.p1,Sgig_tr13020_c0_g1_i1.p1,Hmag_tr7132_c0_g1_i3.p1,Hcri_tr2521_c0_g1_i1.p1,Smer_tr8581_c0_g1_i5.p1,Haur_tr3695_c0_g1_i2.p1,Equa_tr5706_c0_g1_i2.p1,Hetdac_DN796_c0_g3_i2.p1,Macdac_DN452_c0_g1_i7.p1,Oula_DN1376_c1_g1_i1.p1,Acte_DN4463_c0_g3_i1.p1,Gafa_DN67539_c0_g1_i3.p1,"Ando_DN11253_c0_g1_i1.p1, Ando_DN12531_c0_g2_i1.p1",Neva_DN1544_c0_g1_i5.p1,Neno_DN428_c0_g1_i5.p1,Hyva_DN932_c0_g1_i6.p1,Sama_DN2781_c0_g1_i5.p1,Cyca_DN6420_c0_g1_i1.p1,Chfl_DN1165_c0_g1_i3.p1,Chfu_DN2395_c0_g1_i1.p1
OG0003157,Shad_tr3009_c0_g2_i11.p1,Sgig_tr1397_c1_g1_i21.p1,Hmag_tr377_c0_g1_i28.p1,Hcri_tr2607_c0_g1_i14.p1,Smer_tr6234_c0_g1_i19.p1,"Haur_tr40584_c0_g1_i1.p1, Haur_tr15444_c0_g1_i5.p1","Equa_tr5278_c0_g1_i21.p1, Equa_tr74719_c0_g1_i1.p1",Hetdac_DN699_c0_g1_i6.p1,Macdac_DN716_c0_g1_i5.p1,Oula_DN2852_c0_g1_i4.p1,Acte_DN842_c0_g1_i38.p1,Gafa_DN3905_c0_g1_i21.p1,"Ando_DN19517_c0_g1_i1.p1, Ando_DN1647_c0_g1_i1.p1, Ando_DN19517_c0_g2_i1.p1",Neva_DN798_c0_g2_i8.p1,Neno_DN3401_c0_g2_i1.p1,Hyva_DN2164_c0_g1_i5.p1,Sama_DN4023_c0_g1_i5.p1,"Cyca_DN11887_c0_g1_i1.p1, Cyca_DN19131_c0_g1_i1.p1",Chfl_DN394_c0_g1_i9.p1,Chfu_DN1611_c0_g1_i4.p1
OG0003162,Shad_tr3331_c0_g1_i4.p1,Sgig_tr9093_c0_g1_i4.p1,Hmag_tr11660_c0_g1_i1.p1,Hcri_tr13591_c0_g1_i1.p1,Smer_tr14294_c0_g5_i1.p1,Haur_tr35169_c0_g1_i5.p1,"Equa_tr3051_c0_g1_i17.p1, Equa_tr64085_c0_g1_i1.p1",Hetdac_DN3234_c0_g1_i1.p1,Macdac_DN19199_c0_g2_i1.p1,Oula_DN2132_c0_g1_i9.p1,Acte_DN11807_c0_g1_i2.p1,Gafa_DN5121_c0_g3_i4.p1,"Ando_DN10807_c0_g4_i1.p1, Ando_DN10807_c0_g1_i1.p1, Ando_DN12446_c0_g1_i1.p1, Ando_DN10807_c0_g3_i1.p1, Ando_DN10807_c0_g2_i1.p1",Neva_DN22060_c0_g1_i1.p1,Neno_DN538_c0_g1_i1.p1,Hyva_DN3902_c0_g1_i7.p1,Sama_DN893_c0_g1_i1.p1,Cyca_DN15861_c0_g1_i1.p1,Chfl_DN1401_c0_g1_i1.p1,Chfu_DN2372_c0_g2_i1.p1
OG0003166,Shad_tr9183_c0_g1_i8.p1,Sgig_tr6842_c0_g1_i1.p1,Hmag_tr10097_c0_g1_i3.p1,Hcri_tr9243_c0_g1_i1.p1,Smer_tr17449_c0_g1_i1.p1,Haur_tr6034_c1_g1_i13.p1,Equa_tr14522_c0_g1_i7.p1,Hetdac_DN820_c0_g1_i3.p1,Macdac_DN5197_c0_g1_i10.p1,"Oula_DN10456_c0_g1_i2.p1, Oula_DN7493_c0_g1_i2.p2",Acte_DN25097_c0_g1_i1.p1,Gafa_DN17161_c0_g1_i5.p1,"Ando_DN21823_c0_g1_i1.p1, Ando_DN24176_c0_g1_i1.p1, Ando_DN22986_c0_g1_i1.p1",Neva_DN7949_c0_g1_i13.p1,Neno_DN6673_c0_g1_i2.p1,Hyva_DN7512_c0_g1_i4.p1,Sama_DN8872_c0_g1_i1.p1,"Cyca_DN9490_c0_g1_i1.p1, Cyca_DN24493_c1_g1_i1.p1",Chfl_DN12741_c0_g1_i1.p1,"Chfu_DN1786_c0_g1_i4.p1, Chfu_DN5505_c0_g1_i1.p1"
OG0003169,Shad_tr14241_c0_g1_i3.p1,Sgig_tr3343_c0_g2_i1.p1,Hmag_tr2718_c2_g1_i1.p1,Hcri_tr7011_c0_g1_i1.p1,Smer_tr7085_c0_g1_i3.p1,Haur_tr4410_c0_g2_i1.p1,Equa_tr960_c1_g2_i1.p1,Hetdac_DN3078_c0_g1_i1.p1,Macdac_DN4089_c0_g2_i1.p1,Oula_DN4150_c0_g1_i4.p1,Acte_DN2499_c0_g1_i2.p1,Gafa_DN15848_c0_g2_i1.p1,Ando_DN8708_c0_g2_i1.p1,Neva_DN9453_c7_g1_i5.p1,Neno_DN2638_c0_g1_i6.p1,Hyva_DN4236_c0_g1_i3.p1,Sama_DN913_c0_g1_i1.p1,Cyca_DN11303_c0_g1_i1.p1,Chfl_DN11498_c0_g1_i4.p1,"Chfu_DN12217_c0_g1_i1.p1, Chfu_DN10944_c0_g1_i1.p1, Chfu_DN12217_c0_g2_i1.p1"
OG0003170,Shad_tr16457_c0_g2_i4.p1,Sgig_tr10732_c3_g1_i5.p1,Hmag_tr2586_c0_g1_i3.p1,Hcri_tr8625_c0_g1_i2.p1,Smer_tr8647_c0_g1_i1.p1,Haur_tr22661_c1_g1_i3.p1,Equa_tr6798_c0_g1_i1.p1,Hetdac_DN8798_c0_g1_i1.p1,Macdac_DN933_c0_g1_i3.p1,Oula_DN10821_c0_g1_i6.p1,Acte_DN6997_c0_g1_i2.p1,Gafa_DN33710_c0_g1_i2.p1,"Ando_DN11588_c0_g2_i1.p1, Ando_DN11588_c0_g4_i1.p1",Neva_DN23211_c0_g1_i8.p1,Neno_DN10044_c0_g2_i6.p2,Hyva_DN10262_c0_g1_i2.p1,Sama_DN3043_c0_g1_i1.p1,"Cyca_DN7004_c0_g1_i2.p1, Cyca_DN19235_c0_g2_i1.p2, Cyca_DN15121_c0_g1_i1.p1",Chfl_DN3227_c0_g1_i19.p1,Chfu_DN3949_c0_g1_i2.p1
OG0003171,Shad_tr3617_c0_g1_i4.p1,Sgig_tr4398_c0_g1_i2.p1,Hmag_tr5766_c0_g1_i6.p1,Hcri_tr7872_c0_g1_i5.p1,Smer_tr6688_c2_g1_i2.p1,Haur_tr10689_c0_g1_i1.p1,Equa_tr5710_c3_g1_i6.p1,Hetdac_DN13369_c0_g1_i2.p1,Macdac_DN24738_c0_g1_i5.p1,Oula_DN6879_c0_g1_i8.p1,Acte_DN2601_c3_g1_i3.p1,Gafa_DN2154_c0_g1_i7.p1,Ando_DN1412_c0_g2_i1.p1,Neva_DN265_c0_g1_i1.p1,Neno_DN1734_c0_g1_i1.p1,Hyva_DN4648_c0_g1_i2.p1,Sama_DN3195_c0_g1_i1.p1,Cyca_DN22592_c0_g1_i1.p1,"Chfl_DN6511_c0_g1_i1.p1, Chfl_DN6511_c0_g2_i1.p1","Chfu_DN6729_c0_g1_i1.p1, Chfu_DN8033_c0_g1_i1.p1, Chfu_DN15565_c0_g1_i1.p1, Chfu_DN15565_c0_g2_i1.p1"
OG0003182,Shad_tr4364_c0_g1_i7.p1,Sgig_tr3919_c0_g2_i6.p1,Hmag_tr17134_c0_g1_i1.p1,Hcri_tr17844_c1_g1_i2.p1,Smer_tr1159_c3_g1_i7.p1,Haur_tr2156_c0_g2_i1.p1,Equa_tr10624_c1_g1_i4.p1,Hetdac_DN4133_c0_g1_i1.p1,Macdac_DN29620_c0_g1_i2.p1,Oula_DN2412_c0_g1_i1.p1,Acte_DN1179_c0_g1_i1.p1,Gafa_DN7416_c0_g1_i4.p1,Ando_DN5331_c0_g1_i3.p1,Neva_DN17760_c0_g1_i3.p1,"Neno_DN7058_c0_g2_i1.p1, Neno_DN5151_c0_g1_i5.p1",Hyva_DN8100_c0_g1_i1.p1,"Sama_DN6612_c0_g1_i1.p1, Sama_DN6612_c0_g2_i1.p1",Cyca_DN10337_c0_g1_i1.p1,"Chfl_DN4923_c0_g1_i1.p1, Chfl_DN4923_c0_g2_i1.p1, Chfl_DN4923_c0_g5_i1.p1","Chfu_DN12478_c0_g1_i1.p1, Chfu_DN9703_c0_g1_i1.p1"
OG0003185,Shad_tr197_c3_g2_i6.p1,Sgig_tr1650_c2_g1_i1.p1,Hmag_tr1702_c6_g1_i2.p1,Hcri_tr9861_c0_g1_i4.p1,Smer_tr27203_c1_g1_i6.p1,Haur_tr7692_c0_g1_i1.p1,Equa_tr2795_c0_g1_i9.p1,Hetdac_DN4399_c0_g1_i1.p1,Macdac_DN4284_c0_g1_i7.p1,Oula_DN3410_c0_g1_i4.p1,Acte_DN5298_c0_g1_i1.p1,Gafa_DN11929_c0_g1_i5.p1,Ando_DN20259_c0_g2_i1.p1,Neva_DN2826_c0_g1_i10.p1,Neno_DN1561_c0_g1_i2.p1,Hyva_DN8658_c0_g1_i3.p1,Sama_DN4264_c0_g1_i1.p1,"Cyca_DN7992_c0_g2_i1.p1, Cyca_DN10445_c0_g1_i2.p1","Chfl_DN15424_c0_g2_i1.p1, Chfl_DN27446_c0_g1_i1.p1, Chfl_DN23066_c0_g1_i1.p1",Chfu_DN11079_c0_g1_i1.p1
OG0003186,Shad_tr48366_c0_g1_i3.p1,Sgig_tr6262_c0_g1_i1.p1,Hmag_tr27738_c0_g1_i2.p1,Hcri_tr8320_c3_g1_i1.p1,Smer_tr12508_c1_g2_i1.p1,Haur_tr14857_c0_g2_i1.p1,Equa_tr2233_c1_g1_i7.p1,Hetdac_DN8402_c0_g1_i1.p1,Macdac_DN19876_c0_g2_i1.p1,Oula_DN8089_c0_g1_i13.p1,Acte_DN7828_c0_g1_i1.p1,Gafa_DN11810_c0_g1_i1.p1,Ando_DN10061_c0_g2_i1.p1,Neva_DN866_c1_g1_i1.p1,Neno_DN3293_c0_g1_i4.p1,Hyva_DN4200_c0_g1_i2.p1,Sama_DN2434_c1_g1_i1.p1,Cyca_DN12119_c0_g1_i1.p1,Chfl_DN19993_c0_g1_i1.p1,"Chfu_DN6044_c1_g1_i1.p1, Chfu_DN18625_c0_g1_i1.p1"
OG0003187,Shad_tr7614_c1_g2_i1.p1,Sgig_tr21426_c0_g1_i12.p1,Hmag_tr4940_c0_g1_i3.p1,Hcri_tr6020_c0_g1_i2.p1,Smer_tr4199_c0_g1_i5.p1,Haur_tr17545_c0_g1_i2.p1,Equa_tr5417_c0_g1_i10.p1,Hetdac_DN3818_c0_g1_i1.p1,Macdac_DN19346_c0_g1_i5.p1,Oula_DN3899_c0_g1_i22.p1,Acte_DN4111_c0_g1_i4.p1,Gafa_DN1022_c0_g3_i1.p1,Ando_DN17097_c0_g1_i2.p1,Neva_DN1793_c1_g1_i13.p1,Neno_DN17575_c0_g1_i5.p1,Hyva_DN15916_c0_g1_i6.p1,Sama_DN13365_c0_g1_i1.p1,Cyca_DN11830_c0_g1_i1.p1,Chfl_DN11947_c0_g1_i1.p1,"Chfu_DN4002_c0_g3_i1.p1, Chfu_DN5082_c0_g1_i1.p1"
OG0003188,Shad_tr2533_c0_g1_i4.p1,Sgig_tr2188_c0_g1_i3.p1,Hmag_tr2638_c0_g1_i4.p1,Hcri_tr901_c1_g1_i16.p1,Smer_tr6144_c0_g1_i6.p1,Haur_tr4496_c0_g1_i9.p1,Equa_tr17919_c0_g1_i25.p1,Hetdac_DN5340_c0_g1_i4.p1,Macdac_DN29219_c0_g1_i5.p1,Oula_DN1773_c1_g1_i2.p1,Acte_DN21384_c0_g1_i4.p1,Gafa_DN19960_c0_g1_i11.p1,Ando_DN3352_c0_g3_i2.p1,Neva_DN351_c0_g2_i4.p1,Neno_DN70_c0_g1_i2.p1,Hyva_DN1899_c0_g1_i5.p1,Sama_DN4784_c0_g1_i1.p1,Cyca_DN19237_c0_g1_i3.p1,Chfl_DN1858_c0_g1_i7.p1,"Chfu_DN7286_c1_g1_i1.p1, Chfu_DN13981_c0_g1_i1.p1"
OG0003189,Shad_tr13513_c0_g1_i4.p1,Sgig_tr6501_c0_g1_i8.p1,Hmag_tr828_c6_g1_i2.p1,Hcri_tr7912_c0_g1_i14.p1,Smer_tr22805_c0_g3_i1.p1,Haur_tr2120_c0_g2_i2.p1,Equa_tr304_c0_g1_i4.p1,Hetdac_DN9809_c2_g1_i1.p1,Macdac_DN18591_c0_g1_i10.p1,Oula_DN26375_c0_g1_i7.p1,Acte_DN2839_c0_g1_i3.p1,Gafa_DN15287_c0_g3_i1.p1,Ando_DN8097_c0_g1_i3.p1,Neva_DN1183_c0_g2_i4.p1,Neno_DN2234_c0_g1_i6.p1,Hyva_DN3635_c0_g2_i1.p1,Sama_DN5365_c0_g1_i1.p1,"Cyca_DN16451_c0_g1_i1.p1, Cyca_DN7401_c0_g2_i1.p1, Cyca_DN14745_c0_g1_i1.p1",Chfl_DN19905_c0_g1_i1.p1,"Chfu_DN16903_c0_g1_i1.p1, Chfu_DN5628_c0_g1_i2.p1"
OG0003191,Shad_tr21636_c0_g3_i2.p1,Sgig_tr1674_c0_g3_i1.p1,Hmag_tr4329_c0_g1_i5.p1,"Hcri_tr9857_c1_g1_i4.p1, Hcri_tr20656_c0_g1_i1.p1",Smer_tr14892_c0_g1_i1.p1,Haur_tr3362_c0_g1_i8.p1,Equa_tr11332_c0_g1_i10.p1,Hetdac_DN3722_c0_g1_i1.p1,Macdac_DN15093_c0_g1_i6.p1,Oula_DN16031_c0_g1_i3.p1,Acte_DN3071_c0_g2_i1.p1,Gafa_DN2427_c0_g1_i10.p1,"Ando_DN13860_c0_g1_i2.p1, Ando_DN13860_c0_g2_i1.p1, Ando_DN13860_c0_g5_i1.p1",Neva_DN1861_c0_g1_i11.p1,Neno_DN3451_c0_g1_i2.p1,Hyva_DN4088_c0_g1_i3.p1,Sama_DN2995_c0_g1_i1.p1,"Cyca_DN23769_c0_g1_i1.p1, Cyca_DN14143_c0_g2_i1.p1",Chfl_DN10125_c0_g1_i3.p1,"Chfu_DN1358_c0_g4_i1.p1, Chfu_DN13020_c0_g1_i1.p1"
OG0003195,Shad_tr1916_c0_g1_i6.p1,Sgig_tr45461_c0_g1_i1.p1,Hmag_tr25649_c0_g1_i1.p1,Hcri_tr10078_c0_g1_i5.p1,Smer_tr24924_c0_g1_i3.p1,Haur_tr6863_c0_g1_i1.p1,Equa_tr25127_c1_g1_i4.p1,Hetdac_DN13180_c0_g1_i1.p1,Macdac_DN7084_c0_g1_i11.p1,Oula_DN5525_c0_g1_i5.p1,Acte_DN31_c0_g1_i14.p1,Gafa_DN33723_c0_g1_i5.p1,Ando_DN4222_c0_g1_i1.p1,Neva_DN587_c1_g1_i1.p1,Neno_DN6258_c0_g1_i6.p1,Hyva_DN3384_c0_g1_i1.p1,Sama_DN10238_c0_g1_i1.p1,"Cyca_DN25969_c0_g1_i1.p1, Cyca_DN29785_c0_g1_i1.p1, Cyca_DN10897_c0_g1_i8.p1, Cyca_DN4796_c0_g1_i1.p1",Chfl_DN5702_c0_g1_i3.p1,"Chfu_DN5916_c0_g1_i1.p1, Chfu_DN16535_c0_g1_i1.p1"
OG0003197,Shad_tr10803_c0_g1_i19.p1,Sgig_tr4399_c1_g1_i1.p1,Hmag_tr7557_c0_g1_i1.p1,Hcri_tr24448_c0_g2_i4.p1,Smer_tr5868_c0_g4_i3.p1,Haur_tr5222_c0_g1_i2.p1,Equa_tr2983_c0_g1_i8.p1,Hetdac_DN1774_c0_g1_i3.p1,Macdac_DN19242_c0_g1_i1.p1,Oula_DN1905_c2_g3_i2.p1,Acte_DN7698_c1_g1_i1.p1,Gafa_DN14097_c0_g1_i29.p1,"Ando_DN21301_c0_g1_i1.p1, Ando_DN15427_c0_g1_i1.p1",Neva_DN3723_c2_g1_i3.p1,Neno_DN2961_c0_g1_i2.p1,Hyva_DN1301_c0_g1_i7.p1,"Sama_DN3862_c0_g1_i3.p1, Sama_DN3862_c0_g2_i1.p1","Cyca_DN17471_c0_g1_i1.p1, Cyca_DN7019_c0_g1_i1.p1, Cyca_DN9741_c0_g1_i1.p1",Chfl_DN11643_c0_g1_i1.p1,"Chfu_DN7521_c0_g3_i1.p1, Chfu_DN7521_c0_g2_i2.p1"
OG0003202,Shad_tr5959_c1_g1_i36.p1,Sgig_tr1091_c2_g1_i10.p1,Hmag_tr5360_c0_g1_i5.p1,Hcri_tr18577_c0_g1_i2.p1,Smer_tr2242_c3_g2_i1.p1,Haur_tr1141_c0_g1_i6.p1,Equa_tr34053_c0_g2_i2.p1,Hetdac_DN34838_c0_g1_i4.p1,Macdac_DN3801_c0_g1_i6.p1,Oula_DN34583_c0_g1_i1.p1,Acte_DN37223_c0_g1_i1.p1,Gafa_DN5725_c0_g1_i8.p1,Ando_DN26989_c0_g1_i1.p1,Neva_DN2626_c0_g2_i6.p1,Neno_DN4068_c0_g1_i6.p1,Hyva_DN2397_c0_g1_i2.p1,Sama_DN4749_c0_g1_i1.p1,"Cyca_DN5094_c0_g1_i1.p1, Cyca_DN14689_c0_g1_i1.p1",Chfl_DN910_c0_g7_i1.p1,"Chfu_DN1573_c0_g2_i1.p1, Chfu_DN8702_c0_g2_i2.p1"
OG0003206,Shad_tr66021_c0_g1_i2.p1,Sgig_tr824_c0_g1_i10.p1,Hmag_tr1006_c0_g1_i1.p1,"Hcri_tr5644_c0_g1_i1.p1, Hcri_tr1132_c0_g4_i1.p1",Smer_tr11587_c0_g1_i1.p1,Haur_tr1782_c0_g2_i1.p1,Equa_tr1528_c1_g1_i9.p1,Hetdac_DN712_c0_g1_i1.p1,"Macdac_DN12311_c0_g2_i1.p1, Macdac_DN12311_c0_g1_i2.p1",Oula_DN1262_c0_g1_i9.p1,Acte_DN77_c0_g1_i3.p1,Gafa_DN3128_c0_g1_i8.p1,"Ando_DN18047_c0_g1_i1.p1, Ando_DN12968_c1_g2_i1.p1",Neva_DN9969_c0_g1_i3.p1,Neno_DN3039_c0_g1_i1.p1,Hyva_DN6294_c0_g1_i6.p1,Sama_DN4941_c0_g1_i1.p1,Cyca_DN4970_c0_g1_i1.p1,Chfl_DN3439_c0_g1_i1.p1,Chfu_DN6416_c0_g1_i1.p1
